,회사명,거래소코드,회계년도,부실판단,[U01410000]영업활동으로 인한 현금흐름(*)(천원),이자보상배율(이자비용)
9392,주식회사서유,81170,2019,1.0,4164944.0,-0.85
9393,혁신영강종합건설주식회사,81179,2018,1.0,-2455583.0,1.89
9394,주식회사청명원,81182,2018,1.0,-1101407.0,-2.3
9395,(주)동주스포츠,81186,2018,1.0,-2030328.0,3.75
9396,(주)중경,81188,2022,1.0,-103208.0,0.53
9397,(주)금월봉유준리조트,81196,2018,1.0,-1691656.0,-0.58
9398,주식회사코너스톤씨앤씨,81197,2018,1.0,0.0,-0.59
9399,주식회사수목개발,81202,2018,1.0,-586839.0,-0.78
9400,주식회사웨딩그룹케이파티앤조이,81206,2018,1.0,164427.0,0.07
9401,(주)함라에이원,81208,2019,1.0,-182235.0,-0.91
9402,(주)취영루,81215,2018,1.0,-3113441.0,-3.74
9403,(주)시티코어디엠씨,81218,2018,1.0,-2964626.0,-0.02
9404,주식회사대일비엠,81225,2018,1.0,78014.0,0.92
9405,월드건축자재(주),81227,2022,1.0,290591.0,0.63
9406,화창토산(주),81232,2021,1.0,-992004.0,-13.96
9407,노을그린에너지주식회사,81233,2021,1.0,3095457.0,0.56
9408,오케이건설주식회사,81242,2018,1.0,1046099.0,-1.05
9409,진형건설주식회사,81247,2018,1.0,-1967812.0,-3.31
9410,(주)토마토개발,81252,2019,1.0,-246006.0,0.0
9411,주식회사동우테크,81253,2018,1.0,75699.0,-0.95
9412,(주)수지스퀴진,81255,2019,1.0,208069.0,0.09
9413,주식회사스톤빌리지,81261,2020,1.0,-17898755.0,1.06
9414,(주)한풍네이처팜,81263,2022,1.0,-1364580.0,-0.6
9415,주식회사에스앤비,81265,2020,1.0,-4274028.0,0.73
9416,주식회사에이치티개발,81267,2018,1.0,-2362734.0,0.81
9417,디아인스(주),81268,2020,1.0,-5020240.0,2.14
9418,주식회사원플러스에프앤씨,81272,2019,1.0,-707426.0,-0.39
9419,주식회사디케이알인베스트먼트,81273,2018,1.0,-114238.0,-0.08
9420,(주)해피룸,81276,2022,1.0,149727.0,0.03
9421,주원철강(주),81281,2019,1.0,-719474.0,-1.89
9422,주식회사폴리쉘,81283,2020,1.0,-560943.0,1.0
9423,형진쏠라주식회사,81284,2018,1.0,438407.0,0.72
9424,라성아이앤디주식회사,81287,2018,1.0,169876.0,-0.66
9425,(주)진영프로토,81288,2021,1.0,-843545.0,-6.8
9426,주식회사원더풀,81292,2019,1.0,289066.0,0.76
9427,주식회사나주교통,81294,2022,1.0,-2668529.0,-24.98
9428,심산건설,81296,2018,1.0,-9051797.0,0.0
9429,송파상운(주),81313,2019,1.0,-412222.0,-3.21
9430,(주)디럭스코리아,81315,2018,1.0,-4903180.0,-0.29
9431,커피스미스에프씨(주),81319,2021,1.0,-1326709.0,-8.71
9432,(주)다산중공업,81320,2020,1.0,-597935.0,-12.2
9433,(주)에스지프라자,81326,2019,1.0,-414532.0,0.97
9434,주식회사인강여객,81332,2022,1.0,790183.0,-0.29
9435,충호건설기계주식회사,81337,2020,1.0,983397.0,-0.48
9436,마스턴제20호신사피에프브이주식회사,81340,2018,1.0,14535.0,-0.77
9437,엠에스개발주식회사,81341,2018,1.0,-55117.0,-0.69
9438,(주)엔에스,81344,2018,1.0,-8031495.0,-3.0
9439,(주)디에스파트너스,81353,2018,1.0,-2405189.0,-2.71
9440,한국신텍스제약(주),81360,2021,1.0,-2530467.0,-9.46
9441,플래티넘크래프트맥주주식회사,81364,2018,1.0,-206113.0,-2.47
9442,(주)제스코,81372,2020,1.0,-1029570.0,-5.18
9443,주식회사혁진개발,81377,2019,1.0,5079493.0,-0.09
9444,주식회사에코아이,81378,2019,1.0,-4313540.0,22.89
9445,(주)지엔팜,81382,2022,1.0,-876514.0,2.92
9446,(주)거성빅스타,81385,2018,1.0,1326664.0,-0.84
9447,주식회사해피유,81387,2018,1.0,142333.0,0.92
9448,비전트리주식회사,81388,2018,1.0,113199.0,-1.14
9449,한건홀딩스,81389,2021,1.0,-2193119.0,-0.74
9450,주식회사비즈포레,81395,2019,1.0,0.0,-2.75
9451,주식회사씨드,81399,2018,1.0,-214237.0,0.0
9452,지우산업개발(주),81403,2018,1.0,-220426.0,-0.43
9453,주식회사갤러리,81404,2021,1.0,-110812.0,-0.31
9454,주식회사신환,81405,2018,1.0,800176.0,0.39
9455,(주)엘티대한제2호뉴스테이위탁관리부동산투자회사,81407,2020,1.0,-742072.0,-0.22
9456,미금산업개발주식회사,81409,2022,1.0,-2757502.0,-3.21
9457,우람개발주식회사,81410,2021,1.0,-1494988.0,-0.97
9458,(주)효성어묵,81414,2019,1.0,113223.0,-1.43
9459,주식회사우리관광,81423,2019,1.0,-797164.0,-897.05
9460,블루윙홀딩스(주),81424,2018,1.0,31432.0,-2.77
9461,주식회사아들과딸,81426,2019,1.0,-8498033.0,-0.57
9462,(주)와이지시네마,81430,2018,1.0,-13493.0,-4.39
9463,(주)류마,81432,2018,1.0,4793568.0,-0.24
9464,(주)뉴오리엔탈호텔,81435,2018,1.0,337087.0,0.76
9465,(주)엠씨에이,81437,2019,1.0,3103.0,-1.82
9466,천지인,81441,2018,1.0,-706260.0,0.0
9467,(주)한스홀딩스,81442,2018,1.0,-360025.0,-46.04
9468,주식회사최고좋은터행복한집,81447,2018,1.0,-1307925.0,0.0
9469,메트로개발주식회사,81449,2018,1.0,-505976.0,3.93
9470,주식회사엔비레즈,81451,2019,1.0,-578249.0,-3.97
9471,주식회사세이프인3,81454,2019,1.0,370974.0,-0.02
9472,월코상사주식회사,81456,2018,1.0,-338769.0,0.0
9473,신대한인쇄주식회사,81458,2019,1.0,30194.0,0.49
9474,하나글로벌인재개발원피에프브이주식회사,81460,2020,1.0,5711559.0,1.16
9475,오헌산업(주),81461,2018,1.0,-1539626.0,-1.46
9476,주식회사프리스틴,81465,2018,1.0,32379.0,0.32
9477,(주)한울담,81467,2018,1.0,-3032037.0,-1.1
9478,주식회사시뉴스,81473,2018,1.0,-169890.0,-0.02
9479,주식회사한강홀딩스,81482,2018,1.0,-79432.0,0.0
9480,주식회사파로스생명과학,81485,2018,1.0,-7038897.0,-19.4
9481,주식회사세현바이셀,81491,2021,1.0,-1235279.0,-83.34
9482,주식회사부산영화박물관,81495,2019,1.0,-46112.0,0.98
9483,더파크종합건설주식회사,81496,2021,1.0,-122338.0,0.93
9484,(주)주산산업개발,81498,2018,1.0,-1260980.0,-2.21
9485,명성알엔에이주식회사,81499,2020,1.0,731440.0,-0.8
9486,인서울27골프클럽주식회사,81501,2018,1.0,-5080088.0,0.0
9487,파크주식회사,81502,2020,1.0,-363968.0,-0.38
9488,(주)에이이엠테크,81503,2022,1.0,-138147.0,0.51
9489,리젠트파크주식회사,81508,2018,1.0,-307076.0,-0.84
9490,로이714주식회사,81510,2018,1.0,9659.0,0.53
9491,주식회사외유내강,81511,2022,1.0,4866895.0,-0.44
9492,(주)산과들종합개발,81514,2018,1.0,-68010.0,-2.63
9493,주식회사엔쓰리게임즈,81522,2018,1.0,-696603.0,-0.6
9494,바세라주식회사,81524,2019,1.0,519308.0,-2.39
9495,(주)한솔개발,81525,2018,1.0,-348836.0,-0.76
9496,(주)데이타뱅크,81530,2020,1.0,276311.0,-1.82
9497,주식회사에이치엠자산관리,81535,2018,1.0,-2545390.0,-40.96
9498,(주)이지산업개발,81542,2020,1.0,-828191.0,0.0
9499,주식회사해동,81543,2020,1.0,-2285241.0,0.83
9500,주식회사케이비골든라이프케어,81550,2018,1.0,-1197520.0,0.0
9501,주식회사애그리치글로벌,81560,2019,1.0,90052.0,-0.56
9502,주식회사디아이씨글로벌,81564,2019,1.0,203695.0,-0.1
9503,인천선진교통(주),81565,2018,1.0,1625159.0,0.25
9504,주식회사크리에이티브엑스,81568,2018,1.0,-2176485.0,0.0
9505,(주)화천일반산업단지,81569,2018,1.0,-525751.0,-1.0
9506,주식회사더이스트,81573,2018,1.0,-10856479.0,0.67
9507,주식회사블리트,81575,2018,1.0,-4344270.0,3.59
9508,주식회사제이앤에스인부산,81577,2018,1.0,-10057014.0,-0.88
9509,현진에버빌주식회사,81578,2021,1.0,-2683012.0,0.54
9510,풍화자산개발주식회사,81583,2020,1.0,12772401.0,-0.84
9511,(주)케이아이씨,81586,2018,1.0,,-1.1
9512,(주)케이아이씨,81586,2018,1.0,-363591.0,-1.1
9513,신우특수건설(주),81594,2019,1.0,-1604157.0,2.64
9514,아라미주팜,81599,2018,1.0,-2458101.0,-1.61
9515,주식회사이노페이스,81602,2019,1.0,26851.0,-0.45
9516,다올디앤씨(주),81603,2018,1.0,-279104.0,-2.43
9517,(주)엠아이커피,81604,2022,1.0,-6098048.0,1.44
9518,주식회사학산플러스,81616,2018,1.0,-1281650.0,2.48
9519,주식회사자연라이프,81622,2019,1.0,-767579.0,2.06
9520,뷰티크테라스주식회사,81623,2021,1.0,-13223209.0,-50.0
9521,주식회사골든가든,81627,2018,1.0,-1065695.0,0.13
9522,(주)위드라이프그룹,81635,2021,1.0,-434257.0,-1929.73
9523,주식회사그린씨앤디,81637,2019,1.0,-822468.0,-0.17
9524,주식회사피에이케이,81639,2018,1.0,-19600424.0,0.99
9525,고려비철금속(주),81640,2021,1.0,-2639134.0,7.71
9526,(주)미지엔,81641,2019,1.0,33071539.0,4.68
9527,베스트홀딩스주식회사,81642,2018,1.0,-16031919.0,-1.91
9528,진주뿌리산단개발(주),81647,2018,1.0,-24640405.0,0.0
9529,(주)투믹스,81649,2019,1.0,6588088.0,-2.55
9530,화신디앤씨주식회사,81656,2019,1.0,0.0,-21.3
9531,농업회사법인주식회사애간장,81658,2018,1.0,346125.0,-0.98
9532,(주)씨앤씨,81661,2018,1.0,-315200.0,-3.07
9533,(주)케익드라마,81662,2022,1.0,141164.0,-1.54
9534,(주)에스앤씨네트웍스,81665,2018,1.0,-696316.0,-0.64
9535,주식회사아이씨알,81673,2021,1.0,5423355.0,0.53
9536,엠에스디앤씨주식회사,81674,2020,1.0,-860207.0,0.28
9537,현진팩키지주식회사,81676,2018,1.0,141996.0,0.97
9538,(주)동해해운,81684,2018,1.0,951185.0,-3.12
9539,더원스틸(주),81692,2019,1.0,-382290.0,-4.7
9540,(주)윔스,81695,2019,1.0,-25.0,1.11
9541,대성문D&G(주),81700,2022,1.0,-5178469.0,2.04
9542,정토이앤씨건축사사무소(주),81707,2021,1.0,-976535.0,-0.67
9543,티티호텔(주),81719,2018,1.0,-664976.0,-0.95
9544,부강레미콘(주),81732,2020,1.0,2429517.0,0.93
9545,데이즈힐주식회사,81736,2018,1.0,-4671817.0,-1.23
9546,주식회사쿱로지스틱스,81738,2019,1.0,4769372.0,0.8
9547,시공간네트웍스주식회사,81750,2020,1.0,-71911026.0,3.69
9548,주식회사디와이씨,81753,2022,1.0,335567.0,-9.85
9549,주식회사쿱스토어경기,81756,2018,1.0,-617773.0,-6.67
9550,주식회사유아이,81763,2018,1.0,-149929.0,-0.5
9551,시티이노베이션주식회사,81764,2018,1.0,-5065328.0,7.44
9552,코스타라인주식회사,81765,2018,1.0,850008.0,-1.91
9553,주식회사아키윈,81770,2022,1.0,-22168.0,2.42
9554,(주)오송,81776,2018,1.0,-880618.0,-6.67
9555,대한니트주식회사,81778,2020,1.0,-1628868.0,-2.87
9556,녹색자원(주),81782,2022,1.0,959389.0,-3.39
9557,(주)테팩스,81784,2018,1.0,-367384.0,3.83
9558,주식회사에이치아이조선,81789,2018,1.0,-402634.0,0.61
9559,아이씨엠(주),81791,2018,1.0,-662536.0,-15.18
9560,(주)현대포리텍김해,81794,2018,1.0,,-1.91
9561,(주)현대포리텍김해,81794,2018,1.0,1470042.0,-1.91
9562,(주)지케이라이프,81796,2019,1.0,486037.0,0.55
9563,(주)인터코스코리아,81798,2019,1.0,-15304626.0,-5.34
9564,미래개발주식회사,81800,2018,1.0,-311606.0,-0.2
9565,주식회사위드펫,81804,2018,1.0,-397737.0,-1.95
9566,맑은부산환경(주),81805,2021,1.0,2753753.0,0.91
9567,주식회사건백,81806,2021,1.0,-151884.0,1.06
9568,주식회사더퍼스트타워투,81807,2018,1.0,5041722.0,-1.32
9569,엘티홀딩스주식회사,81817,2018,1.0,-15058.0,-0.03
9570,주식회사이안디벨로프,81820,2019,1.0,-2786812.0,-0.61
9571,더송도컨벤시아(주),81821,2020,1.0,5814841.0,0.93
9572,전북에코에듀(주),81826,2019,1.0,2123808.0,0.91
9573,주식회사프로톡스,81829,2019,1.0,-4726729.0,-3.08
9574,주식회사동양이엔씨,81835,2019,1.0,-1170916.0,-3.72
9575,(주)굿모닝시티쇼핑몰관리단,81837,2019,1.0,-1407784.0,0.0
9576,주식회사힐스테이트호매실뉴스테이위탁관리부동산투자회사,81839,2020,1.0,19005545.0,-0.03
9577,세원산업개발주식회사,81841,2018,1.0,-527869.0,-0.92
9578,주식회사기가테라,81846,2020,1.0,-1175570.0,-3.05
9579,안성사랑의료원주식회사,81847,2021,1.0,2288945.0,0.94
9580,농업회사법인재서농원주식회사,81849,2018,1.0,-47793.0,-2.17
9581,주식회사대승디엔씨,81851,2018,1.0,326434.0,-0.69
9582,엔에이치주택주식회사,81855,2021,1.0,-7637956.0,-7.61
9583,(주)대주씨에스,81856,2021,1.0,154566.0,-27.83
9584,(주)대주씨에스,81856,2021,1.0,,-27.83
9585,주식회사덕원,81867,2018,1.0,-8213821.0,0.0
9586,(주)경영에스제이,81869,2018,1.0,-4748393.0,1.68
9587,(주)지성에너지,81870,2020,1.0,0.0,-5.61
9588,오푸스가든매니지먼트주식회사,81873,2018,1.0,-3476.0,-250.51
9589,디아이개발(주),81876,2018,1.0,390423.0,-0.21
9590,어퍼스트리트인베스트먼트주식회사,81878,2018,1.0,-17306463.0,-0.74
9591,액티스코리아파트너스주식회사,81879,2019,1.0,-1793575.0,-0.16
9592,(주)참가득F&K,81880,2020,1.0,-6936.0,-16.0
9593,주식회사킹세종,81882,2018,1.0,-372100.0,-0.09
9594,지에스코크렙뉴스테이위탁관리부동산투자회사,81883,2020,1.0,42028049.0,-0.83
9595,지티투자개발주식회사,81886,2018,1.0,-5039484.0,-0.46
9596,빅토리아파크매니지먼트주식회사,81888,2018,1.0,-3588725.0,-15.41
9597,주식회사한아산업개발,81889,2021,1.0,415369.0,-4.55
9598,주식회사유준산업,81891,2018,1.0,-14597816.0,8.18
9599,스탠포드호텔앤리조트주식회사,81892,2018,1.0,-3997943.0,-0.55
9600,머티어리얼사이언스주식회사,81893,2019,1.0,21681.0,-22.9
9601,(주)JW솔라파크,81903,2018,1.0,-1805790.0,0.97
9602,(주)이뮨온시아,81905,2022,1.0,-15301176.0,-332.99
9603,(주)초포솔라,81908,2018,1.0,337159.0,0.64
9604,주식회사핫독,81911,2019,1.0,437547.0,-0.17
9605,농업회사법인주식회사한농,81914,2018,1.0,-383903.0,-5.41
9606,주식회사미래텍,81916,2018,1.0,3415222.0,-1.4
9607,(주)제이더블유와이,81918,2018,1.0,-1365346.0,0.24
9608,디에이치통상주식회사,81924,2019,1.0,-93542.0,2.12
9609,동아에이치아이,81928,2019,1.0,-10506.0,1.34
9610,(주)조광식품,81932,2021,1.0,-961400.0,-2.23
9611,(주)광일문화사,81937,2019,1.0,94484.0,-0.54
9612,성진코퍼레이션(주),81940,2021,1.0,-1025447.0,2.01
9613,대한민국중국성개발주식회사,81945,2018,1.0,-1452533.0,0.1
9614,제이아이주택,81949,2018,1.0,-5751714.0,-4.62
9615,주식회사우미케이비뉴스테이제1호위탁관리부동산투자회사,81950,2020,1.0,16466719.0,-1.39
9616,남성주식회사,81951,2018,1.0,71034.0,0.72
9617,보광에스케이건설(주),81960,2018,1.0,-7052809.0,-0.11
9618,(주)88스테이,81962,2020,1.0,-54863.0,0.0
9619,주식회사알트탭,81963,2018,1.0,-11513537.0,0.0
9620,(주)씨엔에이치홀딩스,81967,2018,1.0,-16332249.0,-17.34
9621,스타팅주식회사,81968,2018,1.0,-497419.0,0.63
9622,주식회사금학전기,81969,2018,1.0,1081537.0,0.99
9623,경기대형트럭주식회사,81977,2018,1.0,-574440.0,-0.33
9624,피에스타주식회사,81980,2018,1.0,-2672502.0,999999999.0
9625,(주)에스알비태양광,81981,2018,1.0,457929.0,0.58
9626,청하코리아(주),81982,2018,1.0,-295992.0,-3.31
9627,주식회사씨에이치씨앤아이,81987,2018,1.0,64924.0,-1.41
9628,파사디나주식회사,81988,2021,1.0,-1086108.0,-0.59
9629,농업회사법인주식회사무의,81990,2018,1.0,-152542.0,-0.26
9630,아이피비엠씨(주),81991,2018,1.0,-1246428.0,-10.06
9631,(주)비앤비인베스트먼트,81993,2018,1.0,-480973.0,-0.19
9632,(주)디와이파트너스,81997,2020,1.0,2710306.0,0.5
9633,(주)대일내장산컨트리클럽,81999,2019,1.0,243803.0,-0.49
9634,주식회사우전금속,82001,2019,1.0,-455590.0,-0.07
9635,주식회사선밸리플래너스,82004,2018,1.0,-232835.0,0.0
9636,힐중공업주식회사,82007,2018,1.0,475593.0,-2.88
9637,주식회사무상엠에스마트,82010,2020,1.0,-148219.0,-24.23
9638,주식회사신영개발,82014,2018,1.0,-571096.0,0.54
9639,(주)에스모드서울,82020,2018,1.0,376276.0,0.06
9640,(주)에스앤지바이오텍,82030,2019,1.0,-3328076.0,-5.28
9641,주식회사둘레성,82033,2018,1.0,-404823.0,-0.36
9642,(주)남정앤엔제이,82039,2018,1.0,27437.0,-35.96
9643,주식회사라비오뜨,82042,2018,1.0,-2179895.0,-119.12
9644,(주)태화화스너,82044,2019,1.0,0.0,-1.15
9645,(주)아이스픽,82047,2018,1.0,-1709534.0,-9.14
9646,(주)트레비앙,82052,2018,1.0,-25245938.0,4.38
9647,(주)원스텐,82058,2018,1.0,132399.0,-3.02
9648,주식회사씨앤티개발,82064,2018,1.0,-1257314.0,-0.28
9649,서해그린에너지(주),82074,2018,1.0,264004.0,-23.44
9650,주식회사에스티아이그룹,82077,2018,1.0,-427792.0,2.75
9651,남선이앤씨(주),82078,2018,1.0,-3588582.0,4.72
9652,(주)세광그린텍,82082,2018,1.0,-1223757.0,-10.6
9653,(주)세광그린텍,82082,2018,1.0,,-10.6
9654,주식회사펜타스타,82085,2020,1.0,-124666.0,-1.1
9655,(주)비씨엘,82086,2018,1.0,-247436.0,-7.77
9656,성엽개발(주),82098,2018,1.0,-14738464.0,1.65
9657,주식회사오티디코퍼레이션,82100,2018,1.0,-5703976.0,-9.36
9658,주식회사동진로지텍,82101,2018,1.0,294267.0,-2.32
9659,베스트주식회사,82102,2018,1.0,937471.0,
9660,주식회사뉴지로,82105,2019,1.0,-105549.0,-1.97
9661,주식회사브랜드랩글로벌,82106,2018,1.0,116673.0,0.6
9662,(주)송린,82111,2021,1.0,-261043.0,1.21
9663,에어인천주식회사,82112,2018,1.0,-6551696.0,-19.22
9664,(주)엔터몰,82117,2018,1.0,-975231.0,0.03
9665,주식회사건양,82119,2021,1.0,-311733.0,1.32
9666,건국건설(주),82122,2019,1.0,-3224349.0,-30.85
9667,주식회사이앤씨파트너스,82125,2018,1.0,-3671820.0,3.43
9668,(주)하임바이오,82126,2019,1.0,-6033507.0,-785.99
9669,주식회사플래니트,82130,2018,1.0,-6743340.0,3.45
9670,주식회사호만테크,82134,2018,1.0,-1039553.0,-3.51
9671,아트산업(주),82138,2019,1.0,-2484890.0,-6.99
9672,남해이엔씨주식회사,82144,2018,1.0,156879.0,-3.25
9673,주식회사제이엔케이21,82145,2018,1.0,-614446.0,-1.51
9674,씨에스종합건설(주),82147,2022,1.0,-15342665.0,1.89
9675,주식회사현경이앤디,82148,2018,1.0,-6763185.0,1.71
9676,(주)셀텍월드,82149,2020,1.0,-906689.0,-0.51
9677,형성개발(주),82150,2018,1.0,-2329643.0,9.65
9678,(주)더블유아이앤디그룹,82153,2018,1.0,-3639921.0,3.0
9679,주식회사케이제이해피월드,82155,2018,1.0,290830.0,0.83
9680,주식회사키페어,82183,2018,1.0,-1197812.0,-32.12
9681,카스해운주식회사,82184,2022,1.0,-815605.0,0.26
9682,(주)밸런서즈,82185,2018,1.0,-7367972.0,0.56
9683,주식회사본델,82186,2022,1.0,-1230980.0,-7.64
9684,(주)커리어넷,82187,2022,1.0,-1945455.0,-435.82
9685,(주)효산개발,82189,2022,1.0,-3981155.0,-5.33
9686,주식회사삼인건설,82195,2019,1.0,-342946.0,-1.08
9687,주식회사다움코퍼레이션,82200,2021,1.0,-327218.0,-13.12
9688,주식회사진우케미칼,82205,2018,1.0,311744.0,-0.44
9689,(주)평화메탈,82209,2018,1.0,250182.0,
9690,액츠(주),82216,2019,1.0,316413.0,-2.31
9691,주식회사튜링겐코리아,82219,2019,1.0,305094.0,0.11
9692,동성개발주식회사,82223,2019,1.0,-3706910.0,0.46
9693,(주)소백,82228,2018,1.0,32323007.0,-23.53
9694,에이지개발김포주식회사,82232,2021,1.0,-447647.0,-2.65
9695,주식회사우라알,82233,2019,1.0,66410.0,0.46
9696,(주)호크마,82237,2018,1.0,109955.0,0.64
9697,(주)필식자재마트,82238,2018,1.0,-405025.0,-0.21
9698,(주)디케이코리아,82241,2021,1.0,-1660512.0,1.02
9699,(주)신화개발,82249,2018,1.0,-4303328.0,-1.53
9700,(주)코시롱타운,82253,2018,1.0,-403627.0,-0.31
9701,주식회사경맥,82256,2018,1.0,-390163.0,-2.47
9702,(주)굿데이,82258,2018,1.0,-177663.0,0.17
9703,세븐스퀘어주식회사,82267,2018,1.0,-743503.0,-1.16
9704,주식회사더순수,82270,2022,1.0,-229166.0,0.13
9705,주식회사대원,82278,2022,1.0,-4471648.0,-3.86
9706,코너스톤알이에이엠,82280,2018,1.0,-832899.0,-1.14
9707,플래닝더모스트울산1호주식회사,82281,2021,1.0,-613914.0,-0.66
9708,현대미래로주식회사,82289,2018,1.0,-27879.0,22.23
9709,주식회사서일파트너스,82291,2019,1.0,0.0,-1.18
9710,태대산,82298,2019,1.0,-541412.0,-0.74
9711,주식회사센트럴와이엘,82303,2019,1.0,-6011002.0,0.6
9712,주식회사에이치에스우드,82305,2019,1.0,-557627.0,1.71
9713,동훈운수(주),82309,2018,1.0,252012.0,-1.37
9714,아네스트건설(주),82311,2022,1.0,16184.0,-4.09
9715,신솔파인스주식회사,82316,2018,1.0,-467356.0,-4.46
9716,주식회사아코레아이엔씨,82319,2018,1.0,-320235.0,-0.66
9717,(주)금광종합건설,82322,2018,1.0,-5988163.0,1.07
9718,(주)아하식품,82324,2019,1.0,-989279.0,0.0
9719,(주)이루테크,82330,2018,1.0,-1460760.0,-3.55
9720,(주)새한,82333,2018,1.0,405171.0,-5.54
9721,주식회사케이제이홀딩스,82334,2018,1.0,-418923.0,-7.76
9722,주식회사우재홀딩스,82338,2020,1.0,3921752.0,-2.12
9723,(주)뉴스테이허브제2호위탁관리부동산투자회사,82340,2020,1.0,-80944560.0,0.0
9724,주식회사다온신개발,82348,2021,1.0,61643.0,0.77
9725,주식회사대경하우징,82349,2018,1.0,-836858.0,-0.19
9726,대방산업개발동탄주식회사,82350,2018,1.0,-8670759.0,-0.65
9727,주식회사한국이앤씨,82353,2021,1.0,384616.0,0.02
9728,(주)엠제이컨텍,82354,2018,1.0,0.0,95964.63
9729,주식회사하늘,82357,2022,1.0,0.0,-0.87
9730,(주)제이피앤케이,82361,2022,1.0,769979.0,-13.71
9731,주식회사에이치씨보광콘크리트,82363,2018,1.0,173658.0,-1.95
9732,(주)퍼스트골드,82365,2018,1.0,2071880.0,0.16
9733,티에스디주식회사,82369,2020,1.0,0.0,-1.22
9734,유니온기업(주),82378,2018,1.0,,-1.84
9735,유니온기업(주),82378,2018,1.0,35787.0,-1.84
9736,주식회사티제이엘,82379,2018,1.0,-4362108.0,-628.88
9737,화신홀딩스주식회사,82384,2019,1.0,-30302420.0,-0.79
9738,(주)태화,82387,2022,1.0,-542907.0,-14.37
9739,주식회사코리안스탠다드핀테크,82395,2019,1.0,0.0,-0.8
9740,삼희실업주식회사,82398,2019,1.0,572559.0,0.72
9741,주식회사승화가구,82399,2019,1.0,134523.0,-3.89
9742,주식회사에이치피바이오연구소,82402,2019,1.0,-1164747.0,-56.68
9743,주식회사티지알앤,82404,2022,1.0,-2469523.0,-5.36
9744,부건에프엔씨(주),82407,2021,1.0,-6345506.0,-6.88
9745,주식회사유성신소재,82408,2018,1.0,-304741.0,-2.39
9746,(주)대일유공압,82410,2019,1.0,156084.0,0.91
9747,주식회사트윈정,82419,2018,1.0,-282510.0,-0.7
9748,주식회사아람빌리지,82421,2018,1.0,-2189027.0,
9749,대안스틸(주),82426,2021,1.0,-2331.0,0.1
9750,주식회사디엔씨민은,82427,2019,1.0,-4749548.0,3.76
9751,(주)명지더테라스,82431,2020,1.0,871553.0,-12.79
9752,주식회사엠지뉴턴,82432,2020,1.0,-144561.0,-45.02
9753,(주)베스트윈,82439,2018,1.0,3143672.0,-188.85
9754,주식회사베아투스,82440,2018,1.0,-863159.0,-0.95
9755,(주)아쿠아월드,82444,2018,1.0,-1807789.0,-3.53
9756,주식회사캠프통,82445,2018,1.0,-743683.0,-0.91
9757,주식회사연두콩,82446,2019,1.0,-512425.0,-0.22
9758,(주)해송종합건설,82447,2019,1.0,845986.0,-1.68
9759,(주)컨텍터스,82455,2019,1.0,-224336.0,0.87
9760,주식회사레오포즈,82456,2018,1.0,-1911096.0,-0.55
9761,주식회사우진디앤씨,82457,2018,1.0,32639872.0,0.11
9762,주식회사메디넷,82458,2022,1.0,-83190.0,-0.06
9763,(주)아름다운컨벤션,82460,2019,1.0,-1998155.0,0.29
9764,한국연합부동산주식회사,82465,2018,1.0,-403593.0,-2.89
9765,지유앤주식회사,82466,2018,1.0,-3138397.0,-1.42
9766,레인보우산업개발,82469,2019,1.0,-73387.0,0.54
9767,(주)씨앤포스,82479,2021,1.0,301433.0,-2.42
9768,주식회사정원개발,82492,2018,1.0,-4720026.0,999999999.0
9769,주식회사익산구원,82493,2019,1.0,,-12.89
9770,주식회사익산구원,82493,2019,1.0,0.0,-12.89
9771,주식회사펜타곤,82497,2018,1.0,-235620.0,0.0
9772,주식회사열린산업개발,82508,2021,1.0,-1110312.0,-0.08
9773,엠.제이.씨주식회사,82512,2021,1.0,1283283.0,-16.12
9774,주식회사성진개발,82514,2020,1.0,365618.0,0.74
9775,(주)보광디벨롭먼트,82520,2021,1.0,-190469.0,0.28
9776,로얄팰리스주식회사,82522,2018,1.0,-42536939.0,1.32
9777,주식회사세종노블,82525,2018,1.0,0.0,-1.2
9778,주식회사호진개발,82529,2018,1.0,142883.0,0.34
9779,주식회사부평테크시티,82530,2019,1.0,-402510.0,-2.4
9780,에스지건설주식회사,82533,2018,1.0,-3455766.0,-1.05
9781,나봄리조트(주),82534,2018,1.0,-639239.0,-1.12
9782,주식회사원하이테크,82539,2020,1.0,-697746.0,-8.82
9783,디와이홀딩스주식회사,82540,2019,1.0,0.0,0.36
9784,주식회사퍼스트옵틱스,82541,2019,1.0,-3016307.0,-11.39
9785,화신피엠씨주식회사,82542,2018,1.0,-1424799.0,-13.19
9786,대원홀딩스(주),82547,2018,1.0,-31779682.0,1.05
9787,(주)케이와이리더스,82549,2018,1.0,-8294871.0,-0.3
9788,로얄피엠씨(주),82555,2018,1.0,-2735284.0,999999999.0
9789,로얄디앤씨주식회사,82557,2018,1.0,-371851.0,6.24
9790,(주)도륜,82561,2018,1.0,-520997.0,0.12
9791,주식회사다우스틸,82572,2018,1.0,-679848.0,-5.48
9792,(주)남원,82573,2021,1.0,11582296.0,-2.39
9793,쥬씨주식회사,82575,2021,1.0,-1619502.0,-7.48
9794,(주)태은,82579,2019,1.0,468822.0,-0.47
9795,주식회사홍익,82585,2018,1.0,0.0,-3.88
9796,주식회사제인테크,82590,2019,1.0,-471627.0,-10.49
