,회사명,거래소코드,회계년도,부실판단,[U01410000]영업활동으로 인한 현금흐름(*)(천원),이자보상배율(이자비용)
21549,윌리엄그랜트앤선즈코리아(주),68971,2022,0.0,15218627.0,768.26
21550,페더럴모굴세종테크주식회사,68972,2022,0.0,3194704.0,38.84
21551,코리아에너지발전소(주),68974,2021,0.0,3687082.0,12.03
21552,대한에프에이시스템(주),68982,2022,0.0,1895619.0,999999999.0
21553,에스엘엑스택배주식회사,68983,2022,0.0,6077857.0,1.04
21554,주식회사씨지테크,68985,2019,0.0,124741.0,1.89
21555,(주)플러스인터내셔날,68986,2020,0.0,1354820.0,-12.95
21556,천운궤도(주),68990,2018,0.0,680554.0,-9.3
21557,(주)이제이텍,68993,2022,0.0,7821411.0,29.19
21558,한세이프(주),68996,2022,0.0,2838448.0,3.88
21559,일신카본(주),68998,2022,0.0,-1569140.0,4594.78
21560,(주)예공,69000,2015,0.0,565412.0,8.43
21561,(주)비알네트콤,69005,2018,0.0,-2203268.0,999999999.0
21562,(주)우신스틸,69011,2022,0.0,1160699.0,2.27
21563,주식회사일신,69017,2017,0.0,-1127490.0,1.38
21564,동화에이.시.엠(주),69019,2022,0.0,-1606663.0,-3.07
21565,교육지대(주),69021,2022,0.0,12489597.0,96.17
21566,덕산넵코어스주식회사,69022,2022,0.0,904741.0,14.91
21567,(주)영서물산,69024,2022,0.0,3438441.0,999999999.0
21568,케이에스솔라주식회사,69025,2022,0.0,4518154.0,5.02
21569,(주)한솔약품,69026,2022,0.0,780184.0,18.13
21570,한성운수,69027,2021,0.0,-1216473.0,-16.31
21571,(주)모두투어자기관리부동산투자회사,69030,2022,0.0,37059340.0,1.48
21572,(주)자모네,69031,2022,0.0,-702077.0,-22.42
21573,(주)동양특수강,69033,2017,0.0,2052067.0,-14.73
21574,에스파워주식회사,69034,2022,0.0,3354526.0,1.64
21575,주식회사케이에이치컴퍼니,69037,2016,0.0,-2521498.0,-5.38
21576,(주)평택당진항만,69038,2022,0.0,6278892.0,37.34
21577,(주)네오베이스,69039,2022,0.0,2098260.0,5.35
21578,주식회사애플비,69040,2017,0.0,1602195.0,-6.72
21579,(주)이화에스피에스,69043,2022,0.0,5204200.0,-2.73
21580,(주)한일티앤씨,69047,2022,0.0,1672641.0,2.09
21581,주식회사대경특수공업,69048,2019,0.0,,306.68
21582,주식회사대경특수공업,69048,2019,0.0,615344.0,306.68
21583,(주)커미조아,69049,2022,0.0,4434990.0,202.8
21584,(주)에듀왕,69050,2017,0.0,-1184965.0,-6.81
21585,(주)소봉금속,69051,2022,0.0,-3589.0,2.19
21586,(주)아이꿈터,69052,2022,0.0,393830.0,1.68
21587,(주)포소드,69053,2022,0.0,-432635.0,0.0
21588,한국조경건설(주),69055,2022,0.0,1756348.0,999999999.0
21589,(주)덕산테코피아,69058,2018,0.0,24132985.0,71.47
21590,주식회사일신마린써비스,69064,2015,0.0,-781276.0,-1.34
21591,(주)파라다이스디앤씨,69066,2015,0.0,5194270.0,1.24
21592,(주)오성실업,69072,2019,0.0,235805.0,999999999.0
21593,주식회사덕성,69076,2019,0.0,418375.0,3.24
21594,(주)전통,69077,2022,0.0,525057.0,6326933.57
21595,세운MPC주식회사,69079,2022,0.0,-992098.0,13.73
21596,(주)피에이치에이이엔이(PHAE&E),69080,2017,0.0,1614304.0,1.73
21597,(주)서룡개발,69081,2019,0.0,2527211.0,999999999.0
21598,(주)대한기연,69082,2022,0.0,1818451.0,999999999.0
21599,삼영레미콘주식회사,69087,2015,0.0,302064.0,0.39
21600,(주)인크룩스,69091,2015,0.0,572779.0,1.77
21601,성완종합건설주식회사,69102,2019,0.0,5818757.0,3.62
21602,(주)호텔샹그릴라,69109,2019,0.0,1717339.0,3.76
21603,(주)에이테크경주,69110,2022,0.0,2619819.0,2.02
21604,대호기업(주),69111,2022,0.0,1153806.0,-1.23
21605,주식회사참테크,69114,2020,0.0,-2639010.0,-7.23
21606,(주)써빅스,69115,2022,0.0,279310.0,1.66
21607,주식회사비엠솔루션,69116,2017,0.0,,0.0
21608,주식회사비엠솔루션,69116,2017,0.0,-2868455.0,0.0
21609,(주)아이보리인더스트리,69124,2018,0.0,1593844.0,-2.33
21610,제이에스그룹,69126,2019,0.0,-134918.0,0.0
21611,제이와이코퍼레이션,69128,2017,0.0,204162.0,0.0
21612,(주)씨엔에이,69131,2022,0.0,3141805.0,10.47
21613,(주)강원엔티에스,69133,2022,0.0,6643965.0,36.32
21614,주식회사동방플라스틱,69136,2022,0.0,,999999999.0
21615,주식회사동방플라스틱,69136,2022,0.0,4495850.0,999999999.0
21616,(주)비전바이오켐,69138,2022,0.0,84291.0,39.95
21617,더스코와이어(주),69139,2022,0.0,-2381969.0,69.06
21618,(주)정광기업,69143,2022,0.0,609011.0,0.85
21619,신흥기업(주),69145,2022,0.0,-2087832.0,21.13
21620,(주)대한볼트,69147,2018,0.0,618886.0,1.72
21621,주식회사콧데,69148,2022,0.0,2945897.0,22.84
21622,(주)디에스시영인,69149,2017,0.0,3053626.0,21.12
21623,주식회사시스메이트,69150,2022,0.0,331690.0,3.17
21624,(주)엠씨엠,69151,2022,0.0,2320990.0,999999999.0
21625,스피드케미칼(주),69155,2022,0.0,648690.0,3.49
21626,신한열기(주),69160,2022,0.0,-4523604.0,999999999.0
21627,(주)윌닉스,69161,2022,0.0,203813.0,1.32
21628,주식회사풍신,69162,2022,0.0,6380338.0,5.01
21629,태양정공(주),69163,2022,0.0,1742406.0,11.28
21630,베스트솔라에너지주식회사,69164,2022,0.0,4970741.0,3.53
21631,(주)XIOM,69167,2022,0.0,2914665.0,2.63
21632,(주)교하산업,69170,2022,0.0,808654.0,1.57
21633,(주)투비에이앤디건축사사무소,69174,2022,0.0,375059.0,1.56
21634,주식회사비주얼지,69182,2018,0.0,-418210.0,-2.95
21635,싸니코전자주식회사,69184,2022,0.0,884476.0,2.45
21636,제일에스에프주식회사,69185,2020,0.0,-1353268.0,0.0
21637,주식회사창승건설,69186,2015,0.0,1601254.0,71.29
21638,나라셀라주식회사,69190,2022,0.0,4269466.0,6.87
21639,(주)모토필,69191,2022,0.0,1322657.0,999999999.0
21640,주식회사월드와이드써비스코리아,69196,2022,0.0,308591.0,0.0
21641,슈어소프트테크(주),69197,2022,0.0,8840737.0,999999999.0
21642,농업회사법인(주)한농,69199,2017,0.0,1728148.0,-2.39
21643,상명건설주식회사,69213,2022,0.0,1889689.0,35479.66
21644,(주)아트밸리,69218,2019,0.0,321199.0,999999999.0
21645,주식회사영일인더스트리,69220,2020,0.0,,2.71
21646,주식회사영일인더스트리,69220,2020,0.0,785723.0,2.71
21647,(주)도루코리빙,69221,2022,0.0,-1038896.0,29.22
21648,(주)대경,69222,2019,0.0,364592.0,2.97
21649,(주)늘푸른바다,69223,2022,0.0,10243410.0,13.92
21650,큐원솔라주식회사,69226,2022,0.0,3523456.0,4.14
21651,(주)엠이시시스텍,69227,2022,0.0,-27862.0,241.07
21652,(주)솔트룩스,69229,2019,0.0,1453851.0,1.54
21653,주식회사청보,69234,2019,0.0,65152.0,-8.43
21654,(주)흥일폴리켐,69235,2022,0.0,109251.0,3.87
21655,보고씨엔에스주식회사,69237,2016,0.0,713417.0,2.5
21656,주식회사대원농산,69238,2022,0.0,3718581.0,2.95
21657,에이스메탈(주),69239,2022,0.0,-473662.0,2.18
21658,(주)한국계측기기연구센터,69240,2022,0.0,-1117397.0,-4.38
21659,(주)드림시스넷,69241,2015,0.0,-353772.0,4.91
21660,(주)대명티에스,69243,2022,0.0,3445709.0,6.53
21661,주식회사케이지에프,69248,2022,0.0,-428211.0,1.04
21662,(주)한성아이티엘,69252,2019,0.0,742495.0,1.82
21663,주식회사피앤엘,69254,2022,0.0,1685885.0,2.62
21664,한국물류에스케이케이,69255,2022,0.0,988831.0,2.69
21665,황간물류단지주식회사,69256,2015,0.0,1060631.0,0.65
21666,성경개발(주),69257,2019,0.0,-320742.0,-1.63
21667,주식회사디엔피홀딩스,69258,2019,0.0,-66116.0,999999999.0
21668,에쓰엠에쓰,69261,2022,0.0,1240554.0,2.73
21669,자이글(주),69268,2015,0.0,20751171.0,1573.62
21670,농업회사법인(주)성진종돈,69269,2015,0.0,2002613.0,8.6
21671,일진종합건설주식회사,69275,2022,0.0,-2026842.0,5882.64
21672,주식회사대산화학,69276,2022,0.0,-3734978.0,1.74
21673,(주)정광아이엔씨,69279,2022,0.0,27986133.0,33.97
21674,주식회사퍼스트건설,69281,2015,0.0,3469542.0,5.4
21675,(주)보광씨티,69282,2022,0.0,2607007.0,505.54
21676,장위종합건설(주),69284,2019,0.0,1282047.0,9.5
21677,진영공업(주),69285,2022,0.0,,19795.92
21678,진영공업(주),69285,2022,0.0,1155840.0,19795.92
21679,주식회사케이투세이프티,69286,2022,0.0,8317515.0,999999999.0
21680,케이와이에너지(주),69287,2021,0.0,158302.0,2.42
21681,(주)에이알텍,69290,2017,0.0,1334347.0,-3.15
21682,주식회사화인트로,69295,2022,0.0,2919393.0,4.36
21683,(주)신한엘리베이타,69297,2022,0.0,1344581.0,2.29
21684,네오위드주식회사,69299,2020,0.0,-17763.0,-0.77
21685,(주)삼일캐스트,69305,2022,0.0,-1123986.0,-0.78
21686,(주)농업법인쿱도우,69310,2022,0.0,-972739.0,-2.28
21687,주식회사페트로뱅크,69312,2022,0.0,-1589722.0,1.16
21688,(주)터보맥스,69314,2022,0.0,1435119.0,999999999.0
21689,삼화철강주식회사,69319,2015,0.0,127975.0,2.51
21690,동북아44호선박투자회사,69320,2015,0.0,1122441.0,999999999.0
21691,정일산업(주),69322,2022,0.0,3949675.0,24.26
21692,효성금속(주),69327,2021,0.0,-1122713.0,-29.08
21693,주식회사엘현삼,69329,2022,0.0,13621526.0,7.28
21694,(주)맛찬들백미식품,69336,2022,0.0,1613646.0,1.25
21695,(주)트윈시스템,69337,2022,0.0,1595417.0,2.2
21696,(주)비전오토모티브,69340,2022,0.0,2682914.0,1.98
21697,진남토건(주),69341,2022,0.0,5620895.0,999999999.0
21698,에스디비인베스트먼트주식회사,69346,2022,0.0,-61888485.0,999999999.0
21699,(주)페코텍,69348,2022,0.0,13260753.0,11.73
21700,(주)동양환경,69349,2022,0.0,-186257.0,0.7
21701,주원테크주식회사,69354,2022,0.0,,3.58
21702,주원테크주식회사,69354,2022,0.0,-804886.0,3.58
21703,주식회사진양산업,69355,2021,0.0,-216211.0,-4.73
21704,주식회사에이유이,69357,2022,0.0,3640178.0,999999999.0
21705,(주)두레비즈,69358,2018,0.0,-5377292.0,0.0
21706,세연개발주식회사,69359,2019,0.0,278287.0,0.08
21707,주식회사쿡앱스,69362,2022,0.0,15944485.0,177.01
21708,주식회사한신비텍,69364,2022,0.0,-641539.0,130.97
21709,주식회사대륙공업,69366,2022,0.0,1018835.0,5.34
21710,주식회사혜성,69367,2022,0.0,-510311.0,-2.78
21711,(주)세진페이퍼,69369,2022,0.0,978416.0,5.03
21712,(주)제이엠더블유인터내셔날,69371,2022,0.0,196250.0,50.85
21713,동양레미콘(주),69372,2016,0.0,2058641.0,10.75
21714,(주)옵티레이,69374,2017,0.0,-2550662.0,-6.53
21715,(주)투쿨포스쿨,69377,2022,0.0,-7145750.0,-19.51
21716,(주)폴리곤게임즈,69378,2015,0.0,-1008244.0,-2.05
21717,주식회사청라에스엔씨,69381,2022,0.0,914347.0,5.41
21718,주식회사제이피엠엔지니어링,69389,2022,0.0,2004563.0,4.36
21719,케이에프앤에스주식회사,69391,2022,0.0,2398263.0,999999999.0
21720,신성소재,69397,2022,0.0,1374236.0,34.0
21721,주식회사지오플랜,69404,2019,0.0,242353.0,0.0
21722,주식회사태성스틸,69405,2022,0.0,2565902.0,1.62
21723,해군부산관사관리(주),69408,2022,0.0,1687485.0,0.0
21724,주식회사코아텍시스템즈,69409,2022,0.0,2929362.0,1.75
21725,주식회사한국프라텍,69411,2015,0.0,,1.63
21726,주식회사한국프라텍,69411,2015,0.0,860937.0,1.63
21727,주식회사대경아이엔씨,69413,2022,0.0,153358.0,-2.98
21728,(주)더벨,69416,2022,0.0,11028879.0,58.9
21729,앤스코(주),69418,2022,0.0,2131592.0,21.8
21730,주식회사에스이아이엘,69419,2022,0.0,,7.79
21731,주식회사에스이아이엘,69419,2022,0.0,1662656.0,7.79
21732,신흥밸브공업(주),69420,2022,0.0,1779768.0,2.46
21733,(주)비지에스인더스트리,69421,2022,0.0,836903.0,3.93
21734,(주)나투젠,69423,2022,0.0,1005397.0,2.13
21735,주식회사제원에셋매니지먼트,69424,2022,0.0,1096976.0,1.34
21736,호진산업기연(주),69425,2022,0.0,-2422773.0,4.45
21737,피그넷코리아(주),69426,2022,0.0,-17768.0,-1.15
21738,피스템코주식회사,69428,2022,0.0,2252136.0,2.04
21739,나영종합건설주식회사,69429,2022,0.0,1351522.0,4.42
21740,효진주식회사,69430,2022,0.0,-456900.0,451.37
21741,밝은별주식회사,69432,2022,0.0,1315810.0,0.0
21742,주식회사화미,69434,2022,0.0,5653977.0,5.48
21743,극동메이저주식회사,69436,2022,0.0,1282444.0,1.44
21744,주식회사원텍,69440,2015,0.0,113212.0,0.08
21745,비케이건설(주),69445,2017,0.0,759241.0,0.0
21746,주식회사동양이엠텍,69447,2017,0.0,407651.0,-2.32
21747,(주)원월드산업,69448,2015,0.0,520029.0,0.0
21748,(주)케이팩,69451,2022,0.0,,2.35
21749,(주)케이팩,69451,2022,0.0,3173534.0,2.35
21750,주식회사리샘,69452,2022,0.0,,-1.01
21751,주식회사리샘,69452,2022,0.0,71858.0,-1.01
21752,주식회사덴하토코리아,69454,2022,0.0,5927287.0,999999999.0
21753,(주)조선뉴스프레스,69455,2022,0.0,-186975.0,999999999.0
21754,에스아이개발(주),69456,2022,0.0,-14055994.0,-1.86
21755,제이앤디써키트주식회사,69457,2022,0.0,2521500.0,3.5
21756,주식회사장산엔지니어링,69458,2017,0.0,1324949.0,999999999.0
21757,(주)제니퍼소프트,69459,2019,0.0,2131245.0,999999999.0
21758,(주)케이브이티,69462,2021,0.0,-849570.0,999999999.0
21759,유현디앤씨주식회사,69465,2015,0.0,10021417.0,7.05
21760,주식회사에셋,69469,2020,0.0,651573.0,999999999.0
21761,(주)삼정에프엔디,69470,2019,0.0,-94025.0,42.19
21762,(주)삼영검사엔지니어링,69471,2022,0.0,1987481.0,708187.97
21763,(주)대림,69474,2018,0.0,-427021.0,-31.7
21764,성주철강(주),69476,2015,0.0,2753165.0,2.42
21765,영종산업(주),69478,2022,0.0,518616.0,1.49
21766,(주)에이티앤씨,69479,2019,0.0,301526.0,-6.03
21767,주식회사애드미션,69482,2018,0.0,-832906.0,0.0
21768,농업회사법인현진주식회사,69485,2015,0.0,1188920.0,1.66
21769,(주)한림철강,69486,2022,0.0,1151775.0,2.64
21770,(주)새암,69487,2022,0.0,-571690.0,5.17
21771,주식회사써티웨어,69492,2022,0.0,4222749.0,1.34
21772,한미철강(주,69496,2022,0.0,1347875.0,1.42
21773,주식회사한국토이즈,69498,2022,0.0,830119.0,2.44
21774,주식회사피앤디아이앤씨,69500,2022,0.0,2483818.0,1.78
21775,우석씨앤디(주),69502,2018,0.0,-18783417.0,-2.79
21776,(주)삼성에너지,69506,2020,0.0,2139692.0,3.99
21777,(주)삼원,69508,2015,0.0,1059947.0,0.35
21778,진양개발(주),69510,2022,0.0,437240.0,2.34
21779,(주)참미르,69511,2016,0.0,-403484.0,4531.83
21780,프로이즈(주),69512,2022,0.0,-4985735.0,-8.08
21781,김해명동태양광발전(주),69513,2015,0.0,673627.0,0.59
21782,(주)해인전자,69519,2022,0.0,1534557.0,10.28
21783,제일솔루텍주식회사,69526,2022,0.0,-139704.0,1.87
21784,(주)한국로텍,69532,2022,0.0,2415598.0,1.55
21785,(주)한특이피,69533,2022,0.0,889955.0,186.83
21786,주식회사씨앤케이스틸,69534,2015,0.0,-2604408.0,-2.17
21787,(주)태극리사이클링,69536,2022,0.0,-60942.0,1.28
21788,주식회사안성스틸,69537,2015,0.0,-5666832.0,0.0
21789,주식회사월가,69538,2015,0.0,2928841.0,1.63
21790,주식회사이엔팜,69539,2021,0.0,-3491072.0,
21791,(주)태경,69540,2022,0.0,1658828.0,-0.06
21792,(주)제이콥씨앤이,69543,2021,0.0,414192.0,2.02
21793,(주)성덕중공업,69547,2022,0.0,684142.0,2.43
21794,(주)프로이천,69548,2020,0.0,3193613.0,96.34
21795,주식회사맥스퀘어시스템,69553,2015,0.0,977627.0,1.41
21796,(주)액트로닉스,69554,2019,0.0,2380669.0,999999999.0
21797,(주)동우특수강,69565,2015,0.0,2080.0,5.81
21798,금천씨스템(주),69566,2022,0.0,-352051.0,6.61
21799,평택당진중앙부두(주),69567,2022,0.0,3786525.0,5.52
21800,보광건설(주),69568,2022,0.0,18077998.0,3.42
21801,(주)부천수지,69569,2022,0.0,743962.0,4.36
21802,(주)우원기계,69570,2022,0.0,5043410.0,31.75
21803,바인텔레콤(주),69571,2022,0.0,1140351.0,9.55
21804,협진커넥터주식회사,69572,2022,0.0,18340915.0,61.23
21805,콘에어코리아트레이딩주식회사,69576,2022,0.0,-2901051.0,703.44
21806,(주)스트락스어쏘시에이트,69579,2019,0.0,-244219.0,0.84
21807,주식회사명지피앤피,69580,2022,0.0,,7.79
21808,주식회사명지피앤피,69580,2022,0.0,5725885.0,7.79
21809,(주)엔스비,69582,2019,0.0,77631.0,1.72
21810,태웅건설주식회사,69584,2015,0.0,1105906.0,11.58
21811,큐알티주식회사,69585,2021,0.0,16666572.0,47.96
21812,주식회사한진팜,69586,2015,0.0,1208501.0,23.3
21813,주식회사디.에이치.케이,69587,2019,0.0,1417267.0,999999999.0
21814,디쏠라에너지주식회사,69591,2022,0.0,3900561.0,6.49
21815,성화금속(주),69594,2022,0.0,7480.0,0.93
21816,(주)영스퀘어,69597,2022,0.0,1501093.0,1.07
21817,잘만정공(주),69599,2019,0.0,2063194.0,32.66
21818,(주)신성,69601,2017,0.0,1593757.0,2.37
21819,(주)와이즈,69602,2022,0.0,-4314187.0,-2527.04
21820,주식회사유동금속,69604,2022,0.0,231960.0,3.29
21821,(주)선우,69605,2022,0.0,2643942.0,1.49
21822,주식회사화인텍,69606,2015,0.0,-382398.0,-11.76
21823,주식회사이레개발,69607,2015,0.0,14238769.0,7.85
21824,(주)아르델웨딩컨벤션,69613,2022,0.0,2233667.0,8.55
21825,주식회사세미스트,69615,2017,0.0,74204.0,-9.1
21826,리노정밀주식회사,69616,2022,0.0,2248964.0,124755.73
21827,(주)에스엠코리아,69617,2016,0.0,422916.0,1.54
21828,금상건설(주),69618,2022,0.0,3633333.0,0.78
21829,(주)전진팜스토리,69619,2016,0.0,390946.0,1.35
21830,주식회사다성홀딩스,69620,2022,0.0,1655036.0,2.39
21831,우성오토콘(주),69621,2022,0.0,11064263.0,31.11
21832,(주)아이엠에스그룹(IMSGroupInc.),69625,2019,0.0,-568400.0,-2.4
21833,주식회사태성,69627,2018,0.0,332379.0,0.38
21834,(주)예승,69628,2019,0.0,830698.0,3.99
21835,동진금속(주),69629,2022,0.0,8332555.0,68.99
21836,(주)비와이,69636,2022,0.0,1080413.0,0.71
21837,(주)디온개발,69637,2019,0.0,4585840.0,0.02
21838,주식회사소망,69639,2017,0.0,284277.0,2.06
21839,(주)에스이,69640,2022,0.0,1471504.0,0.75
21840,(주)중앙R&D,69643,2022,0.0,1739628.0,3.65
21841,(주)용일금속,69645,2019,0.0,-1040701.0,0.93
21842,(주)한일오닉스,69647,2022,0.0,5204128.0,5.76
21843,(주)동아산업,69649,2022,0.0,57538.0,2.18
21844,농업회사법인주식회사피그랜드,69650,2022,0.0,3845792.0,35.62
21845,베스트롱산업(주),69651,2022,0.0,-493228.0,1.64
21846,(주)대흥산업공사군위지점,69652,2022,0.0,1427005.0,5.57
21847,우조하이텍,69657,2022,0.0,3494436.0,2.75
21848,주)한양일렉트로닉,69660,2017,0.0,1132663.0,3.77
21849,(주)광진정밀,69662,2020,0.0,-1157805.0,
21850,대경지엘에스(주),69666,2022,0.0,475320.0,999999999.0
21851,(주)신우피앤씨,69667,2022,0.0,212507.0,1.05
21852,서진금속주식회사,69669,2022,0.0,328866.0,1.25
21853,(주)인비트윈,69670,2022,0.0,7336524.0,23.95
21854,금화에스티엠(주),69674,2018,0.0,-832237.0,2.76
21855,(주)엑스엔(XN)시스템즈,69675,2019,0.0,1424298.0,-0.56
21856,(주)모아캠,69677,2022,0.0,507512.0,999999999.0
21857,(주)여경,69678,2015,0.0,290193.0,1.76
21858,(주)도야지식품,69680,2022,0.0,2214670.0,1.69
21859,(주)수경디앤씨,69683,2019,0.0,899418.0,4.36
21860,(주)세인투게더,69684,2022,0.0,4411777.0,19.2
21861,주식회사한울타리,69685,2015,0.0,9526612.0,1.45
21862,서번산업엔지니어링(주),69686,2022,0.0,-1693345.0,2.26
21863,(주)윈,69687,2019,0.0,185653.0,0.08
21864,주식회사동성갤러리아,69688,2019,0.0,434953.0,1.11
21865,향기정원주식회사,69691,2015,0.0,2636453.0,11.41
21866,주식회사아이씨엘,69692,2019,0.0,207507.0,0.36
21867,주식회사더함,69696,2022,0.0,569599.0,1.82
21868,(주)에이엔씨인터내셔날,69697,2022,0.0,1068554.0,160.5
21869,한진흥업주식회사,69699,2022,0.0,1343349.0,1.35
21870,(주)대한공업사,69700,2022,0.0,614897.0,1.61
21871,주식회사예성기공,69702,2022,0.0,55424.0,1.11
21872,주식회사프린트시티,69706,2022,0.0,1700199.0,11.19
21873,주식회사거성,69708,2018,0.0,-2436536.0,-3.89
21874,한국룬드벡주식회사,69710,2022,0.0,2740830.0,17.91
21875,인덕염공(주),69714,2022,0.0,44056.0,-1.72
21876,주식회사식의,69716,2020,0.0,-966707.0,-7.17
21877,(주)에이치비세계로,69717,2022,0.0,-7252056.0,-19.32
21878,(주)태흥배관종합상사,69718,2020,0.0,508553.0,1.13
