회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,상장년수,PER,PBR,PCR,PSR,도입기,성숙기,성장기,쇠퇴기,부실판단
(주)손오공,66910,2014,5,7,3,3,143,78,167,105,42,17,10,56,37,-23.33,-8.45,-9.36,-5.46,-5.86,-6.6,1.73,13.510000000000003,-16.894682055947925,-16.89,-21.06,-10.89,-8.91,-5.46,6598,12,40,12,-75,-9,0.9781455473845364,3.74,3,3,1,1,2,2,28.0,19.0,-22.13740458015268,3127.5709658515366,-62113.12312312312,1196.8479194189947,0,0,0,1,1.0
(주)파인테크닉스,106240,2018,3,7,2,2,79,55,122,106,25,-10,13,38,45,-40.49,-16.47,-16.32,-10.3,-10.5,-14.48,1.86,9.15,-22.28249451391916,-22.28,-40.7,-4.28,-25.89,-34.04,9454,6,33,7,-224,-95,0.8290671036436771,4.27,2,3,1,1,1,2,15.0,15.0,-2.4280575539568345,719.3510074563827,48932.28845608942,391.48819637983206,0,0,0,1,1.0
(주)파인디앤씨,49120,2020,12,19,7,11,65,62,152,116,39,-16,22,30,40,-28.65,-18.64,-19.58,-7.79,-8.08,-13.2,1.33,-20.22,-16.587114006670475,-16.59,-22.71,-13.71,-24.94,-12.68,8366,10,31,14,-136,-33,0.6733531024028939,5.96,2,2,1,1,1,2,25.0,23.0,-3.972286374133949,1323.8016082609656,-52269.76027373572,779.1510268568048,0,0,0,1,1.0
(주)앤씨앤,92600,2014,-13,-27,-2,-3,486,417,20,17,8,56,103,70,83,-4.0,-4.48,-5.32,-3.37,-4.74,-7.51,-1.99,28.05,-2.43980011076077,-2.44,-4.2,1.94,-2.25,-31.7,5849,10,885,16,-33,-27,0.6387591694492948,29.93,1,44,1,1,2,1,27.0,17.0,-22.727272727272727,921.8867407336696,-185653.85210196665,1204.9330940541984,0,0,0,1,1.0
(주)티앤알바이오팹,246710,2020,-276,-717,-14,-100,3542,3246,5,3,2,86,1925,88,95,-15.83,-15.72,-82.36,-13.93,-14.58,-80.95,-3.08,6.889999999999999,79.0673686837475,79.07,87.24,34.68,428.71,189.27,-1623,-3,-99,-24,0,0,0.1402965581393814,18.89,0,6,0,0,1,0,11.0,6.0,-25.186846038863976,3813.7512713558967,-20969.279129564144,25808.80480644904,0,0,0,1,1.0
(주)한국화장품제조,3350,2014,-12,-23,-4,-5,175,147,42,40,15,21,1,50,71,26.65,21.76,22.02,4.74,4.59,5.64,0.63,35.48,16.0601700695487,16.06,5.46,28.94,13.96,2.87,12387,26,99,35,63,65,0.7562778918382218,2.18,2,3,1,1,2,2,62.0,46.0,3.7093779015784585,1092.8347002212429,-155248.06640256554,1021.2463478296356,0,0,0,1,1.0
(주)이미지스테크놀로지,115610,2019,-50,-1447,-10,-8,438,365,25,25,1,68,71,88,80,-51.59,-50.14,-43.09,-35.14,-35.72,-34.03,-0.53,-19.5,-31.650970454283527,-31.65,-23.49,-61.5,11.04,69.58,-2955,-20,-1985,-16,0,0,1.2927369099356203,17.11,2,160,1,1,6,1,20.0,14.0,-2.848360655737705,1819.172645056917,-40537.04648602605,1124.9531298898055,0,0,0,1,1.0
(주)ES큐브,50120,2020,3,270,3,24,62,60,929,754,1,-28,2,45,10,-39.39,-4.61,-31.35,1.76,1.75,12.79,4.05,-17.63,54.08478724872655,54.08,-10.26,274.24,84.57,69.21,3768,1,13,5,-671,-113,0.112845967597423,0.39,0,3,0,0,0,0,47.0,22.0,-0.2018083182640144,1089.0644224677037,-2022.6276406796253,938.209085843149,0,0,0,1,1.0
알에프에이치아이씨(주),218410,2022,8,11,3,12,359,271,54,31,24,52,90,72,65,1.01,1.17,4.5,1.42,0.17,0.74,-1.11,-1.5199999999999998,5.904165442880202,5.9,5.8,6.17,6.37,20.09,44993,10,56,42,11,26,0.2282361670564559,7.41,0,1,0,0,1,0,9.0,9.0,211.7924528301887,1953.4223267696416,151522.9368147388,5566.4103145098425,0,0,0,1,1.0
보성파워텍(주),6910,2018,-29,-65,-11,-12,164,92,59,55,16,22,37,57,63,-7.34,-5.36,-5.79,-0.99,-1.06,-1.24,0.81,3.25,0.5345197669330317,0.53,2.9,-2.46,39.27,-0.71,7737,6,19,7,-79,-23,0.8508050737371576,6.07,3,3,1,1,2,2,54.0,30.0,-21.782608695652176,1465.2427617312596,-9726.567256597602,1086.3040452265209,0,0,0,1,1.0
(주)큐로컴,40350,2018,-19,-27,-7,-45,33,29,55,47,25,-20,10,10,65,-34.81,-124.12,-208.56,-8.98,-9.93,-75.58,11.18,-7.840000000000003,-20.1002764391656,-20.1,-46.64,-15.48,9.71,1573.42,-16945,-18,-1302,-122,0,0,0.1479574206041973,11.71,1,5,1,0,0,1,27.0,22.0,-5.8108108108108105,2319.4668125919466,-18176.52158734995,10117.635440013906,0,0,0,1,1.0
(주)아이에스이커머스,69920,2017,-14,0,-3,-8,291,289,28,28,0,42,71,64,78,58.94,66.6,92.39,-0.68,-1.82,-3.83,-1.88,53.58,9.31198728576729,71.13,97.37,38.67,48.32,-73.6,53739,55,6844,147,63,93,0.3759717281497499,4.6,1,19,1,0,1,1,23.0,17.0,2.5,1249.9134533802162,-18091.92566479367,2590.928689851414,0,0,0,1,1.0
(주)디에스이엔,65150,2017,-10,-25,-5,-4,95,83,118,110,21,-2,27,48,46,-36.27,-13.01,-7.67,-0.08,-0.36,-0.27,2.96,-27.020000000000003,-10.386803310652784,-10.39,35.84,-31.97,-4.0,-71.35,27308,27,341,19,-41,18,1.4121334553789326,13.69,4,8,2,1,2,3,29.0,17.0,-6.477832512315271,2257.5571114084937,-13885.18658156692,731.7718971365438,0,0,0,1,1.0
(주)한빛소프트,47080,2017,-18,-349,-7,-7,216,211,69,41,2,28,42,53,59,6.22,4.81,2.81,-3.29,-3.82,-3.7,-0.1,43.89,-8.509742918267664,-8.51,0.75,-17.01,27.89,43.45,8273,23,2035,21,13,41,1.0799392432982493,7.33,2,114,2,1,2,2,25.0,22.0,42.13592233009709,4995.689376594737,-40436.84112488988,2736.7896938949334,0,0,0,1,1.0
(주)에이디칩스,54630,2014,-29,-40,-16,-8,229,143,118,63,39,37,69,66,46,-70.87,-27.76,-15.5,-22.79,-22.86,-13.19,0.91,-31.040000000000006,-24.115504425170293,-24.12,-28.71,-13.2,-39.16,-3.14,2071,16,53,8,-196,-159,2.008792252446043,9.54,4,7,2,2,6,3,28.0,23.0,-4.178082191780822,2597.429097725257,-5751.1133467719565,593.8065837727976,0,0,0,1,1.0
그린생명과학(주),114450,2022,-20,-30,-3,-5,280,216,19,18,11,27,30,42,84,-6.47,-6.67,-9.66,-4.96,-5.89,-10.84,-1.41,-1.0499999999999998,-13.261839621272497,-13.26,-1.67,-20.18,44.07,-26.42,3747,6,14,10,-94,-16,0.5847171822060425,12.25,2,1,1,1,1,1,19.0,15.0,-25.23404255319149,1689.812539092944,-19541.517981601755,2436.6587209768813,0,0,0,1,1.0
나노캠텍(주),91970,2017,-10,-13,-3,-3,224,194,34,34,19,32,72,57,74,-13.76,-10.65,-12.56,-6.4,-7.83,-9.62,-0.34,-5.68,-12.626550555028471,-12.63,-17.55,-5.14,21.94,-6.29,1232,2,4,2,-660,-451,0.8726473482904835,6.25,2,2,1,1,2,1,25.0,17.0,-11.057692307692308,1665.9017866819966,-16573.827925198657,1421.080009599926,0,0,0,1,1.0
(주)에이비프로바이오,195990,2017,-32,-41,-13,-49,114,70,68,61,31,5,7,41,59,-11.22,-8.8,-25.09,-6.22,-6.9,-25.4,3.95,-11.24,3.3098558255118573,3.31,-31.79,61.21,-7.22,-10.54,718,0,2,2,-1606,-947,0.2672252219917538,2.85,1,1,0,0,1,1,20.0,9.0,-6.366120218579235,842.22284508207,-2512.39135100168,1871.0635505538603,0,0,0,1,1.0
(주)코리아나화장품,27050,2020,11,27,3,4,146,88,47,31,12,10,41,31,68,-0.63,-0.5,-0.62,-0.31,-0.71,-0.97,0.05,-1.39,-6.643890109311449,-6.64,-6.99,-6.49,-26.06,-3.04,18379,16,32,21,-3,30,0.7590105753468743,10.22,4,1,1,1,1,2,36.0,25.0,-354.2857142857143,2546.7026631449944,178382.7767113373,2289.448169945645,0,0,0,1,1.0
(주)천일고속,650,2022,-12,-26,-6,-9,53,50,106,68,23,-16,42,17,49,-19.21,-21.92,-15.93,-9.71,-12.61,-19.66,-3.16,-17.67,-12.535300820255785,-12.54,-35.92,-5.31,28.49,-16.22,16579,30,154,44,-36,-27,0.6874414561677791,46.75,3,3,1,1,1,3,75.0,47.0,-14.373960560703257,3248.7455831138795,-56528.43098414392,2293.382475785397,0,0,0,1,1.0
(주)메지온,140410,2017,-46,-118,-13,-173,344,331,39,39,11,68,156,95,72,-28.08,-17.64,-266.42,-18.91,-19.83,-301.59,35.63,-3.4899999999999984,-22.796031527333337,-22.8,-25.15,107.46,-36.17,323.45,-11411,-15,-1326,-204,0,0,0.0754460855768783,3.93,0,11,0,0,2,0,22.0,12.0,-19.95,6260.349337581502,-25190.117292190203,59589.20154031236,0,0,0,1,1.0
퀀타피아(주),78940,2014,-4,-9,-3,-9,25,25,248,190,31,-41,1,13,29,-72.59,-61.96,-74.99,0.56,0.47,1.63,4.33,-41.45,-25.241094406705628,-25.24,19.06,-29.34,-32.42,-99.67,-7328,-28,-16653,-83,0,0,0.3386405136684672,7.39,3,1,1,0,0,3,20.0,20.0,-1.3298350824587706,1367.358174185431,-7343.968178576187,1161.5809474887478,0,0,0,1,1.0
(주)케이알엠,93640,2022,-4,-5,-1,-5,349,317,35,35,20,64,144,90,74,-19.44,-16.0,-70.67,1.75,0.27,1.43,9.75,-27.22,-13.005060549362806,-13.01,1.17,-60.77,13.3,-7.98,-4651,-7,-1029,-36,0,0,0.2051914756014975,21.34,0,27,0,0,1,0,26.0,17.0,-9.546370967741936,1970.8688012425816,-43023.26388060515,7112.596156152929,0,0,0,1,1.0
(주)신풍,2870,2014,-8,-79,-5,-8,70,50,195,174,6,-18,3,41,34,-26.11,-11.8,-17.21,-9.82,-10.68,-18.27,-1.15,-16.91,-11.630612907923044,-11.63,-25.93,2.25,-25.38,-0.05,7065,4,10,7,-264,-159,0.6234742791420848,6.77,2,1,1,1,1,1,64.0,48.0,-1.164855349762743,452.5348561139961,-1666.0396288862516,245.911800096769,0,0,0,1,1.0
