회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,매출액영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,도입기,성숙기,성장기,쇠퇴기,부실판단
케이.엘.이.에스(주),86801,2022,-2.87,-3.26,-1.89,-2.45,66.74,48.29,191.39,122.23,57.92,-13.95,2.99,27.99,34.32,6.48,2.31,2.66,1.39,1.32,1.67,2.42,1.4400000000000004,5.690592828224663,5.69,13.39,2.97,33.41,4.04,3757.51,15.67,25.82,20.34,13.08,49.83,0.7703563474164637,9.0,3.79,1.29,0.87,0.79,1.09,2.92,20.0,1,0,0,0,1.0
주식회사리우메디움,89767,2022,-6.15,-20.75,-5.62,-802.93,49.05,49.05,1054.71,370.81,27.07,-16.36,0.01,15.75,8.66,-34.24,-3.67,-511.6,-3.73,-3.73,-519.38,5.41,-25.43,5.363093470373009,5.36,77.43,-2.07,-83.94,-2.15,-226.58,-0.93,-1.1,-132.51,0.0,0.0,0.0069939208692064,0.09,0.06,0.01,0.01,0.01,0.01,0.06,9.0,1,0,0,0,1.0
(주)상도푸드농업회사법인,89921,2022,-1.33,-1.51,-0.75,-0.79,95.62,59.33,128.94,78.52,49.63,-1.5,4.21,32.79,43.68,1.58,0.76,0.72,2.07,2.06,2.07,1.11,-1.42,10.250689181619308,10.25,18.69,6.56,14.75,0.21,1881.65,11.14,19.36,11.7,6.17,44.14,0.9526525470806486,8.52,5.12,1.51,1.05,1.0,1.46,3.15,7.0,1,0,0,0,1.0
인텔철강주식회사,43069,2019,3.13,4.16,2.21,1.68,83.19,60.4,238.0,217.83,52.98,-10.83,19.65,53.61,29.59,-11.59,-3.89,-2.77,-1.59,-1.88,-1.39,1.36,-12.6,5.549680684451775,5.55,8.75,2.08,-0.78,-3.9,1323.24,8.31,20.75,6.32,-43.78,13.87,1.315734478071045,6.62,3.57,3.22,1.41,1.35,2.87,2.56,24.0,1,0,0,0,1.0
베르아델승마클럽(주),46660,2014,-6.99,-8.46,-3.9,-31.89,5.66,5.0,126.37,59.17,46.14,-24.66,0.57,1.48,44.18,-13.12,-6.16,-51.5,-3.41,-3.41,-28.61,22.79,-6.069999999999999,-4.867291648712926,-4.87,-39.22,-4.05,10.95,-4.31,244.73,1.33,1.37,10.9,-472.36,4.1,0.1223395082265292,11.06,6.93,0.12,0.12,0.12,0.12,6.25,21.0,1,0,0,0,1.0
주식회사에이서비스코리아,95657,2022,-1.06,-1.2,-1.28,-9.48,20.5,20.32,0.0,0.0,106.7,-20.36,2.33,5.25,0.0,0.0,-100.63,-54.34,0.0,-0.86,-6.42,49.01,0.0,0.0,-1.18,-26.92,0.78,32.66,109.09,4418.57,7.11,503.64,52.61,-103.28,62.78,0.0,6.55,2.19,12.95,1.85,0.13,0.14,2.17,6.0,1,0,0,0,1.0
어업회사법인그린피시팜주식회사,86974,2020,-10.7,-15.39,-8.55,-35.42,114.13,113.8,397.59,278.97,55.59,7.92,0.39,63.99,20.1,-37.49,-9.11,-36.25,0.86,0.86,3.41,11.11,-52.96,8.40564833199046,8.41,14.1,-0.43,-27.12,-0.36,-1190.53,-4.53,-12.92,-18.75,0.0,0.0,0.241505210674882,8.44,0.4,0.69,0.25,0.25,0.67,0.4,8.0,1,0,0,0,1.0
(주)디케이유업,89266,2020,-0.15,-0.2,-0.14,-0.06,122.37,81.99,962.91,438.9,68.03,9.24,12.06,50.53,9.41,-102.56,-19.28,-8.57,-17.12,-17.15,-7.91,0.71,-127.48,-11.624402506853114,-11.62,-8.43,-14.67,6.92,-15.24,-11.85,-0.09,-0.2,-0.04,0.0,0.0,2.310457587368375,10.01,7.6,4.83,2.25,2.17,4.3,4.37,11.0,1,0,0,0,1.0
주식회사르담,67999,2017,-95.09,-666.59,-37.12,-69.81,677.85,234.31,64.04,20.15,5.57,70.98,168.17,83.27,60.96,0.41,0.26,0.47,0.42,-0.01,-0.03,-0.77,-5.65,1.455730617863532,1.46,1.91,-0.73,-43.33,-1.0,2082.3,16.89,138.85,31.77,1.47,24.77,0.5317531419819735,9.51,1.9,4.35,0.55,0.54,3.17,0.64,19.0,1,0,0,0,1.0
주식회사광희,64141,2014,-6.13,-7.11,-5.05,-13.41,26.29,11.81,465.54,422.06,71.03,-55.01,0.16,19.62,17.68,-109.23,-16.65,-36.98,-2.84,-2.92,-7.17,8.86,-38.36,17.980579770618384,17.98,7.0,21.01,9.69,-1.04,-1967.44,-7.74,-12.05,-20.57,0.0,0.0,0.3764050195286325,7.9,4.31,0.58,0.45,0.41,0.51,1.98,13.0,1,0,0,0,1.0
주식회사지구야고마워,77067,2017,-1.22,-2.04,-1.16,-17.99,5.93,5.81,1770.15,929.51,56.62,-46.76,1.19,2.95,5.35,-59.4,-5.5,-70.31,-3.61,-3.61,-51.23,28.13,-29.72,21.22692066946861,21.23,108.16,19.71,186.17,19.71,449.1,2.49,3.04,38.69,-181.74,-9.68,0.0642666908623596,10.9,3.06,0.07,0.08,0.07,0.07,2.95,10.0,1,0,0,0,1.0
주식회사수망풍력,90657,2020,-3.26,-3.28,-3.35,-52.27,313.86,313.86,0.0,0.0,102.15,10.13,242.79,14.86,0.0,0.0,-5.57,-49.07,-0.6,-0.92,-13.42,38.71,0.0,0.0,15.33,103.23,7.23,0.0,7.04,1743.04,2.18,2.78,33.92,-144.64,89.69,0.0,49.02,0.58,0.08,0.11,0.07,0.08,0.58,17.0,1,0,0,0,1.0
(주)보광디벨롭먼트,82520,2021,2.87,3.01,2.8,84.06,104.29,3.31,3607.79,3531.96,92.82,4.08,2.9,99.34,2.7,0.0,5.69,171.31,0.86,0.86,25.94,93.07,0.0,-0.3722211677155459,-0.37,-0.7,98.16,-61.01,-45.1,1226.83,10.15,10648.04,305.12,56.14,89.68,0.0332625548407847,0.0,0.95,24.74,0.03,0.03,6.7,0.03,8.0,1,0,0,0,1.0
주식회사비트로시스,43809,2014,-9.57,-11.05,-4.66,-17.56,232.85,113.77,94.67,51.12,42.11,34.89,31.27,61.15,51.37,-2.53,-1.59,-4.95,0.35,0.33,1.2,8.4,5.15,10.372489571000187,10.37,21.1,-3.13,22.16,-5.05,629.33,6.31,24.71,23.8,-20.8,39.29,0.2651165304034921,2.98,1.08,1.01,0.32,0.28,0.67,0.47,22.0,1,0,0,0,1.0
(주)서원산업개발,85504,2019,-18.77,-21.17,-18.17,-46.97,91.69,26.72,2997.65,2670.39,85.82,-7.16,5.67,79.04,3.23,0.68,0.03,0.06,2.73,2.58,5.25,8.36,-261.55,75.00652374789918,75.01,39.5,4271.77,27.92,56.84,2356.18,6.88,2768.78,17.79,0.32,54.23,0.3868535448711828,4.03,1.36,190.08,0.57,0.49,3.61,0.57,9.0,1,0,0,0,1.0
(주)동우개발,73087,2021,-10.33,-10.76,-10.07,-317.41,26.17,16.05,3862.45,3725.73,93.56,-69.42,0.53,24.6,2.52,-88.44,-5.1,-126.12,0.17,0.17,5.37,132.53,19.97,-1.5865504875485992,-1.59,-3.24,-1.03,-49.98,-1.61,293.27,2.25,4.28,70.87,-177.95,52.28,0.0317275363247815,0.22,0.2,0.06,0.04,0.03,0.04,0.13,10.0,1,0,0,0,1.0
(주)유베이스인터내셔날,53018,2018,-49.88,-75.17,-41.85,-18.4,145.14,75.92,521.3,357.55,55.68,25.98,16.28,83.53,16.1,-334.11,-30.47,-12.31,-21.99,-22.12,-9.31,0.7,-334.11,9.251547652530622,9.25,11.58,-1.22,16.36,-16.65,729.35,1.22,21.9,0.54,-2287.59,-1925.95,2.274745644786853,10.8,4.84,36.76,2.48,2.38,13.72,2.87,18.0,1,0,0,0,1.0
주식회사골든센츄리,65913,2016,-1.56,-1.64,-1.65,-38.45,8.82,8.82,0.0,0.0,100.65,-63.69,0.01,6.16,0.0,0.0,-2.19,-51.49,-0.67,-1.06,-24.91,25.79,0.0,-1.1045636742228158,-1.1,-9.91,-0.47,-8.33,-0.47,98.05,0.92,0.99,21.46,-239.89,14.92,0.0428131621606625,2.46,0.66,0.05,0.04,0.04,0.05,0.66,12.0,1,0,0,0,1.0
서원건설주식회사,15384,2019,-4.06,-9.73,-0.67,-0.88,425.2,425.2,19.79,16.92,6.89,45.93,67.45,60.06,83.48,-12.52,-11.1,-14.56,-8.01,-9.76,-13.62,-2.32,-1.59,-12.18493730886446,-12.18,-17.84,-2.06,-28.52,1.1,1017.04,6.37,19.37,8.32,-174.97,-125.33,0.7659613697556314,36.63,1.15,2.34,0.76,0.72,1.9,1.15,55.0,1,0,0,0,1.0
(주)신진디앤씨,50459,2019,-18.06,-21.7,-15.31,-23.3,123.24,48.65,556.46,529.16,70.54,18.73,1.95,99.34,15.23,28.98,4.54,5.87,9.39,9.18,11.89,6.02,74.74,42.77336347379563,42.77,43.21,-2.26,2154.55,-1.83,4415.7,9.4,1430.79,14.3,41.03,92.35,0.6568938511697915,4.1,2.86,99.1,0.77,0.77,98.66,0.78,18.0,1,0,0,0,1.0
(주)로얄하우스홀드,73441,2016,-0.32,-0.34,-0.29,-0.63,7.68,7.48,1387.33,1210.81,85.55,-75.15,2.36,6.26,6.72,-65.67,-6.94,-14.03,-0.4,-0.4,-0.84,6.41,-87.68,4.91403225182689,4.91,11.78,4.49,74.49,31.88,473.57,4.77,27.03,10.18,-137.82,48.11,0.4684558509015599,15.66,8.04,3.02,0.49,0.48,0.51,7.91,13.0,1,0,0,0,1.0
(주)금환식품,80781,2018,-7.86,-10.12,-5.48,-6.23,114.41,105.09,230.88,108.95,54.15,4.74,1.59,37.67,30.22,3.74,1.24,1.33,3.62,3.6,3.85,2.0,-7.57,13.325175273407147,13.33,32.38,4.26,9.31,1.29,2679.0,15.06,25.68,17.1,7.76,44.75,0.8806610622725987,3.24,2.84,1.51,0.94,0.94,1.44,2.66,9.0,1,0,0,0,1.0
(주)한백종합건설,92872,2021,-24.13,-34.97,-17.23,-20.97,275.21,120.53,249.75,101.88,49.28,51.04,36.01,80.17,28.59,2.78,1.0,0.95,1.78,1.61,1.76,0.73,2.1,25.098206379655245,25.1,32.97,0.96,45.99,9.14,5665.58,5.16,73.29,6.28,15.19,35.47,0.8218136859701133,6.82,2.78,11.66,1.05,0.91,4.16,1.17,29.0,1,0,0,0,1.0
한립지엘공업(주),41912,2017,-1.22,-1.73,-1.03,-2.2,40.08,23.09,540.21,527.14,59.36,-49.33,0.07,33.0,15.62,-70.14,-16.11,-36.02,-11.63,-12.13,-27.35,7.42,-72.11,-10.176519196326485,-10.18,-19.2,-4.95,-23.49,-2.38,-884.05,-5.86,-9.18,-12.5,0.0,0.0,0.4684698542616136,4.52,2.62,0.73,0.45,0.44,0.68,1.27,44.0,1,0,0,0,1.0
주식회사바른파트너스,100119,2022,1.05,1.08,0.99,26.08,0.12,0.12,1884.99,1780.87,91.88,-89.61,0.11,0.11,5.04,-67.23,-2.64,-42.61,2.1,2.1,48.27,91.35,-67.23,32.46456660460198,32.46,-89.29,34.1,0.0,34.1,1334.97,3.69,3.69,96.63,-44.1,0.0,0.038142383891677,0.0,6.89,0.04,0.06,0.04,0.04,6.89,6.0,1,0,0,0,1.0
(주)참존글로벌워크,49710,2016,-4.2,-5.67,-4.04,-3.73,63.73,26.34,2503.26,1675.71,71.3,-23.35,0.09,41.02,3.84,-176.37,-38.93,-32.31,-15.89,-16.04,-16.39,3.07,-187.14,-17.65736324882779,-17.66,-34.84,0.84,-4.82,-5.15,-9506.04,-15.93,-55.2,-14.7,0.0,0.0,1.083634491301541,9.67,4.68,3.66,1.2,0.98,1.84,2.08,25.0,1,0,0,0,1.0
(주)금도건설,68934,2019,-23.34,-43.14,-14.0,-9.74,195.47,195.47,149.79,119.34,32.44,45.61,2.23,93.39,40.03,4.23,1.84,1.15,3.27,2.75,1.78,0.48,-3.4799999999999995,16.321280159382024,16.32,16.87,9.06,21.76,77.73,4068.18,9.23,1636.77,6.43,17.97,35.93,1.436865822047886,2.23,1.66,325.97,1.59,1.55,22.67,1.66,28.0,1,0,0,0,1.0
(주)올랜드아울렛,91371,2022,-7.06,-8.64,-6.25,-6.59,55.34,15.44,768.67,728.99,72.32,-37.48,0.21,46.44,11.51,2.46,0.27,0.29,3.1,3.09,3.34,3.06,-21.74,-4.495205946449373,-4.5,-8.22,-1.01,-7.86,-1.08,4582.23,18.75,35.48,19.77,1.49,34.08,0.9485065622908824,6.31,4.75,1.79,0.93,0.93,1.76,1.96,14.0,1,0,0,0,1.0
(주)옵토레인,92325,2021,-11.41,-314.28,-28.93,-37.6,42.47,39.16,0.0,0.0,9.21,-106.28,8.01,78.45,0.0,0.0,-29.09,-26.82,-20.88,-21.0,-19.75,14.98,0.0,123.61889189594248,123.62,279.61,-10.39,400.93,-11.45,1881.26,5.82,33.17,7.57,-354.28,-73.37,0.769437681104147,3.28,1.92,3.7,1.08,1.06,3.37,1.55,12.0,1,0,0,0,1.0
주식회사리체디앤씨,78537,2017,-2.22,-2.87,-2.19,-4.24,101.91,56.19,8035.08,7944.03,76.32,1.87,21.04,99.52,1.23,0.0,7.56,12.01,18.22,18.21,28.91,13.23,0.0,56.87252099459928,56.87,56.7,102.11,117.36,-20.61,5912.11,18.7,11456.69,36.25,33.12,79.78,0.5157333260128987,3.96,1.51,279.7,0.63,0.63,143.94,0.63,11.0,1,0,0,0,1.0
(주)코리아팀버,64537,2019,-4.74,-5.93,-2.95,-3.56,99.99,24.43,164.9,138.07,49.81,0.0,9.04,52.12,37.75,3.2,1.14,1.19,4.94,4.65,5.02,2.66,-8.55,26.338502948573755,26.34,17.37,37.8,-33.5,37.39,2314.16,9.71,23.87,11.7,10.19,53.54,0.8299903262319616,17.94,7.5,2.36,0.95,0.93,2.01,1.72,23.0,1,0,0,0,1.0
(주)소백종합건설,92466,2022,-5.0,-5.87,-3.81,-231.8,10.32,10.32,320.68,220.74,64.99,-47.05,0.15,5.42,23.77,-13.78,-5.82,-206.19,-3.26,-3.31,-169.32,54.12,-49.65,46.26790707635786,46.27,-31.99,56.59,-56.83,78.21,-114.62,-0.4,-0.53,-24.27,0.0,0.0,0.0164485204255299,37.46,0.35,0.03,0.03,0.02,0.02,0.25,19.0,1,0,0,0,1.0
주식회사신광테크,94791,2022,-0.92,-1.18,-0.74,-1.61,12.24,7.43,410.09,359.95,62.31,-61.93,0.34,8.64,19.6,1.24,0.25,0.53,2.13,2.13,4.57,3.05,0.0,0.0,3.76,43.04,1.14,27.26,0.46,499.5,2.0,2.23,4.37,12.13,175.06,0.0,11.16,9.42,0.51,0.47,0.47,0.5,6.23,17.0,1,0,0,0,1.0
주식회사세기,18071,2017,-1.64,-2.36,-1.32,-1.13,50.49,29.88,406.31,393.97,55.79,-38.52,0.03,39.29,19.75,14.52,2.77,2.3,4.98,4.97,4.22,1.87,0.0,0.0,2.13,-0.65,4.01,6.87,4.55,2577.25,10.63,17.7,9.13,25.23,64.26,0.0,5.3,5.16,1.98,1.2,1.18,1.96,2.95,36.0,1,0,0,0,1.0
세원텔레텍주식회사,29784,2014,-8.66,-10.09,-6.84,-6.88,82.81,58.47,377.26,253.46,67.78,-9.13,0.0,43.98,20.95,-29.3,-9.37,-9.38,-0.13,-0.14,-0.15,2.99,-64.63,-8.302758827202197,-8.3,-20.16,3.79,-14.16,4.29,324.34,0.65,1.31,0.65,-1445.84,-319.61,0.9944389914479556,4.77,2.67,1.97,1.0,0.95,1.81,2.01,27.0,1,0,0,0,1.0
(주)삼성포장,63127,2017,-3.97,-5.01,-2.68,-3.7,50.96,42.13,206.17,171.44,53.36,-27.46,2.96,28.53,32.66,0.4,0.15,0.18,0.99,0.97,1.32,2.2,-2.94,3.0929584271174178,3.09,7.34,1.49,7.35,1.84,1618.18,9.34,15.0,12.91,1.41,44.13,0.7238090520856623,3.86,3.13,1.08,0.8,0.73,1.02,2.63,37.0,1,0,0,0,1.0
주식회사대전일보사,17671,2014,-0.94,-1.79,-0.88,-1.09,83.79,83.26,1384.2,758.45,49.15,-8.28,1.33,42.82,6.74,5.3,0.35,0.43,2.94,1.33,1.65,0.96,-1.6400000000000006,0.6659361085918916,0.67,5.15,-2.45,-7.79,-1.99,2390.61,19.07,34.61,23.59,1.82,28.99,0.8084665529539364,7.08,1.95,1.45,0.82,0.81,1.4,1.94,74.0,1,0,0,0,1.0
주식회사코포스,97039,2021,-3.64,-4.49,-2.77,-63.97,29.19,29.19,316.05,316.05,61.64,-53.79,2.73,22.18,24.04,-18.45,-21.48,-74.5,3.35,3.33,66.13,-0.38,-56.24,39.097899175227454,39.1,503.98,14.08,154.24,16.83,-336.18,-1.35,-119.14,-31.16,0.0,0.0,0.0432641160361838,0.0,0.33,0.06,0.29,0.05,0.06,0.33,7.0,1,0,0,0,1.0
주식회사조우,96915,2021,-17.92,-18.94,-16.91,-74.79,378.76,42.82,1667.78,443.84,89.28,69.99,7.37,95.1,5.66,15.04,0.83,3.5,5.79,5.79,24.53,14.6,-360.34,9.185889835179704,9.19,4.18,1507.4,33.87,0.0,1792.18,5.74,130.56,25.4,13.78,0.0,0.2260845424570438,5.67,2.07,10.28,0.24,0.24,8.68,0.24,5.0,1,0,0,0,1.0
(주)에이치엠리테일,71109,2015,-2.43,-4.53,-2.24,-9.43,19.91,4.65,1209.89,1075.5,49.49,-65.76,2.27,16.35,7.63,3.05,0.16,0.68,-2.16,-2.16,-9.31,9.84,803.0999999999999,-4.628456866802527,-4.63,2.32,-5.88,14.32,-6.67,612.91,7.76,9.67,32.61,2.07,90.4,0.2378496768465437,150.87,6.02,0.29,0.23,0.23,0.28,1.47,11.0,1,0,0,0,1.0
주식회사엠엔비그린어스,58062,2021,-1.48,-2.23,-1.13,-0.75,108.34,40.1,324.89,245.78,50.6,4.82,0.35,62.67,23.54,-1.43,-0.34,-0.23,1.87,1.87,1.33,1.09,0.0,0.0,-13.01,-16.4,-6.66,-21.57,-4.11,2641.97,9.51,49.58,6.3,-3.64,60.49,0.0,6.19,5.58,7.71,1.47,1.41,3.91,2.2,24.0,1,0,0,0,1.0
(주)볼빅,52288,2014,-12.87,-17.9,-7.34,-10.31,174.29,119.17,132.82,87.99,41.02,28.08,8.13,65.87,42.95,8.61,4.36,4.68,6.25,6.05,7.69,2.3,1.3999999999999997,23.344324808162582,23.34,25.57,19.26,6.43,-2.13,7900.54,17.48,145.04,24.53,19.09,56.96,0.7123045914160022,2.19,1.79,4.02,0.93,0.79,2.27,1.2,16.0,1,0,0,0,1.0
주식회사루미레즈코리아,77946,2017,-28.94,-33.59,-21.03,-9.62,133.82,102.35,265.51,265.51,62.6,24.56,0.0,97.21,27.36,27.38,6.92,3.01,9.94,9.87,4.29,0.6,-3.3200000000000003,10.640707626858484,10.64,11.08,-2.86,-24.51,-24.55,5025.44,19.43,7158.54,8.89,33.9,52.63,2.1866330373365,3.49,3.23,692.75,2.3,2.3,77.11,2.37,10.0,1,0,0,0,1.0
주식회사뉴에라파트너스인베스트먼트,91122,2020,-2.24,-2.58,-1.62,-244.54,188.95,23.83,261.26,175.9,62.75,43.31,0.7,92.0,27.68,-21.06,-12.28,-982.38,-4.55,-4.95,-715.7,323.01,-17.58,8.804263130404989,8.8,2026.29,-90.87,-85.87,133.88,-417.7,-2.77,-146.23,-417.7,0.0,0.0,0.0066322343168384,0.54,0.08,0.17,0.01,0.01,0.01,0.01,6.0,1,0,0,0,1.0
동성철강(주),64557,2014,-1.75,-3.54,-1.25,-1.1,120.64,97.98,253.74,217.31,35.4,12.68,0.7,74.11,28.27,-6.71,-1.94,-1.72,-0.8,-1.34,-1.21,1.46,-8.71,-5.367843916467127,-5.37,-8.81,6.12,-36.02,-2.78,813.03,6.67,29.59,5.84,-29.43,18.5,1.143543410857868,1.93,1.79,5.0,1.13,1.11,4.55,1.47,35.0,1,0,0,0,1.0
티에프제이글로벌,95632,2021,-27.93,-31.16,-13.48,-32.24,273.01,191.55,93.27,37.71,43.26,33.75,37.13,53.26,51.74,0.72,0.39,0.6,2.46,2.46,4.17,2.11,-8.299999999999999,138.6016232905915,138.6,132.81,145.56,36.05,186.76,2855.95,6.23,19.3,14.9,4.06,55.15,0.418076936906305,2.17,1.51,1.44,0.64,0.59,1.27,1.1,9.0,1,0,0,0,1.0
(주)삼진스틸,96000,2022,-5.64,-5.69,-3.78,-0.91,49.18,26.34,203.73,203.73,66.52,-34.09,1.62,32.98,32.92,0.34,0.11,0.03,4.72,4.66,1.09,1.15,-3.03,7.935849180497318,7.94,30.48,-0.52,-6.09,-0.2,1641.62,9.49,14.4,2.3,1.16,64.04,4.135933194024102,49.34,24.09,6.27,4.29,4.29,6.16,14.2,16.0,1,0,0,0,1.0
(주)동주웰딩,58488,2014,-2.12,-2.62,-1.81,-2.17,67.76,17.77,581.84,568.47,69.18,-26.88,1.14,56.49,14.67,3.98,0.62,0.68,3.57,3.57,4.06,3.48,57.42,11.235547947287964,11.24,19.67,1.91,2.79,1.91,1309.13,12.92,33.79,15.47,4.43,66.64,0.8348389973020012,6.61,6.27,1.94,0.9,0.88,1.94,1.61,17.0,1,0,0,0,1.0
주식회사엔게인,76623,2017,-64.71,-75.62,-55.08,-515.26,59.74,52.98,572.13,510.66,72.84,-30.59,47.65,45.39,14.88,0.0,-111.74,-831.86,-85.63,-86.52,-644.09,33.37,0.0,0.0,68.99,1701.12,-3.6,42.13,51.19,-1003.71,-41.4,-434.3,-387.27,0.0,0.0,0.0,8.64,0.51,1.35,0.13,0.13,0.19,0.45,13.0,1,0,0,0,1.0
로얄코리아(주),69417,2015,-4.57,-5.04,-4.39,-4.61,86.11,59.58,2429.28,600.05,87.0,-3.3,1.32,20.43,3.95,0.0,1.78,1.79,5.9,5.9,5.95,4.06,0.0,8.612373485075524,8.61,116.78,-3.72,156.98,-3.71,1780.81,11.92,14.98,12.52,14.3,79.47,0.9522856231727512,9.78,8.32,1.17,0.99,0.99,1.17,6.38,12.0,1,0,0,0,1.0
주식회사삼오테크,45265,2019,-3.11,-4.03,-2.29,-1.74,74.95,42.49,279.75,230.47,56.8,-15.2,0.02,45.49,26.33,-12.94,-3.73,-2.77,-0.55,-1.32,-1.03,1.77,-1.299999999999999,-4.396298751541526,-4.4,-5.5,-3.45,6.19,-4.35,1995.2,8.12,16.8,6.17,-44.85,42.42,1.3162970282699358,5.49,4.66,2.58,1.35,1.29,2.37,2.81,23.0,1,0,0,0,1.0
주식회사엑스포럼,87337,2020,-9.34,-12.02,-6.23,-15.24,70.91,70.91,200.49,127.94,51.86,-12.38,27.5,30.19,33.28,0.41,0.14,0.34,1.65,1.6,4.02,2.38,0.0,0.0,-5.67,-14.25,-1.41,-24.54,-2.96,1828.25,14.1,21.98,34.47,0.98,26.9,0.0,6.74,1.25,0.63,0.41,0.4,0.58,1.25,21.0,1,0,0,0,1.0
삼척온천주식회사,43557,2017,-0.54,-0.57,-0.36,-0.6,12.61,11.29,213.88,171.81,64.32,-47.84,0.45,6.9,31.86,-6.53,-2.2,-3.56,-0.13,-0.13,-0.21,3.25,-7.04,4.209534436495652,4.21,254.99,-0.98,53.93,-1.71,3233.08,18.96,20.86,31.43,-11.33,24.82,0.6032489944197436,22.33,16.14,0.66,0.62,0.62,0.64,13.64,26.0,1,0,0,0,1.0
메이비원(주),76861,2021,0.29,0.37,0.24,0.5,14.38,13.37,472.29,395.11,65.03,-59.11,6.65,9.93,17.47,-31.13,-6.35,-13.54,-4.9,-4.91,-10.46,3.61,77.97,-2.763530891641862,-2.76,-3.02,-2.73,-5.74,-2.57,273.23,1.5,1.68,3.16,-428.13,-73.03,0.4758434994115235,17.4,5.14,0.52,0.47,0.47,0.52,4.72,25.0,1,0,0,0,1.0
삼성유리공업주식회사,82684,2018,-4.45,-6.71,-2.67,-3.64,128.72,83.02,150.05,109.42,39.8,12.57,8.47,56.33,39.99,3.31,1.45,1.78,2.24,1.97,2.57,1.52,-1.15,9.235683106235614,9.24,29.8,-9.3,-9.28,-4.6,1405.42,9.61,28.86,13.11,13.56,70.27,0.7330311721783324,2.85,2.15,2.15,0.82,0.77,1.6,1.47,25.0,1,0,0,0,1.0
(주)비즈바이오,66787,2014,-4.61,-6.07,-3.28,-0.95,124.78,80.71,245.77,236.01,53.99,16.91,2.39,85.17,28.92,32.37,10.19,2.4,11.0,10.44,2.78,0.31,5.329999999999998,20.22398710413974,20.22,16.83,44.25,3.74,378.79,2900.85,19.48,1999.67,5.66,42.33,65.95,3.4416649997115982,8.95,6.65,118.72,4.26,3.76,27.4,4.35,16.0,1,0,0,0,1.0
보령물산(주),14781,2016,0.09,0.14,0.04,0.03,15.69,10.32,75.99,58.31,29.57,-27.93,0.88,5.2,56.82,5.15,20.33,2.4,0.53,0.51,0.42,0.92,5.300000000000001,10.22708175029732,10.23,33.77,9.17,16.16,38.13,5981.06,20.28,437.25,17.32,13.84,45.53,1.1708086313724717,82.88,39.15,29.28,8.48,1.23,1.29,25.77,25.0,1,0,0,0,1.0
(주)원일,39630,2014,-9.59,-11.39,-7.64,-26.48,43.95,28.72,392.57,372.39,67.12,-42.38,0.11,33.22,20.3,-84.35,-32.6,-102.65,-19.69,-19.97,-73.63,10.12,-85.24,-11.404827174716594,-11.4,-19.82,-6.52,-12.13,-1.01,-12273.94,-17.02,-43.56,-58.96,0.0,0.0,0.2886750105278049,2.5,1.23,0.71,0.32,0.27,0.42,0.77,30.0,1,0,0,0,1.0
(주)애플오브디아이,88223,2019,-6.63,-7.33,-4.3,-369.08,6.03,6.03,184.08,157.85,58.64,-52.22,0.56,3.35,35.2,-11.69,-5.68,-375.47,-3.04,-3.04,-234.84,179.11,39.82,25.262584994885955,25.26,-4.77,26.65,10.32,29.91,-85.98,-0.4,-0.57,-34.46,0.0,0.0,0.011642225858407,21.1,0.34,0.01,0.02,0.01,0.01,0.34,24.0,1,0,0,0,1.0
주식회사메가코스,80097,2019,-20.66,-26.14,-8.28,-20.03,46.69,31.3,66.81,61.86,31.66,-19.77,0.63,17.32,59.95,-9.22,-10.0,-13.73,-3.67,-3.67,-8.67,2.08,9.159999999999998,5.199360490949818,5.2,5.74,5.09,25.18,6.79,-319.86,-0.52,-1.37,-1.26,0.0,0.0,0.4132139497494926,4.72,3.67,0.75,0.73,0.42,0.51,2.45,7.0,1,0,0,0,1.0
(주)하나에너지,100001,2022,-7.73,-8.13,-7.34,-104.64,6.92,3.65,1907.13,1195.9,90.28,-55.46,0.39,4.12,4.98,2.02,0.1,1.42,0.32,0.32,4.42,44.97,-6.42,7.307653143284757,7.31,79.93,5.48,1875.42,5.11,1284.77,6.27,6.75,89.43,1.59,68.42,0.0701647592667441,8.75,3.14,0.08,0.07,0.07,0.08,2.19,19.0,1,0,0,0,1.0
주식회사제이에스종합개발,77968,2017,-13.84,-15.75,-11.3,-12.19,135.09,15.21,446.43,354.78,71.76,22.78,2.61,87.71,18.3,58.35,9.08,8.91,13.07,12.77,12.58,1.56,50.06,20.892346900325435,20.89,19.44,32.36,184.8,32.43,2162.38,17.62,152.23,19.0,46.92,79.52,0.9273586910569662,199.65,14.17,9.13,1.02,1.02,8.6,1.15,20.0,1,0,0,0,1.0
