회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,상장년수,기업수명주기,부실판단
(주)엔케이맥스,182400,2017,-90,-104,-24,-264,240,209,35,33,23,35,97,59,74,-41.26,-35.4,-344.37,-25.53,-26.29,-330.89,-9.62,-27.33,-19.948204717669512,-19.95,-41.36,71.53,-29.76,31.0,-8683,-16,-277,-180,0,0.0893635952979311,3.12,0,2,0,0,0,0,22.0,9.0,도입기,1.0
(주)엔터파트너즈,58450,2019,-5,-8,-4,-6,75,59,312,259,48,-16,4,47,24,-31.47,-7.65,-11.08,-9.3,-9.44,-13.69,2.16,35.36,25.662429508113128,0.0,0.0,0.0,0.0,0.0,3388,8,18,11,-99,0.689368543072384,3.21,2,2,1,1,1,1,46.0,22.0,도입기,1.0
(주)엘디티,96870,2022,104,8672,11,16,804,589,11,10,0,61,441,69,90,13.54,14.44,16.66,9.59,9.2,12.65,-0.53,-4.52,14.028924361135234,14.03,23.9,-3.38,-5.29,-6.07,3851,22,203,33,51,0.682683282491368,5.63,2,6,1,1,2,1,27.0,16.0,성숙기,0.0
(주)엘앤씨바이오,290650,2022,3,3,1,5,343,161,85,17,41,23,35,32,54,4.97,5.9,10.83,6.61,6.18,18.04,4.58,-14.37,85.9622978915724,85.96,34.96,126.61,15.1,196.94,20006,10,38,38,28,0.2632241787180316,4.06,2,1,1,0,1,1,13.0,6.0,도입기,0.0
(주)엘앤케이바이오메드,156100,2018,-15,-22,-8,-24,123,77,118,103,38,11,9,58,46,-9.82,-5.21,-12.92,-8.81,-9.09,-26.32,5.17,22.520000000000003,2.502798074657209,2.5,8.0,-4.34,-0.61,-2.94,12583,14,186,40,-32,0.341074006585754,1.34,1,5,0,0,1,1,16.0,8.0,도입기,1.0
(주)엠게임,58630,2022,115,35374,23,37,501,501,25,19,0,60,235,75,80,27.18,25.46,30.65,30.7,29.87,40.93,-1.13,-8.560000000000002,36.27133227269452,36.27,55.9,-0.91,32.22,2.15,40627,35,357,55,56,0.6326156973603712,10.66,1,6,1,1,3,1,25.0,16.0,성숙기,0.0
(주)엠아이텍,179290,2022,120,527,13,21,864,755,13,11,3,72,67,81,89,25.82,24.95,31.56,24.4,23.56,33.51,-0.97,5.43,19.76866700478336,19.77,43.25,-29.52,20.7,-17.79,35186,37,422,58,54,0.6450118441504697,3.32,1,7,1,1,3,1,33.0,6.0,성숙기,0.0
(주)엠젠솔루션,32790,2014,4,9,3,1,99,89,242,233,31,-1,14,67,29,-56.48,-21.5,-9.79,-0.46,-1.54,-0.76,0.35,-13.11,-24.372941859234302,-24.37,-21.42,-29.77,-18.43,-9.39,4833,16,121,7,-148,2.3546458265403047,7.25,3,17,2,2,6,3,51.0,27.0,성숙기,1.0
(주)엠투아이코퍼레이션,347890,2022,129,3393,10,19,1038,856,9,7,0,57,80,63,92,15.11,16.06,25.16,16.11,15.23,27.98,-1.6,-0.8900000000000006,7.292740227654352,7.29,13.06,-1.43,6.1,-0.4,20841,26,118,50,50,0.5258597628845528,6.68,1,2,1,1,1,1,25.0,4.0,성숙기,0.0
(주)엠투엔,33310,2019,6,10,2,5,78,65,64,47,23,-6,20,22,61,7.75,10.87,9.24,0.9,0.42,0.89,0.92,-0.3599999999999994,2.333500837534772,2.33,-21.15,11.94,-12.74,2.54,13944,14,114,30,31,0.4687561030536385,4.6,2,4,1,0,1,2,59.0,27.0,성장기,1.0
(주)엠플러스,259630,2019,-16,-47,-11,-15,120,42,241,209,23,12,4,74,29,4.82,1.53,1.92,2.16,1.93,2.62,1.37,0.4599999999999999,38.43228852322599,0.0,0.0,0.0,0.0,0.0,10166,7,51,10,20,0.7345355637766474,4.03,3,4,1,1,3,1,21.0,7.0,도입기,1.0
(주)영림원소프트랩,60850,2022,35,120,10,11,339,339,40,30,8,51,134,72,71,17.61,14.53,12.43,11.68,10.92,11.15,-0.52,3.729999999999999,9.461855999148964,9.46,16.74,-5.51,20.59,14.45,37474,61,498,65,19,0.9374416603646594,9.3,1,7,1,1,3,1,31.0,4.0,성숙기,0.0
(주)영우디에스피,143540,2022,5,8,3,4,183,167,104,71,32,29,21,64,49,-49.39,-34.81,-51.86,-18.93,-19.12,-33.05,1.04,-65.09,-7.888757475147456,-7.89,-3.15,-15.21,-37.8,-59.54,-8839,-11,-127,-18,0,0.6032364618828693,3.83,1,4,1,1,2,1,20.0,10.0,도입기,0.0
(주)예선테크,250930,2022,12,15,6,7,192,125,94,46,40,22,29,45,52,-24.84,-13.85,-17.15,-11.59,-11.64,-15.07,1.29,-31.11,-15.253263727394636,-15.25,-28.86,0.49,-19.35,0.88,9590,15,28,18,-95,0.8415354596792988,2.88,2,2,1,1,2,2,8.0,8.0,성장기,0.0
(주)예스티,122640,2020,3,4,2,5,74,60,153,107,52,-11,15,32,39,0.48,0.38,0.61,0.62,0.27,0.7,2.2,59.25,-3.644700310340062,-3.64,6.42,-7.66,23.84,2.04,26048,16,53,39,2,0.3987597953939041,5.7,2,1,1,0,1,1,24.0,9.0,성숙기,1.0
(주)오디텍,80520,2022,27,46,2,8,584,504,10,10,5,42,147,51,91,-3.23,-5.3,-10.04,-1.43,-2.4,-8.35,-2.6,-6.529999999999999,-6.787978615314621,-6.79,-6.68,-6.9,-25.79,-13.03,8552,6,84,21,-47,0.2979197848200939,3.19,1,3,1,0,1,1,25.0,17.0,성숙기,0.0
(주)오르비텍,46120,2019,-2,-4,-1,-2,115,72,84,74,29,6,24,46,54,1.47,0.96,1.31,3.32,3.24,5.48,1.68,-3.91,0.0972690398483158,0.1,-1.9,1.88,8.28,-4.25,36267,29,93,48,3,0.5916933668557344,3.51,2,2,1,1,1,1,33.0,14.0,도입기,1.0
(주)오리엔트정공,65500,2020,4,6,2,3,79,51,181,131,43,-10,14,37,36,-44.74,-23.61,-22.13,-6.66,-7.95,-10.65,-0.07,-37.190000000000005,-0.0335206419850116,-0.03,3.24,-1.86,-15.54,-24.91,1666,2,9,2,-1091,0.7463924284737852,6.64,3,3,1,1,1,2,37.0,22.0,성장기,1.0
(주)오스코텍,39200,2014,-11,-15,-5,-10,168,95,67,53,30,22,8,54,60,-9.5,-5.62,-12.02,-1.72,-2.05,-4.42,2.41,7.890000000000001,-3.661633587914406,-3.66,-7.21,0.82,-21.72,-1.2,1654,5,18,10,-124,0.4717588555140848,5.65,1,2,0,0,1,1,26.0,17.0,쇠퇴기,1.0
(주)오스테오닉,226400,2020,0,1,0,1,208,171,161,84,40,35,49,67,38,-20.21,-10.11,-42.65,0.63,0.39,1.81,13.67,-21.95,21.050016665608386,21.05,34.57,0.79,13.02,-8.72,2786,4,22,22,-193,0.1991872051669815,1.21,0,1,0,0,1,0,12.0,6.0,성장기,1.0
(주)오이솔루션,138080,2022,-1,-2,0,-1,255,158,27,26,19,32,60,53,79,-3.89,-4.18,-7.77,-4.08,-4.47,-11.31,0.01,-13.27,-6.89596475789119,-6.9,-7.17,-6.58,-22.02,-5.06,26289,14,70,34,-23,0.409504332727928,7.09,1,2,1,0,1,1,21.0,10.0,쇠퇴기,0.0
(주)오킨스전자,80580,2017,3,4,2,3,96,69,138,106,48,-2,7,43,42,-4.2,-1.86,-2.63,0.36,0.13,0.19,2.41,30.140000000000004,-1.0820192021273969,-1.08,8.37,-7.15,56.73,-10.86,15351,27,58,39,-7,0.6911216148441678,7.05,2,1,1,1,1,2,26.0,10.0,성장기,1.0
(주)오파스넷,173130,2022,-16,-39,-11,-8,135,70,238,210,28,22,18,84,30,18.86,6.76,3.56,8.89,8.69,5.0,0.4,-2.620000000000001,55.151301292143664,55.15,54.35,59.49,40.1,1.45,35654,30,2155,21,17,1.4299896117372657,8.53,3,104,2,2,11,2,20.0,6.0,도입기,0.0
(주)오하임앤컴퍼니,309930,2022,28,40,9,12,469,408,50,22,23,55,51,70,67,5.55,3.83,4.64,4.89,3.88,4.91,-0.17,-10.15,4.644172678296268,4.64,1.13,14.06,0.25,-28.73,9811,23,2279,30,15,0.7719920766367518,9.13,1,63,1,1,3,1,6.0,6.0,성숙기,0.0
(주)옵티팜,153710,2020,-8,-13,-1,-4,465,452,22,16,11,49,285,62,82,-6.78,-5.83,-18.03,-7.53,-8.32,-26.47,-1.66,-4.94,-0.9550622624026536,-0.96,-8.41,14.3,-4.45,1.08,2894,7,22,22,-81,0.315719462185746,13.27,1,1,0,0,1,0,24.0,6.0,도입기,1.0
(주)와이어블,65530,2022,50,216,20,39,121,121,66,48,9,6,8,35,60,3.22,1.98,3.79,2.82,2.56,5.3,0.36,-0.2099999999999999,-10.62960889924554,-10.63,-22.67,-2.44,-18.11,-3.99,33935,27,50,53,7,0.5122243561249089,2.41,1,1,1,0,1,1,28.0,22.0,성숙기,0.0
(주)와이오엠,66430,2022,7,11,2,4,188,174,50,46,22,27,136,58,67,2.03,1.69,1.54,0.47,0.46,0.59,1.15,-0.1100000000000003,44.14776140174225,44.15,84.91,10.36,0.29,-1.17,3814,7,49,10,15,0.6639477446481871,6.13,2,3,1,1,2,1,25.0,22.0,성장기,0.0
(주)와이제이엠게임즈,193250,2018,-7,-12,-2,-5,214,191,51,48,19,36,66,68,66,-18.56,-17.18,-36.13,-4.21,-5.26,-13.71,2.54,-6.529999999999999,-11.105016819197646,-11.11,-24.72,44.34,15.7,120.85,-780,-1,-10,-2,0,0.4077015106920194,7.69,1,7,0,0,2,1,20.0,10.0,도입기,1.0
(주)와이팜,332570,2022,0,0,0,0,194,123,91,86,25,42,74,87,52,-13.67,-9.98,-20.22,4.09,3.79,8.42,3.33,-5.59,8.523695464074088,8.52,7.07,19.46,-14.36,0.11,-813,-1,-23,-2,0,0.4331769588360234,10.65,1,15,0,0,4,1,18.0,4.0,성장기,0.0
(주)우리기술,32820,2014,-6,-8,-4,-15,54,46,191,141,50,-22,6,26,34,-16.22,-7.98,-28.11,-4.5,-4.63,-16.91,7.26,1.8100000000000025,-0.3385797773053699,-0.34,-1.67,0.15,33.6,-0.96,8870,9,16,34,-83,0.2742576677494489,6.27,1,0,0,0,0,1,29.0,24.0,도입기,1.0
(주)우리넷,115440,2022,-13,-27,-6,-11,160,97,88,85,23,27,26,73,53,-16.13,-9.81,-15.66,-6.22,-6.61,-11.16,1.47,-19.31,14.37544363048788,14.38,4.95,50.74,3.07,2.63,5568,5,34,9,-175,0.5555121281794855,5.38,1,4,1,1,2,1,24.0,14.0,도입기,0.0
(주)우리로,46970,2022,-2,-4,-1,0,218,137,62,56,17,41,24,75,62,-8.84,-6.09,-3.5,2.71,2.19,1.36,0.19,-53.48,-1.695470537474401,-1.7,1.08,-9.32,-7.8,22.56,9068,15,96,9,-38,1.6237235697346344,15.04,3,10,2,2,6,2,26.0,12.0,성숙기,0.0
(주)우양,103840,2022,1,1,1,1,84,33,277,193,51,-8,1,43,27,-7.34,-2.18,-1.84,0.1,0.07,0.06,1.8,-10.57,12.216529666195877,12.22,30.67,1.47,17.42,0.77,24514,16,31,15,-12,1.0820429452444362,9.41,8,2,1,1,2,3,32.0,5.0,성장기,0.0
(주)우정바이오,215380,2022,3,5,2,5,31,23,220,152,43,-33,8,15,31,-6.15,-2.44,-4.01,-2.5,-2.58,-5.37,5.8,0.3199999999999994,-5.1353699640993735,-5.14,-44.82,8.19,50.2,11.23,9591,10,16,20,-20,0.4939045057837158,11.42,3,1,1,0,1,2,9.0,9.0,성장기,1.0
(주)원림,5820,2020,20,40,5,13,313,271,33,24,12,38,29,56,75,16.31,16.37,26.77,4.21,3.19,7.93,-1.09,12.98,8.720193189621574,8.72,26.96,-7.84,-13.52,10.1,34434,19,135,50,53,0.3855492277944484,4.07,1,3,1,0,1,1,56.0,34.0,성숙기,1.0
(주)원바이오젠,307280,2022,28,37,9,13,157,107,45,43,24,17,28,47,69,11.97,9.22,12.23,13.71,13.38,19.26,4.28,14.65,2.337307786885946,2.34,-20.47,36.79,50.94,49.86,10232,26,62,38,32,0.6870267716166534,7.95,2,2,1,1,1,1,6.0,6.0,성숙기,0.0
(주)원익피앤이,217820,2017,-10,-27,-6,-9,133,47,159,153,22,20,17,79,39,4.21,2.12,2.36,4.95,4.9,5.55,0.42,-4.64,83.87161687392391,83.87,137.91,0.12,42.35,-0.97,11166,18,95,26,9,0.6813210569617808,4.53,3,4,1,1,3,1,25.0,9.0,도입기,1.0
(주)원풍,8370,2022,114,0,9,10,1192,996,9,5,0,53,144,58,92,10.16,10.37,9.5,9.03,8.29,8.67,-0.78,3.51,-0.5636229339185241,-0.56,5.23,-7.67,0.64,-1.39,25411,27,89,28,33,0.9584541179526624,7.05,2,3,1,1,2,2,51.0,32.0,성숙기,0.0
(주)월덱스,101160,2022,32,48,9,9,336,169,41,26,19,44,88,62,71,25.17,18.38,16.21,21.62,21.41,19.81,0.37,-1.3099999999999987,23.558504429811087,23.56,20.67,28.58,34.66,28.95,106244,41,120,42,39,0.9775869031705072,7.94,3,3,1,1,3,2,24.0,16.0,성장기,0.0
(주)웨스트라이즈,64090,2016,-67,-87,-34,-13,125,91,103,102,39,13,34,63,49,-140.37,-70.58,-28.82,-50.62,-51.32,-22.98,2.46,-93.22,-28.62546524427455,-28.63,-43.13,26.79,186.04,-34.87,-7525,-37,-351,-14,0,2.6809921416464886,16.45,5,20,2,2,8,3,33.0,22.0,도입기,1.0
(주)웨이브일렉트로닉스,95270,2017,0,0,0,0,63,41,99,76,39,-14,6,24,50,1.01,1.21,1.85,2.51,2.39,3.82,0.2,11.72,-0.8779362441975382,-0.88,-23.56,9.34,23.73,-11.25,9529,11,33,17,11,0.6268950350424131,3.96,3,2,1,1,1,2,25.0,17.0,성장기,1.0
(주)웹스,196700,2022,5,6,2,4,127,73,83,75,39,11,35,52,55,-22.63,-15.03,-24.97,-1.44,-1.68,-3.23,2.28,-23.96,-11.131582240477885,-11.13,-6.08,-15.98,-2.91,-27.14,988,2,5,3,-860,0.55292905288891,9.84,2,2,1,1,1,1,23.0,9.0,성숙기,0.0
(주)위드텍,348350,2022,42,129,11,22,311,273,35,35,8,54,85,80,74,11.72,9.72,16.87,11.77,10.6,19.91,-1.84,0.1100000000000012,17.78639318064673,17.79,15.0,30.09,6.29,1.83,35064,24,249,48,35,0.4920129193907335,10.66,1,5,1,1,3,1,21.0,4.0,성숙기,0.0
(주)위메이드맥스,101730,2014,94,0,8,27,700,700,9,8,0,45,292,53,92,-4.49,-3.95,-13.02,-2.97,-4.14,-15.44,-4.38,-11.92,-9.72910717454968,-9.73,-22.16,10.09,-40.68,-2.64,19687,18,423,65,-20,0.2826779893685168,4.02,0,6,0,0,1,0,27.0,15.0,쇠퇴기,1.0
(주)위세아이텍,65370,2022,14,22,6,8,103,102,75,41,28,1,30,24,57,14.41,19.32,10.21,3.03,2.7,3.44,2.27,-1.59,3.28252780844238,3.28,-18.13,12.69,11.24,17.61,17052,35,381,45,23,0.7728971037111624,30.71,3,2,2,1,1,3,34.0,4.0,쇠퇴기,0.0
(주)위지윅스튜디오,299900,2022,-10,-16,-4,-7,115,108,57,53,23,5,37,39,64,-6.59,-9.18,-14.59,-6.39,-6.58,-13.37,0.73,0.0899999999999998,4.340755563095779,4.34,-22.43,33.45,54.92,5.31,22709,6,36,12,-120,0.4820704735804367,11.4,1,3,1,0,1,1,8.0,6.0,도입기,0.0
(주)위지트,36090,2022,-3,-5,0,-2,161,139,15,13,9,7,24,18,87,10.39,25.11,38.84,1.73,1.37,6.16,-0.3,1.0600000000000005,2.00641443638638,2.01,-9.29,4.94,13.02,3.79,19822,12,87,56,69,0.2205608058649098,6.47,1,2,1,0,0,1,27.0,25.0,도입기,0.0
(주)윈스,136540,2022,76,490,11,22,539,501,17,15,2,56,62,68,86,11.64,12.03,18.97,12.07,11.14,21.67,-1.61,0.0300000000000011,8.866259571428566,8.87,17.21,-5.62,5.18,6.83,61550,30,232,61,31,0.4932817610656615,5.4,1,4,1,1,2,1,13.0,13.0,성숙기,0.0
(주)윈팩,97800,2015,17,19,10,17,26,22,143,130,50,-40,13,14,41,-22.63,-9.63,-18.66,-6.74,-6.77,-13.18,4.03,-10.53,-14.580692203972903,-14.58,-19.04,-13.81,-13.86,-13.08,18631,24,29,43,-43,0.5573353005919233,9.56,4,1,1,1,1,4,22.0,11.0,성숙기,1.0
(주)윈하이텍,192390,2018,-13,-19,-7,-9,139,115,118,83,38,15,11,53,46,11.74,7.66,6.72,8.76,8.02,9.59,0.88,4.01,21.57910695418312,21.58,33.11,10.66,38.88,1.8,19148,15,80,20,33,0.7621941284175101,3.3,2,4,1,1,2,2,13.0,10.0,쇠퇴기,1.0
(주)윌링스,313760,2022,-26,-73,-9,-8,201,143,55,52,13,34,40,68,64,-42.28,-27.65,-26.61,-24.14,-24.31,-24.28,0.97,-41.46,-20.44756728525029,-20.45,-25.72,-6.54,44.9,-2.85,-5423,-12,-43,-10,0,1.1299073290343318,4.84,3,4,1,1,3,1,21.0,5.0,도입기,1.0
(주)유니켐,11330,2022,8,11,6,20,31,15,212,196,51,-44,0,19,32,2.04,0.49,1.08,0.92,0.85,2.71,5.01,-1.4500000000000002,29.482928360637484,29.48,-16.61,48.97,-2.35,53.94,27214,6,16,23,5,0.2769617732371616,4.74,2,0,0,0,0,1,45.0,35.0,성장기,0.0
(주)유니테크노,241690,2022,20,39,5,10,190,139,33,19,13,13,61,28,75,4.65,3.67,5.92,4.49,4.32,7.43,0.4,-6.549999999999999,21.443157040878795,21.44,-21.98,54.27,3.14,66.78,28575,18,28,35,17,0.5297064690130225,5.55,2,1,1,1,1,2,24.0,8.0,성숙기,0.0
(주)유바이오로직스,206650,2022,-1,-4,0,-1,167,94,36,21,10,10,45,25,74,-0.9,-2.8,-6.2,-2.26,-2.41,-6.79,0.5,22.08,7.7294881394202415,7.73,-23.42,25.03,40.83,3.95,28425,18,49,51,-12,0.3422477453078273,19.26,2,1,0,0,1,1,14.0,7.0,성장기,1.0
(주)유아이디,69330,2017,2,2,1,4,107,106,52,52,31,3,1,37,66,-21.78,-16.53,-96.96,-7.74,-8.33,-53.65,3.36,-11.260000000000002,-10.588322246542228,-10.59,-1.56,-15.08,-53.64,-16.56,-1044,-2,-4,-12,0,0.1644008360258706,13.27,0,0,0,0,0,0,34.0,21.0,도입기,1.0
(주)유투바이오,221800,2019,-1,-2,-1,-1,264,259,200,98,36,54,33,86,33,-0.11,-0.04,-0.04,-3.97,-4.1,-4.4,3.81,14.04,21.916376034074062,21.92,21.17,26.88,4.88,52.78,4135,19,582,22,0,0.8496695225157196,1.29,1,32,1,1,7,1,15.0,1.0,도입기,1.0
(주)유티아이,179900,2022,7,7,4,12,305,268,144,43,56,36,92,54,41,-22.27,-12.78,-33.07,-4.17,-4.44,-12.73,1.22,-24.43,23.040445017253507,23.04,47.26,3.18,-19.37,-5.34,4893,4,13,13,-246,0.3161425901219484,7.89,1,1,0,0,1,1,14.0,7.0,성장기,0.0
(주)유틸렉스,263050,2020,-33,-64,-15,-767,168,168,80,70,23,27,75,66,55,-47.42,-32.33,-1412.78,-26.4,-27.42,-1222.23,36.55,-23.0,38.84575831119502,38.85,55.27,15.56,398.02,13.76,-16392,-16,-53,-805,0,0.0192946391184289,161.05,0,0,0,0,0,0,9.0,6.0,도입기,1.0
(주)육일씨엔에쓰,191410,2020,-7,-10,-6,-5,49,30,361,346,57,-38,9,37,22,-81.21,-27.64,-28.16,-20.77,-20.87,-22.54,2.25,-61.94,-17.981975687202436,-17.98,0.44,-25.95,24.14,-14.98,1708,2,4,2,-1260,1.0276512018267585,9.59,6,2,1,1,1,3,17.0,9.0,쇠퇴기,1.0
(주)율호,72770,2022,1,2,1,1,165,132,113,95,29,29,15,73,47,-0.28,-0.11,-0.08,4.08,3.17,3.0,0.68,-5.46,38.85428658354577,38.85,54.92,8.22,23.87,-6.66,7719,6,769,7,-1,0.9092529721414188,10.35,2,108,1,1,4,2,26.0,17.0,도입기,0.0
(주)이글벳,44960,2022,24,42,5,7,320,178,28,19,13,33,21,48,78,6.31,5.8,6.07,6.94,6.62,8.17,0.13,-2.95,4.306955105348587,4.31,-1.77,10.58,7.67,2.2,7760,14,46,18,34,0.7935578180921591,5.87,3,2,1,1,2,2,41.0,24.0,쇠퇴기,0.0
(주)이노와이어리스,73490,2022,25,892,7,10,261,226,42,39,1,44,119,71,71,10.78,8.96,10.12,9.02,8.79,10.79,-0.21,-2.860000000000001,31.59151899888583,31.59,50.52,0.22,46.53,-0.89,58381,31,179,44,23,0.7162991634603821,4.49,1,4,1,1,3,1,24.0,19.0,성숙기,0.0
(주)이노테라피,246960,2021,-16,-20,-11,-676,1652,1629,213,6,55,32,157,34,32,-43.69,-32.01,-993.51,-18.03,-18.43,-894.52,91.66,-21.94,83.75159018019747,83.75,96.72,77.7,-14.91,134.85,-2055,-6,-20,-405,0,0.0159110669688528,4.85,0,0,0,0,0,0,14.0,5.0,도입기,1.0
(주)이랜시스,264850,2022,36,75,11,8,186,135,44,35,15,21,29,45,70,12.98,9.95,6.26,8.87,8.8,6.62,0.35,-3.899999999999999,-2.4293523630486824,-2.43,-14.92,10.95,5.51,-4.32,17867,29,71,22,29,1.3461176781780546,6.2,4,3,2,1,3,3,7.0,7.0,성숙기,0.0
(주)이루다,164060,2022,1,1,0,1,147,85,77,70,33,18,30,58,56,19.91,11.15,15.81,11.18,10.99,17.87,1.86,10.23,9.02683157251,9.03,-6.93,42.18,50.8,63.78,19910,25,93,43,37,0.589326962827353,7.15,1,2,1,1,2,1,18.0,4.0,쇠퇴기,0.0
(주)이루온,65440,2016,4,7,3,2,139,134,139,102,39,16,37,59,42,-6.79,-2.26,-1.98,1.4,1.03,0.94,1.25,-7.0200000000000005,-2.2438432216287727,-2.24,-1.95,-2.66,2.04,-5.25,14542,31,112,28,-7,1.1137935333871836,3.61,2,4,1,1,3,2,26.0,21.0,성장기,1.0
(주)이미지스테크놀로지,115610,2019,-50,-1447,-10,-8,438,365,25,25,1,68,71,88,80,-51.59,-50.14,-43.09,-35.14,-35.72,-34.03,-0.53,-19.5,-31.650970454283527,-31.65,-23.49,-61.5,11.04,69.58,-2955,-20,-1985,-16,0,1.2927369099356203,17.11,2,160,1,1,6,1,20.0,14.0,쇠퇴기,1.0
(주)이브이첨단소재,131400,2016,-11,-14,-6,-7,70,57,122,114,41,-15,14,36,45,-19.19,-9.09,-9.11,-6.78,-6.82,-7.05,2.33,11.93,25.73482935376065,25.73,50.64,15.04,20.96,9.45,9042,13,22,15,-61,0.8676811880742566,6.33,4,2,1,1,1,3,20.0,14.0,도입기,1.0
(주)이상네트웍스,80010,2022,33,55,8,18,243,196,30,20,14,22,144,38,77,9.09,10.8,17.04,8.96,8.36,19.01,0.18,2.8,6.593997622321767,6.59,0.43,10.68,22.41,-7.62,33003,20,138,47,36,0.4262367358635161,9.87,1,3,1,0,1,1,24.0,19.0,성숙기,0.0
(주)이스타코,15020,2016,-38,-49,-24,-205,91,15,178,162,49,-5,2,53,36,-17.31,-9.51,-69.57,-3.73,-3.82,-32.41,17.76,-19.67,1.6409254199116363,1.64,8.24,-4.96,-42.68,-1.02,-9,0,0,0,0,0.1169700254449833,14.97,2,0,0,0,0,0,44.0,36.0,도입기,1.0
(주)이스트소프트,47560,2014,2,3,1,2,79,79,186,111,36,-8,30,31,35,-6.26,-2.96,-4.73,-1.85,-2.09,-3.76,2.66,7.130000000000001,-1.5418870796096458,-1.54,9.84,-5.87,17.36,-5.26,26820,35,66,63,-8,0.5600650994757407,8.56,2,1,1,1,1,2,31.0,16.0,쇠퇴기,1.0
(주)이아이디,93230,2014,-16,-17,-10,-18,42,42,181,147,59,-30,8,22,36,-140.25,-57.54,-88.97,-15.3,-16.07,-29.07,10.03,-77.5,1.442062165260011,0.0,0.0,0.0,0.0,0.0,-17306,-37,-59,-68,0,0.5527647917145986,30.48,2,1,1,1,1,2,22.0,17.0,도입기,1.0
(주)이엔플러스,74610,2019,-18,-46,-11,-33,116,97,156,83,24,5,55,38,39,-87.65,-53.76,-85.1,-14.45,-14.77,-38.15,8.75,-58.31,28.44199658648045,28.44,16.36,37.05,1.47,8.26,-18029,-15,-59,-45,0,0.3442116084966038,9.55,1,1,1,0,1,1,21.0,21.0,도입기,1.0
(주)이엘피,63760,2022,25,43,6,22,238,195,32,20,14,21,83,36,76,-2.44,-2.81,-6.8,-3.16,-3.84,-13.64,-1.32,-1.39,1.8103282197079489,1.81,-32.79,43.67,-9.82,100.58,8602,10,29,36,-19,0.2786882045545791,3.51,1,1,0,0,1,1,25.0,7.0,성장기,0.0
(주)이엠넷,123570,2022,22,1000,6,17,334,334,37,29,1,50,32,72,73,7.54,6.97,16.59,7.78,7.09,21.1,-1.96,-26.54,-5.001595354760801,-5.0,-1.59,-12.65,25.46,-1.99,33399,26,313,76,22,0.344802006172015,5.76,0,4,0,0,1,0,24.0,13.0,성숙기,0.0
(주)이엠앤아이,83470,2018,-14,-27,-28,-17,23,21,0,0,102,-152,3,45,-98,0.0,-98.45,-91.31,-33.69,-34.2,-32.7,3.59,109.8,-53.73201588159896,-53.73,-64.54,-38.3,-44.83,-25.14,-30650,-95,-186,-57,0,1.6535499844492103,4.65,2,3,1,1,2,2,25.0,16.0,도입기,1.0
(주)이즈미디어,181340,2021,-19,-29,-14,-20,82,46,299,275,48,-12,12,57,25,-111.58,-33.03,-41.77,-29.44,-29.75,-37.7,5.18,-45.45,33.13596948248201,33.14,6.4,97.93,116.42,59.16,7654,11,33,16,-259,0.6909589305577252,5.47,2,3,1,1,2,1,22.0,7.0,도입기,1.0
(주)이지,37370,2022,-5,-6,-3,-8,183,164,205,41,55,11,60,24,33,-3.74,-12.64,-16.06,-5.6,-5.71,-12.2,5.12,-12.43,5.8635445459687325,5.86,2.34,7.06,-26.65,3.71,15559,10,21,22,-72,0.4553460505846356,7.5,2,1,1,0,1,2,37.0,24.0,도입기,0.0
(주)이큐셀,160600,2019,-9,-14,-7,-6,72,63,383,334,51,-19,14,50,21,-147.0,-53.01,-42.57,-35.19,-35.51,-32.03,1.61,-161.11,-5.178597573627718,-5.18,-20.36,17.04,-17.22,-3.06,-20116,-25,-85,-22,0,1.138711145720177,5.94,3,4,1,1,2,2,20.0,9.0,도입기,1.0
(주)이퓨쳐,134060,2022,124,1746,14,31,1590,1454,13,5,1,65,797,70,89,13.9,13.5,25.75,8.8,7.74,16.43,-2.16,4.870000000000001,7.315971209761921,7.32,2.56,20.01,2.39,42.54,5846,24,226,53,49,0.454947258208544,3.09,1,3,1,0,2,1,24.0,13.0,성숙기,0.0
(주)인바디,41830,2022,114,475,13,19,706,560,12,9,3,48,112,56,89,16.95,16.68,21.14,18.9,18.24,25.44,-0.85,-3.4400000000000013,19.093676771554275,19.09,23.05,14.44,16.08,4.65,99455,41,136,62,34,0.6593598516033566,10.47,2,2,1,1,2,1,28.0,24.0,성숙기,0.0
(주)인바이오젠,101140,2014,-31,-75,-13,-8,279,130,72,60,17,62,14,97,58,-41.37,-18.85,-13.71,-14.84,-14.91,-10.85,2.2,-7.689999999999998,-28.93133840319157,-28.93,-29.46,-7.24,47.65,-7.98,-127,-2,-128,-1,0,1.654359526145342,4.65,3,113,1,1,52,1,16.0,16.0,쇠퇴기,1.0
