회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본정상영업이익률,매출액정상영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,상장년수,기업수명주기,부실판단
(주)케이피티유,54410,2022,1,2,1,2,61,56,106,89,39,-17,8,27,49,5.19,6.78,5.48,2.24,1.78,3.76,4.21,-12.959999999999996,11.899332949858527,11.9,39.48,4.45,17.1,8.07,7370,9,64,20,27,0.447275352007383,4.96,2,3,1,0,1,2,29.0,22.0,성장기,0.0
(주)케일럼,258610,2021,-5,-8,-2,-3,93,86,49,36,22,-2,20,23,67,-41.89,-27.92,-47.41,-6.7,-6.83,-12.19,4.18,-21.4,-29.58832180273088,0.0,0.0,0.0,0.0,0.0,-19202,-20,-101,-36,0,0.5607294690330248,15.08,3,3,1,1,1,2,15.0,7.0,쇠퇴기,1.0
(주)코데즈컴바인,47770,2014,-3,-10,-3,-2,49,19,1258,1120,31,-42,0,40,7,-140.45,-28.3,-23.08,-29.18,-29.31,-28.99,1.5,-87.79999999999998,-46.69339865811127,-46.69,-64.01,-20.77,-31.81,-18.98,6447,9,35,6,-370,1.453598676102403,9.13,5,5,1,1,2,2,29.0,23.0,쇠퇴기,1.0
(주)코디,80530,2016,-10,-11,-4,-46,98,94,80,73,38,-1,25,40,56,-32.38,-20.31,-159.05,-8.26,-8.4,-76.94,12.86,-17.17,40.31695575846484,40.32,40.02,40.51,-85.28,23.72,-22075,-26,-90,-273,0,0.0934833593139598,1.56,0,0,0,0,0,0,25.0,14.0,도입기,1.0
(주)코렌텍,104540,2022,8,16,4,11,172,139,128,88,27,28,24,66,44,2.91,2.02,4.15,4.24,4.02,9.15,5.19,1.4300000000000002,44.50158947040636,44.5,34.55,69.35,43.2,60.14,23870,14,77,37,11,0.371959774598899,2.58,1,2,0,0,1,1,24.0,11.0,성장기,0.0
(주)코리아나화장품,27050,2020,11,27,3,4,146,88,47,31,12,10,41,31,68,-0.63,-0.5,-0.62,-0.31,-0.71,-0.97,0.05,-1.39,-6.643890109311449,-6.64,-6.99,-6.49,-26.06,-3.04,18379,16,32,21,-3,0.7590105753468743,10.22,4,1,1,1,1,2,36.0,25.0,쇠퇴기,1.0
(주)코메론,49430,2022,102,303,6,16,747,548,7,5,2,33,188,38,94,8.45,13.39,19.12,8.29,7.53,18.54,-1.74,-3.5200000000000014,3.94387725483638,3.94,-14.76,20.41,6.29,64.16,33033,16,78,40,48,0.3981834158456881,7.5,1,2,1,0,1,1,41.0,23.0,성숙기,0.0
(주)코미코,183300,2022,55,104,19,25,165,155,51,33,18,14,70,37,66,17.5,12.46,14.55,14.95,14.5,19.21,0.6,-7.050000000000001,3.1135079950090057,3.11,-4.54,8.12,12.19,1.85,171359,44,82,59,24,0.7436271350614674,9.46,2,1,1,1,1,2,11.0,7.0,성숙기,0.0
(주)코미팜,41960,2014,1,1,1,2,111,85,134,72,52,3,17,34,43,-4.39,-2.21,-6.24,0.42,0.15,0.52,5.38,-4.199999999999999,14.339471284298057,14.34,39.62,4.59,30.19,11.14,6766,5,13,20,-32,0.2769675786448207,2.68,1,1,0,0,0,1,52.0,23.0,도입기,1.0
(주)코세스,89890,2015,7,15,6,5,58,40,754,713,40,-35,4,48,12,-19.1,-2.31,-2.06,-0.21,-0.28,-0.25,1.38,73.83000000000001,-12.400895692691972,-12.4,-11.91,-12.85,16.74,-5.83,9740,27,68,23,-9,1.1721203286716424,6.14,4,3,1,1,2,2,30.0,18.0,성숙기,1.0
(주)코센,9730,2018,-8,-11,-5,-5,148,98,151,100,44,19,3,59,40,-40.18,-25.09,-18.89,-0.02,-0.62,-0.64,1.98,-56.53,-2.773406967281084,-2.77,-0.45,-5.89,-4.51,2.07,-4451,-8,-54,-8,0,0.9840541461400806,4.31,2,7,1,1,2,2,50.0,34.0,도입기,1.0
(주)코스나인,82660,2016,6,12,4,4,82,50,185,166,35,-11,11,48,35,-10.13,-3.35,-3.14,1.24,1.21,1.14,1.66,-10.35,1.9498115091206631,1.95,-0.47,4.25,-21.39,-5.84,30931,16,34,15,-21,1.0507794769460443,6.84,4,2,1,1,2,2,23.0,19.0,성장기,1.0
(주)코썬바이오,204990,2018,-87,-223,-15,-103,363,329,21,13,7,28,41,39,83,-70.79,-65.58,-624.9,-24.78,-24.81,-251.7,0.76,-64.35000000000001,-48.82595777973265,-48.83,-47.99,-49.34,-62.82,-7.75,-53300,-81,-794,-559,0,0.1455860532058283,0.35,0,1,0,0,0,0,18.0,8.0,쇠퇴기,1.0
(주)코아스,71950,2017,-2,-4,-1,-1,78,36,234,204,25,-14,2,48,30,-3.12,-0.77,-0.49,0.89,0.85,0.58,1.29,24.49,2.7825517306679086,2.78,-4.84,10.82,17.46,9.11,15976,20,46,14,-3,1.442607007409597,8.13,6,3,2,1,3,3,32.0,19.0,도입기,1.0
(주)코엔텍,29960,2022,115,385,21,48,532,531,22,11,5,38,339,47,82,24.29,21.4,43.84,25.01,24.04,53.57,-1.71,4.969999999999999,7.259836366866769,7.26,7.18,7.33,21.85,7.72,65457,31,71,73,60,0.4335597010619657,9.0,1,1,0,0,1,1,31.0,20.0,성숙기,0.0
(주)코윈테크,282880,2022,1,2,0,1,172,146,84,78,18,31,26,73,54,4.3,3.97,4.95,5.88,5.58,7.35,1.04,-1.1800000000000006,84.4333088022338,84.43,109.1,39.67,89.14,48.03,40644,12,68,20,24,0.5850690252598505,5.32,1,4,1,1,3,1,26.0,5.0,성장기,0.0
(주)코이즈,121850,2016,20,25,9,16,115,77,84,69,36,5,30,43,54,5.24,2.99,4.76,1.57,1.41,2.52,1.26,13.81,-5.314868362323319,-5.31,1.55,-9.92,20.9,-29.1,11706,21,51,37,13,0.572442148778989,5.13,2,1,1,1,1,1,18.0,12.0,성숙기,1.0
(주)코퍼스코리아,322780,2022,12,19,8,39,73,52,195,189,44,-17,22,47,34,-2.97,-1.18,-4.89,7.36,7.33,31.18,8.77,-21.58,29.060996301537028,29.06,20.1,38.22,-13.56,-1.94,14602,10,3659,50,-10,0.2086165413748199,3.13,1,73,0,0,0,0,5.0,5.0,성장기,0.0
(주)퀀타매트릭스,317690,2022,-276,-986,-35,-1228,871,824,14,10,4,70,49,79,87,-39.15,-35.75,-1495.97,-35.1,-36.61,-1556.68,-51.3,-7.859999999999999,-28.4939797787963,-28.49,-34.87,11.74,133.9,-11.94,-6519,-14,-154,-507,0,0.0282020442882106,7.15,0,0,0,0,0,0,14.0,4.0,쇠퇴기,1.0
(주)큐로컴,40350,2018,-19,-27,-7,-45,33,29,55,47,25,-20,10,10,65,-34.81,-124.12,-208.56,-8.98,-9.93,-75.58,11.18,-7.840000000000003,-20.1002764391656,-20.1,-46.64,-15.48,9.71,1573.42,-16945,-18,-1302,-122,0,0.1479574206041973,11.71,1,5,1,0,0,1,27.0,22.0,쇠퇴기,1.0
(주)큐로홀딩스,51780,2014,-1,-1,-1,-3,14,7,138,124,51,-45,2,7,42,-17.99,-5.78,-23.04,-0.1,-0.1,-0.57,32.49,0.91,0.576634560660804,0.58,-11.7,1.7,-16.64,-37.76,3485,5,481,27,-87,0.1708638673264515,5.33,4,14,0,0,0,2,37.0,23.0,성숙기,1.0
(주)큐리언트,115180,2018,-348,0,-31,0,1137,1137,10,9,0,89,197,98,91,-60.87,-56.23,0.0,-55.7,-56.69,0.0,0.0,1.8700000000000043,175.51845268946596,175.52,178.98,68.44,0.0,-38.93,-13859,-32,-21668,0,0,0.0,0.0,0,0,0,0,0,0,16.0,8.0,도입기,1.0
(주)큐에스아이,66310,2022,143,1340,8,30,1102,761,6,3,1,32,280,35,95,9.03,13.32,30.87,3.69,2.21,8.13,-5.31,6.6,6.365635144149162,6.37,-12.93,21.09,-22.74,-5.22,17943,21,109,79,39,0.2639820724167521,4.57,1,1,0,0,0,1,24.0,18.0,성숙기,0.0
(주)크린앤사이언스,45520,2022,9,11,6,7,119,77,248,138,57,8,9,47,29,-46.33,-17.18,-18.95,-9.96,-10.27,-12.67,1.2,-29.54,-19.722429180785088,-19.72,-23.23,-16.28,-29.28,-26.6,3387,4,10,4,-481,0.9102092896345176,5.52,3,2,1,1,2,2,45.0,24.0,성장기,0.0
(주)클라우드에어,36170,2020,1,3,0,1,441,433,25,21,7,58,391,75,80,-13.4,-15.12,-85.2,0.18,-0.96,-7.31,9.0,3.389999999999999,2.9141479880665555,2.91,46.3,-46.19,0.63,-3.85,-6052,-6,-47,-45,0,0.1290022191092002,5.47,0,1,0,0,0,0,31.0,25.0,쇠퇴기,1.0
(주)클래시스,214150,2022,45,67,14,32,408,343,44,16,20,34,72,45,69,38.33,38.21,53.16,25.43,25.15,48.57,1.3,7.859999999999999,53.16218025664712,53.16,102.06,28.19,40.96,29.16,124500,38,119,88,61,0.4278771549202267,32.89,2,2,1,1,1,1,9.0,9.0,성장기,0.0
(주)클리노믹스,352770,2022,-11,-21,-5,-21,142,134,83,69,24,16,23,54,55,-18.25,-11.74,-44.34,-10.22,-10.8,-46.72,10.62,-50.43,-5.345147947146304,-5.35,-30.0,59.82,-58.35,54.34,7952,8,32,34,-129,0.2377158567903572,0.81,0,1,0,0,1,0,13.0,4.0,도입기,1.0
(주)타이거일렉,219130,2022,20,34,5,6,227,148,31,27,14,27,38,47,76,6.71,5.49,6.18,5.06,4.33,5.36,-0.4,0.3799999999999999,2.2528731912289,2.25,16.03,-7.66,15.41,-6.94,22698,31,72,39,16,0.7991259384532299,6.29,3,2,1,1,1,2,24.0,9.0,성숙기,0.0
(주)탑코미디어,134580,2018,-58,0,-15,-13,396,294,34,34,0,74,66,99,75,5.2,3.86,3.29,4.25,4.06,3.47,-0.16,35.43,3.684842493941807,3.68,18.59,-95.92,-5.41,-98.43,5618,15,8647,13,26,1.150926911523959,3.0,2,21,1,1,18,1,17.0,11.0,쇠퇴기,1.0
(주)테크엘,64520,2018,-1,-2,-1,-1,66,43,413,403,60,-27,9,52,19,-100.99,-35.42,-31.01,-26.17,-26.39,-24.59,1.96,-56.26,-18.094345602624703,-18.09,-22.42,-12.86,-44.81,-5.95,-8276,-11,-24,-9,0,1.19175440549903,6.95,3,3,1,1,2,2,26.0,22.0,도입기,1.0
(주)텔레필드,91440,2018,-5,-8,-3,-4,244,116,121,63,33,41,43,70,45,-52.2,-27.36,-42.32,-20.68,-20.84,-35.96,3.05,-54.31,-9.837496092910854,-9.84,-11.59,-5.49,-19.25,-1.81,-909,-2,-26,-3,0,0.611341832864232,2.65,2,9,1,1,2,1,24.0,16.0,도입기,1.0
(주)텔콘알에프제약,200230,2018,-36,-50,-5,-17,97,80,17,17,11,0,27,14,86,-10.5,-13.96,-26.29,-3.83,-4.02,-13.65,8.21,8.27,-13.283384749099593,-13.28,-50.42,-1.13,38.14,-58.8,4010,2,71,7,-378,0.3174375766451973,5.2,2,5,1,0,0,1,25.0,10.0,도입기,1.0
(주)토박스코리아,215480,2022,44,347,10,8,359,208,28,27,3,55,24,76,78,13.7,11.49,8.11,13.32,12.48,9.74,-0.58,0.6899999999999995,8.385431409186797,8.39,5.81,17.35,41.8,32.65,4609,11,288,9,90,1.2321423675568026,14.9,3,18,1,1,6,2,9.0,9.0,성숙기,0.0
(주)토탈소프트뱅크,45340,2022,32,341,11,23,374,374,53,26,3,46,178,63,66,15.08,10.14,19.04,10.25,9.32,18.62,-1.64,-5.24,7.37077174425766,7.37,12.3,-0.05,-1.52,-1.45,10307,36,115,74,26,0.4832564604734279,7.43,1,2,1,1,1,1,35.0,22.0,성숙기,0.0
(주)투비소프트,79970,2019,-4,-6,-2,-4,114,112,81,79,30,6,18,50,55,-37.84,-29.99,-52.64,-10.75,-11.26,-26.49,2.91,8.589999999999996,-18.521182751884734,-18.52,-13.26,-23.1,-24.37,-2.13,9030,10,360,22,-238,0.4732986356190124,3.8,1,16,1,0,1,1,24.0,14.0,성숙기,1.0
(주)티라유텍,322180,2022,-7,-12,-3,-3,125,115,101,65,28,8,58,41,50,-26.19,-19.58,-13.0,-11.86,-11.92,-11.87,0.98,12.099999999999998,16.140734477287346,0.0,0.0,0.0,0.0,0.0,14717,41,391,41,-32,1.00399769975,7.74,3,5,2,1,2,2,18.0,5.0,도입기,1.0
(주)티로보틱스,117730,2022,-5,-8,-4,-6,103,81,263,178,51,1,20,51,28,-4.0,-1.7,-2.31,-2.49,-2.7,-4.12,2.82,33.94,2.007341999532477,2.01,27.9,-15.52,28.57,-4.0,12874,15,46,23,-10,0.6482258018404143,8.04,2,2,1,1,1,1,20.0,6.0,성장기,0.0
(주)티비씨,33830,2022,47,1326,3,8,1284,1284,6,5,0,60,36,65,94,4.13,4.95,11.6,4.81,3.17,9.54,-4.91,0.1100000000000003,1.441723872062317,1.44,5.97,-5.97,-0.84,1.73,23805,18,149,56,21,0.3299972632076292,3.06,1,3,0,0,1,1,30.0,14.0,쇠퇴기,0.0
(주)티사이언티픽,57680,2014,-12,-18,-5,-4,143,143,75,51,28,13,25,42,57,7.98,7.15,4.08,5.64,5.5,5.21,1.99,50.08,-7.699936903066279,-9.74,22.74,-24.21,190.28,-3.14,4656,21,212,19,22,1.1123401500528245,7.1,3,11,2,1,2,3,26.0,22.0,쇠퇴기,1.0
(주)티앤알바이오팹,246710,2020,-276,-717,-14,-100,3542,3246,5,3,2,86,1925,88,95,-15.83,-15.72,-82.36,-13.93,-14.58,-80.95,-3.08,6.889999999999999,79.0673686837475,79.07,87.24,34.68,428.71,189.27,-1623,-3,-99,-24,0,0.1402965581393814,18.89,0,6,0,0,1,0,11.0,6.0,쇠퇴기,1.0
(주)티앤엘,340570,2022,158,14397,15,21,604,495,10,9,0,42,211,50,91,21.53,20.79,25.89,23.21,22.58,29.8,-0.79,-2.640000000000001,19.00862907973137,19.01,12.22,26.76,13.47,32.1,38138,33,74,47,55,0.6972589334542502,7.63,2,2,1,1,2,1,26.0,4.0,성숙기,0.0
(주)티에스넥스젠,43220,2014,-16,-19,-9,-15,91,88,123,121,47,-5,2,49,45,-41.93,-32.14,-31.93,1.0,0.21,0.36,5.72,-1.990000000000002,59.55031101577228,0.0,0.0,0.0,0.0,0.0,-3350,-11,-493,-19,0,0.5791496997060989,1.91,1,26,1,1,1,1,29.0,23.0,도입기,1.0
(주)티에스아이,277880,2022,-7,-18,-6,-9,120,65,416,325,32,13,16,76,19,7.34,1.92,2.1,2.78,2.76,3.31,3.26,4.34,87.83401805678967,87.83,91.3,77.78,121.01,74.58,19879,9,69,13,16,0.6387857483333254,7.18,2,4,1,1,3,1,13.0,4.0,성장기,0.0
(주)티에스트릴리온,317240,2022,-13,-16,-10,-11,26,11,292,284,64,-53,0,19,26,-60.59,-15.73,-16.18,-8.69,-8.69,-9.24,3.52,-25.6,4.400654486284214,4.4,-22.38,13.68,26.18,17.17,-2909,-4,-5,-5,0,0.921084598059629,16.0,9,1,1,1,1,4,5.0,5.0,쇠퇴기,0.0
(주)티엔엔터테인먼트,131100,2015,-1,-1,0,-1,38,26,195,136,53,-29,1,17,34,-27.3,-12.52,-19.2,-8.29,-8.4,-16.81,4.78,-13.24,-17.10184910799445,-17.1,-13.72,-17.78,3.42,-15.99,8681,8,16,15,-125,0.5513204957856842,10.23,5,1,1,1,1,3,17.0,13.0,쇠퇴기,1.0
(주)티움바이오,321550,2021,-73,-88,-15,-30091,938,938,26,5,17,33,154,37,79,-37.2,-49.83,-56785.56,-31.92,-32.85,-57566.15,-705.81,-22.510000000000005,33.23954529069327,33.24,-40.01,363.36,-94.59,452.83,-27279,-24,-290,-48028,0,0.0004994472823272,0.2,0,0,0,0,0,0,8.0,5.0,도입기,1.0
(주)티플랙스,81150,2022,4,7,1,1,193,112,50,36,16,22,15,46,67,10.3,8.84,6.07,9.57,9.52,8.26,0.42,1.83,13.722632161775556,13.72,30.78,2.19,35.98,1.7,30376,13,39,12,52,1.0832713512750256,5.12,4,3,1,1,2,3,33.0,15.0,도입기,0.0
(주)티피씨,130740,2022,5,9,1,2,186,131,45,38,16,22,32,48,69,-2.35,1.9,2.72,-0.7,-1.28,-1.98,0.04,0.4099999999999997,-10.071716168937291,-10.07,-14.33,-5.68,1.18,4.26,23334,20,42,29,10,0.6859283793328248,6.0,2,1,1,1,1,1,25.0,13.0,쇠퇴기,0.0
(주)티피씨메카트로닉스,48770,2018,1,2,1,1,141,105,275,176,39,19,32,66,27,14.45,4.15,3.96,3.25,3.04,3.01,1.48,-4.050000000000001,19.241783945107265,19.24,34.52,-2.4,2.68,-4.12,28751,25,90,27,14,0.9277197118070626,3.88,2,3,1,1,3,2,45.0,23.0,성장기,1.0
(주)파루,43200,2018,-80,-842,-25,-33,106,89,44,39,3,2,30,29,69,-54.56,-52.93,-71.42,-43.26,-43.66,-70.34,-0.37,-18.270000000000003,-29.28983951807416,-29.29,-52.01,-12.54,25.92,-9.23,-18498,-38,-79,-51,0,0.7492438570515484,5.35,2,1,1,1,1,2,29.0,24.0,쇠퇴기,1.0
(주)파마리서치,214450,2022,59,93,13,32,456,411,29,15,14,40,134,52,78,12.51,11.98,22.3,15.72,14.56,33.85,-0.74,-4.44,11.787401634643546,11.79,19.61,4.46,26.4,7.74,98527,21,93,51,44,0.4073978236696897,6.49,1,2,1,0,1,1,23.0,9.0,성숙기,0.0
(주)파멥신,208340,2020,-16,-25,-10,-23391,118,118,192,186,43,11,44,75,34,-54.06,-25.31,-51285.28,-15.26,-17.3,-42641.13,7380.78,-38.81,-17.226082377893466,-17.23,-26.32,31.92,0.0,86.15,-19377,-15,-753,-32393,0,0.0004478963752073,0.0,0,0,0,0,0,0,16.0,6.0,쇠퇴기,1.0
(주)파버나인,177830,2022,5,7,2,3,103,64,85,84,33,2,17,47,54,9.83,5.5,6.18,8.23,7.98,9.45,1.84,-0.75,4.208128903029332,4.21,12.29,-2.06,-6.52,2.96,40949,29,60,35,18,0.8275254611016454,6.84,3,2,1,1,2,2,27.0,10.0,성숙기,0.0
(주)파세코,37070,2022,14,35,4,3,217,83,40,38,11,31,48,58,71,8.84,6.7,4.58,10.89,10.83,7.88,0.25,-11.47,5.4555325251817335,5.46,15.22,-5.64,-11.76,0.14,34442,23,63,17,27,1.339877140890054,17.17,6,4,1,1,3,2,38.0,24.0,성장기,0.0
(주)파수,150900,2022,62,201,23,27,284,284,59,36,12,42,93,64,63,17.97,12.51,11.95,11.71,10.78,11.78,-0.83,-0.4700000000000024,15.383189505725174,15.38,21.05,6.35,4.62,89.64,27788,54,813,63,19,0.854143268641508,4.73,1,17,1,1,2,1,24.0,11.0,성숙기,0.0
(주)파이오링크,170790,2022,46,1165,11,16,693,601,31,15,1,68,230,79,77,18.06,15.62,19.7,14.07,12.78,18.5,-1.8,-1.5400000000000027,13.071368158399672,13.07,24.82,-16.97,13.44,2.01,40921,43,517,66,30,0.6506232694546492,4.28,1,8,1,1,3,1,24.0,11.0,성숙기,0.0
(주)파인디앤씨,49120,2020,12,19,7,11,65,62,152,116,39,-16,22,30,40,-28.65,-18.64,-19.58,-7.79,-8.08,-13.2,1.33,-20.22,-16.587114006670475,-16.59,-22.71,-13.71,-24.94,-12.68,8366,10,31,14,-136,0.6733531024028939,5.96,2,2,1,1,1,2,25.0,23.0,쇠퇴기,1.0
(주)파인디지털,38950,2017,-25,0,-3,-4,1062,899,14,7,0,63,141,69,88,-5.12,-5.62,-5.98,-2.81,-3.53,-4.84,-0.98,-5.1000000000000005,-4.673844230919928,-4.67,-3.55,-7.14,-2.52,3.97,15994,16,342,21,-28,0.746587825122615,7.94,1,17,1,1,2,1,32.0,24.0,쇠퇴기,1.0
(주)파인테크닉스,106240,2018,3,7,2,2,79,55,122,106,25,-10,13,38,45,-40.49,-16.47,-16.32,-10.3,-10.5,-14.48,1.86,9.15,-22.28249451391916,-22.28,-40.7,-4.28,-25.89,-34.04,9454,6,33,7,-224,0.8290671036436771,4.27,2,3,1,1,1,2,15.0,15.0,쇠퇴기,1.0
(주)파인텍,131760,2017,-6,-9,-4,-5,77,70,263,242,44,-15,9,52,28,-50.43,-13.0,-18.22,4.33,4.29,6.5,3.27,-33.82,-31.521255079412235,-31.52,-40.34,-18.66,-20.47,-33.45,22951,15,65,19,-97,0.8129248536385982,2.07,1,3,1,1,2,1,16.0,9.0,성숙기,1.0
(주)파커스,65690,2021,6,8,3,4,271,222,81,28,35,26,68,42,55,10.74,7.09,10.19,1.13,0.82,1.28,0.55,21.3,36.39778086316275,0.0,0.0,0.0,0.0,0.0,34123,23,57,36,28,0.6388767294440459,5.3,2,1,1,1,1,2,37.0,22.0,성장기,1.0
(주)파크시스템스,140860,2022,40,123,11,15,318,222,40,33,9,52,114,76,72,26.7,19.16,22.47,21.89,21.7,26.22,-0.04,14.01,24.742651335570184,24.74,18.4,49.6,46.07,13.69,65630,39,271,53,43,0.7454214475179067,3.62,1,5,1,1,4,1,27.0,9.0,성숙기,0.0
(주)판타지오,32800,2018,-18,0,-4,-12,256,256,24,24,0,30,61,49,81,-19.62,-21.43,-67.57,1.98,0.68,2.59,-4.72,,,-17.87,-28.57,-4.36,2.33,-6.2,-6088,-13,-897,-45,0,,,1,5,0,0,1,1,,,성숙기,1.0
(주)팬스타엔터프라이즈,54300,2014,-17,-24,-12,-9,122,94,243,220,48,14,10,78,29,-14.51,-4.19,-3.24,1.82,1.6,1.39,2.9,68.28,-17.512141754578813,-17.51,-23.65,15.77,-1.93,24.46,4000,21,172,16,-20,1.274629158619911,3.47,2,12,1,1,6,1,29.0,22.0,쇠퇴기,1.0
(주)팬엔터테인먼트,68050,2015,-6,-8,-3,-9,68,64,78,64,34,-11,9,24,56,-17.68,-11.14,-33.53,-6.11,-6.24,-20.38,2.75,-18.31,-5.184929119148096,-5.18,-26.7,4.76,-38.9,2.4,-1846,-3,-4,-9,0,0.3145661181582918,9.93,1,1,0,0,0,1,26.0,18.0,쇠퇴기,1.0
(주)팬젠,222110,2018,-17,-19,-7,-55,177,174,69,65,35,29,40,68,59,-15.9,-12.0,-81.52,-6.18,-7.5,-53.59,-0.32,5.159999999999998,28.14350994960144,28.14,72.39,-16.66,139.36,1.14,1252,3,18,22,-370,0.1245232813572688,10.82,0,1,0,0,0,0,14.0,8.0,도입기,1.0
(주)펩트론,87010,2017,-102,-209,-8,-130,3149,3082,8,2,4,42,131,44,92,-8.67,-9.29,-137.68,-7.68,-8.61,-148.47,-15.98,0.3900000000000005,-8.381480942444641,-8.38,-52.98,240.64,2.7,302.5,-497,-1,-3,-15,0,0.0606120254034907,7.43,0,0,0,0,0,0,27.0,9.0,쇠퇴기,1.0
(주)포메탈,119500,2022,9,24,3,3,157,97,39,32,11,13,12,36,72,3.62,2.65,2.48,3.12,3.07,2.9,0.28,-0.7199999999999998,4.141315432983919,4.14,20.1,-3.04,12.1,-3.5,12185,18,29,18,14,1.0365513671354385,5.55,5,2,1,1,2,3,55.0,14.0,성숙기,0.0
(주)포인트모바일,318020,2022,-6,-10,-3,-2,174,86,80,75,27,31,22,72,55,-5.4,-3.83,-2.86,0.5,0.4,0.36,0.43,0.0499999999999998,-8.675803886461619,-8.68,-10.13,-4.74,14.75,31.83,15401,20,721,18,-16,1.1505382941937028,5.86,3,8,1,1,4,2,18.0,4.0,쇠퇴기,1.0
(주)포인트엔지니어링,256630,2022,39,49,9,24,251,233,31,26,19,30,45,50,76,1.0,0.89,2.01,1.1,0.45,1.17,-0.42,-4.21,0.5968965905464476,0.6,10.71,-7.72,-13.15,-6.32,16710,16,46,42,5,0.3851128731009937,6.68,1,1,0,0,1,1,8.0,7.0,성장기,0.0
(주)폴라리스세원,234100,2022,7,17,1,2,339,282,26,22,8,41,133,58,79,1.7,1.84,2.21,4.25,3.63,4.89,0.48,-8.91,22.15104327775108,22.15,11.2,41.16,81.2,95.94,31643,12,48,18,12,0.6751579584132699,7.04,1,4,1,1,2,1,32.0,7.0,도입기,0.0
(주)폴라리스오피스,41020,2017,-206,0,-36,-106,339,339,21,18,0,36,63,51,82,-41.78,-48.58,-95.67,-30.8,-31.34,-93.47,-1.6,13.619999999999996,-3.728788367816561,-3.73,-10.6,4.79,15.39,-28.49,-447,-1,-87,-3,0,0.3417450255147592,14.95,1,25,1,0,1,1,27.0,19.0,도입기,1.0
(주)푸드나무,290720,2022,-9,-14,-5,-2,110,62,121,99,34,4,32,49,45,-6.45,-4.65,-1.54,-1.73,-2.37,-0.96,0.14,-6.92,50.40284387441258,50.4,6.75,149.55,13.6,110.66,12857,12,47,6,-26,2.050354951289847,22.9,7,9,3,2,6,4,11.0,6.0,도입기,0.0
(주)푸드웰,5670,2022,6,9,3,3,101,53,100,72,33,0,12,36,50,4.9,2.83,2.68,3.42,3.34,3.3,0.39,-2.16,36.98662322502575,36.99,3.82,67.56,24.03,42.39,50710,24,51,28,10,0.876705495756213,7.0,4,2,1,1,2,2,56.0,31.0,성장기,0.0
(주)푸른기술,94940,2021,1,2,0,0,381,253,34,20,9,42,32,58,75,5.14,4.46,5.22,1.16,0.19,0.26,-1.08,1.81,15.185823169862497,15.19,8.72,25.28,30.29,2.09,8401,19,89,27,19,0.6968777108600269,8.29,2,3,1,1,2,1,27.0,17.0,도입기,1.0
(주)퓨쳐켐,220100,2018,-7,-10,-5,-55,289,285,280,89,47,44,42,68,26,-54.83,-29.49,-214.35,-13.29,-14.56,-129.29,30.39,-38.31999999999999,77.90789757565214,77.91,210.37,-6.5,87.95,53.05,-3988,-6,-38,-71,0,0.0879899039100567,4.08,0,0,0,0,0,0,23.0,8.0,도입기,1.0
(주)프럼파스트,35200,2022,17,285,2,2,828,704,11,9,1,61,125,70,90,3.62,3.41,4.38,4.46,3.75,5.06,-0.93,-2.26,0.1658367746351128,0.17,2.07,-3.92,2.25,-1.61,4573,11,66,15,29,0.7411788567919726,3.45,1,4,1,1,2,1,32.0,22.0,성숙기,0.0
(주)프리엠스,53160,2022,-8,-55,-1,-2,1084,911,10,7,1,60,237,66,91,2.33,2.23,4.51,2.01,1.03,2.22,-2.05,0.0300000000000002,-0.789768388163976,-0.79,-10.47,25.8,17.6,-0.66,7845,12,52,26,17,0.4662755739925648,18.62,1,2,0,0,2,1,35.0,23.0,쇠퇴기,0.0
(주)플래스크,41590,2017,7,11,4,15,71,70,93,90,34,-13,8,33,52,-17.42,-24.64,-31.14,0.02,-0.7,-2.66,10.25,26.42,25.04772534449937,25.05,60.88,12.51,-55.64,-18.55,-3744,-2,-36,-10,0,0.2365666173069163,6.42,1,3,1,0,0,1,26.0,22.0,성장기,1.0
(주)플레이위드,23770,2014,-2,0,-2,-16,4,4,1761,1740,0,-90,1,4,5,63.8,40.9,26.2,0.78,0.67,6.53,0.17,257.81,-6.521469700439411,-4.86,-95.97,835.78,0.72,-29.86,3624,5,1749,46,57,0.1058135259464486,9.2,0,32,2,0,0,0,40.0,30.0,쇠퇴기,1.0
(주)플리토,300080,2021,-36,-48,-14,-42,1385,1385,62,11,29,87,106,94,62,-30.11,-22.62,-61.9,-22.88,-23.32,-65.79,1.03,-17.03,12.611269678383175,12.61,14.85,-13.26,25.54,-37.75,-149,-1,-27,-2,0,0.3346033771017397,8.41,0,13,0,0,5,0,12.0,5.0,도입기,1.0
