회사명,거래소코드,회계년도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,유동비율,당좌비율,부채비율,유동부채비율,차입금의존도,순운전자본비율,현금비율,유동자산구성비율,자기자본구성비율,자기자본순이익률,경영자본순이익률,매출액순이익률,총자본사업이익률,총자본영업이익률,매출액영업이익률,금융비용부담률,CROE,총자산증가율,총자본증가율,유동자산증가율,비유동자산증가율,매출액증가율,유형자산증가율,부가가치(백만원),총자본투자효율,설비투자효율,부가가치율,이윤분배율,자본분배율,총자산회전율,매출채권회전률,당좌자산회전률,유형자산회전율,경영자본회전률,총자본회전률,비유동자산회전률,유동자산회전률,영업년수,도입기,성숙기,성장기,쇠퇴기,부실판단
(주)평화자원,63967,2014,0.2,0.24,0.16,0.18,114.04,113.08,497.17,255.26,67.87,6.0,15.62,48.75,16.75,9.58,1.51,1.67,3.19,2.36,2.6,2.66,0.0570630346671678,-1.9940939742787565,-1.99,16.29,-14.74,27.35,-15.97,2490.05,16.08,32.39,17.55,9.51,51.77,0.9164952712697908,18.38,2.1,1.69,0.91,0.91,1.65,2.02,18.0,0,0,0,1,1.0
에스아이앤디(주),59309,2019,-1.23,-1.4,-1.07,-175.16,115.91,20.43,668.2,661.52,76.29,13.7,0.11,99.8,13.02,-9.39,-1.28,-209.69,-1.44,-1.44,-235.38,-0.03,-0.307256544431831,-0.5747710158891948,-0.57,-0.44,-43.29,-61.71,-31.3,28.19,0.28,184.17,46.29,-452.94,-132.7,0.0061155269374783,0.0,0.03,3.24,0.01,0.01,2.41,0.02,19.0,0,0,0,1,1.0
주식회사맥스필름,63558,2014,-35.5,-42.12,-21.01,-131.48,52.75,32.92,144.9,128.38,49.88,-24.77,2.06,27.65,40.83,-56.53,-27.72,-201.37,-34.4,-34.52,-266.7,12.95,-0.3087409509733538,-31.91079216683533,-31.91,-58.47,-9.89,-70.72,-9.88,-2437.01,-17.0,-26.14,-106.4,0.0,0.0,0.1597815951642696,0.95,0.55,0.21,0.14,0.13,0.21,0.34,18.0,0,0,0,1,1.0
주식회사성일엔케어,56976,2014,-2.23,-2.26,-0.31,-5.54,5.64,5.64,16.35,16.33,13.81,-13.25,2.32,0.79,85.95,5.53,49.39929999999984,83.23,5.53,5.5,62.337399999999946,10.48,0.0310185007900081,4.701624996367574,4.7,-51.29,5.67,105.69,0.0,1782.33,5.5,0.0,97.41,83.39159999999995,96.2,0.0564876260788171,0.0,4.68,0.0,4.68,0.06,0.06,4.68,15.0,0,0,0,1,1.0
(주)태백판넬,67891,2014,-1.16,-7.25,-0.96,-0.78,54.9,13.97,456.45,454.35,13.17,-36.82,4.85,44.83,17.97,0.0,29.44,32.06,-2.09,-2.09,-2.29,4.41,-6.385580229784572,-40.62888145012955,-40.63,170.8,-63.68,0.85,-69.38,2709.28,56.41,122.77,45.87,69.89,95.88,1.229616357008283,20.81,11.77,1.25,0.92,0.92,1.19,4.01,14.0,0,0,0,1,1.0
(주)영진전기,45943,2019,-11.47,-55.94,-2.37,-4.8,472.12,470.24,26.09,16.43,4.24,48.5,147.41,61.54,79.31,13.49,16.63,20.25,9.86,3.62,6.8,-11.72,0.0696365681894091,16.397598777946218,16.4,32.68,-2.7,33.37,-20.41,6131.03,16.09,472.45,32.52,62.26,48.35,0.4947584186793741,2.89,0.92,12.88,0.82,0.53,1.27,0.92,33.0,0,0,0,1,1.0
(주)한성산업,52732,2014,-11.41,-17.83,-8.27,-34.53,5.88,5.88,263.25,207.75,46.4,-53.83,0.62,3.36,27.53,-58.56,-10.5,-36.51,-8.36,-8.36,-29.61,6.87,8.495080444884767,43.69138008524164,43.69,-18.18,47.57,27.08,51.82,-220.66,-1.67,-1.74,-6.96,0.0,0.0,0.2395458804476312,15.51,12.22,0.3,0.29,0.28,0.3,6.41,27.0,0,0,0,1,1.0
팜스넷주식회사,51682,2015,-15.79,-20.58,-12.51,-25.63,12.18,12.18,381.82,375.35,60.8,-68.41,6.49,9.49,20.75,-64.17,-20.0,-40.17,-10.41,-11.09,-25.1,3.48,-0.3024833019058724,-17.33051150928114,-17.33,-6.24,-18.34,-6.01,-5.45,-100.47,-0.69,-0.88,-1.41,0.0,0.0,0.4881486987294769,16.87,4.98,0.61,0.5,0.44,0.48,4.98,24.0,0,0,0,1,1.0
동부흥산(주),61911,2014,-8.75,-9.22,-4.63,-141.02,24.61,24.61,112.71,107.67,50.29,-38.16,1.14,12.45,47.01,-6.04,-20.42,-89.01,-0.58,-0.93,-28.9,61.69,-0.3923831970522509,-3.207159792599375,-3.21,-19.71,-0.29,-8.61,-40.29,384.33,2.42,947.85,73.51,-121.09,-8.15,0.0328679157986318,33.68,0.24,9.64,0.23,0.03,0.04,0.24,49.0,0,0,0,1,1.0
주식회사에이치피바이오연구소,82402,2019,-85.31,-212.29,-37.1845,-69.04,11.85,11.85,0.0,0.0,54.94,-90.29,5.79,12.14,0.0,0.0,-45.37,-35.8,-36.4206,-37.1664,-81.88,1.44,8.495080444884767,0.0,-39.99,-85.5861,63.4,-13.62,9.37,931.38,81.09,410.4,48.0,-74.59,-29.02,0.0,32.73,2.7,8.93,1.27,1.27,2.39,2.7,7.0,0,0,0,1,1.0
대문목재주식회사,67810,2021,-7.59,-8.54,-6.11,-5.86,158.91,56.13,413.74,242.05,71.54,27.75,10.19,74.87,19.47,15.32,3.42,3.52,-5.06,-5.08,-5.35,2.01,0.134551260182341,-16.3158164418025,-16.32,-0.34,-43.37,11.97,-46.62,2218.4,13.24,59.07,12.69,27.72,66.17,1.0428985601693133,5.06,3.78,3.24,0.97,0.95,3.0,1.39,31.0,0,0,0,1,1.0
한국피아이엠(주),56820,2022,-8.79,-10.57,-4.98,-8.3,73.32,49.93,130.9,109.25,47.15,-12.62,1.65,34.69,43.31,4.33,2.04,3.06,3.84,3.25,5.38,2.17,0.038193995581717,2.042889846533288,1.36,7.56,-1.65,25.4,-3.87,5152.32,8.56,20.52,14.27,21.43,64.64,0.6002565730299885,3.47,2.5,1.39,0.67,0.6,0.91,1.79,23.0,0,0,0,1,1.0
주식회사보아스디앤씨,86743,2019,-1.47,-1.67,-1.35,-3.38,695.92,49.71,1167.05,181.86,80.77,85.53,8.68,99.8,7.89,-16.29,-1.34,-3.53,2.38,2.38,6.26,9.8,-1.9597072522751489,-9.428603177876465,-9.43,-9.44,-2.56,-38.45,-2.56,394.33,3.12,2702.37,7.8,-45.28,98.34,0.399625797696119,2.92,2.73,342.15,0.38,0.38,290.6963999999998,0.38,7.0,0,0,0,1,1.0
제너셈(주),217190,2018,-8.0,-14.0,-6.0,-10.0,75.0,39.0,219.0,148.0,40.0,-11.0,8.0,35.0,31.0,-44.07,-17.71,-30.73,-13.85,-13.9,-24.41,5.63,-0.1764720821823933,5.480280441346628,5.48,-6.18,13.0,-5.97,9.21,1127.0,2.0,4.0,4.0,-709.0,-467.0,0.554861015322939,4.24,3.0,1.0,1.0,1.0,1.0,2.0,24.0,0,0,0,1,1.0
(주)아농스,47138,2014,-1.08,-1.3,-0.33,-13.0,1.2671,0.96,43.56,37.49,25.15,-25.93,0.24,0.63,69.66,-3.15,-6.08,-88.49,-0.49,-0.49,-19.64,36.36,0.0247041905732778,-2.8362917904637155,-2.84,-85.5861,-1.09,-61.74,-1.14,-146.33,-0.74,-2.09,-29.21,0.0,0.0,0.0252266567594842,21.86,4.96,0.07,0.07,0.02,0.03,2.32,24.0,0,0,0,1,1.0
(주)태일정밀,74193,2022,-1.62,-1.96,-1.21,-4.04,35.05,7.58,296.08,248.15,61.84,-40.69,0.33,21.96,25.25,-22.46,-5.17,-16.33,-2.93,-2.94,-9.46,9.92,0.0766105775221867,7.391556026766024,7.39,-7.07,12.31,14.62,14.69,1444.11,4.77,6.26,15.91,-102.65,27.8,0.2998317053978517,10.31,5.96,0.42,0.32,0.31,0.41,1.32,22.0,0,0,0,1,1.0
효우케이블(주),51554,2015,-3.56,-7.67,-2.98,-0.9,91.5,40.4,515.13,468.59,38.92,-6.48,0.69,69.7,16.26,3.99,0.59,0.19,2.96,2.95,0.98,0.39,-0.003560082950951,-16.26084881248776,-16.26,-17.29,-13.79,12.84,0.07,2117.33,12.28,46.54,3.72,5.18,35.61,3.30056311524123,8.9,8.66,12.51,3.05,3.01,10.09,4.29,29.0,0,0,0,1,1.0
주식회사애드라인,49799,2014,-8.44,-22.39,-5.99,-10.28,121.34,121.34,245.14,241.86,26.77,14.95,1.7,85.03,28.97,3.86,1.22,1.88,3.13,2.31,3.74,2.66,-0.00783001340763,0.0,12.5,16.29,-5.04,-24.62,-45.04,1173.38,9.76,2938.0,16.73,11.24,53.93,0.0,1.78,0.74,124.57,0.65,0.62,3.79,0.74,29.0,0,0,0,1,1.0
유일에너지(주),61298,2014,-2.37,-2.91,-3.5,-19.68,64.94,64.94,0.0,0.0,104.92479999999988,-10.84,1.74,20.09,0.0,0.0,-6.86,-36.16,-11.97,-12.4,-71.41,32.34,-0.428371491298479,-4.520436985790675,-4.52,52.11,-12.69,-37.77,-12.42,1912.92,10.89,15.29,61.26,-59.04,94.15,0.1777206467560471,1.84,1.07,0.21,0.19,0.17,0.21,1.07,15.0,0,0,0,1,1.0
주식회사어번플랜,47358,2014,-3.76,-8.35,-2.67,-238.86,1.2671,0.96,244.01,236.51,31.97,-68.2,0.01,0.63,29.07,-10.32,-4.33,-283.1,-0.26,-0.35,-31.48,143.22209999999956,0.0072047503301165,0.0,-3.06,-84.44,-0.17,-13.16,-0.17,-7.19,-0.06,-0.09,-5.44,0.0,0.0,0.0,8.86,0.55,0.01,0.02,0.01,0.01,0.55,20.0,0,0,0,1,1.0
(주)티엠테크,45821,2020,-0.28,-1.91,-0.06,-0.26,353.04,164.18,28.72,5.74,3.27,11.29,12.9,15.75,77.69,-0.53,-0.5,-1.76,-0.64,-0.84,-3.58,-0.59,-0.0012528358773878,-5.747160699978461,-5.75,-40.84,6.01,-0.57,-1.39,2517.43,5.82,9.24,24.05,-7.3,42.55,0.2418462420317509,42.48,1.8,0.38,0.29,0.23,0.3,1.14,26.0,0,0,0,1,1.0
주식회사동건이노베이션,78150,2017,-38.2,-44.11,-26.11,-22.95,427.61,216.88,216.09,73.69,59.2,76.38,1.12,99.69,31.64,197.60899999999896,40.77,32.52,36.73899999999991,36.12579999999998,42.74,2.24,1.7162449163373088,22.293646039934348,22.29,22.97,-55.91,0.0,164.06,9122.59,50.03,134949.5,43.96,73.97,97.26,1.1380901799473395,4.67,4.16,4452.89,1.25,1.25,223.73,1.26,9.0,0,0,0,1,1.0
케이홀딩스주식회사,39918,2019,-5.61,-6.39,-2.63,-65.66,88.14,88.14,88.3,21.03,41.17,-1.32,9.25,9.85,53.11,-4.17,-1.92,-37.14,-1.46,-1.74,-36.01,20.8,-0.0364474430046674,52.643430229928775,52.64,-1.41,62.37,-76.31,69.61,3433.9,3.62,4.31,90.25,-41.15,24.46,0.0400878038107552,0.0,0.4,0.06,0.05,0.05,0.06,0.4,37.0,0,0,0,1,1.0
(주)동우정공,50064,2014,-1.78,-2.21,-1.04,-1.23,67.81,51.92,138.91,125.2,46.88,-16.87,6.3,35.54,41.86,0.64,0.26,0.31,0.52,0.17,0.21,1.79,-0.0022911302524642,-3.2196649251282308,-3.22,-6.22,-1.48,-1.82,-1.28,1324.21,9.71,15.29,11.49,2.73,39.36,0.8449086815551657,7.7,2.97,1.32,0.83,0.83,1.3,2.3,30.0,0,0,0,1,1.0
삼성제약(주),1360,2014,-19.0,-25.0,-11.0,-21.0,91.0,69.0,146.0,122.0,45.0,-4.0,11.0,45.0,41.0,-112.99,-35.2,-78.41,-28.79,-28.81,-65.44,4.87,-0.4381343543287362,-28.39779907092072,-28.4,-42.83,-9.63,-35.45,-7.07,-6718.1146,-21.0,-39.0,-39.0,0.0,0.0,0.527566543136104,1.21,1.0,1.0,0.0,0.0,1.0,1.0,57.0,0,0,0,1,1.0
케이파트너스(주),66583,2019,-9.42,-9.98,-2.27,-125.8,18.53,18.53,31.69,31.59,22.73,-19.54,1.89,4.44,75.93,-9.32,-54.2358,-411.57,-5.87,-6.85,-388.66,5.07,-0.0107247603870118,-4.366402114804477,-4.37,-70.29,6.64,-41.37,-6.26,-3165.74,-6.66,-845.18,-236.507,0.0,0.0,0.0180295754432794,0.0,0.19,2.21,0.17,0.02,0.02,0.19,14.0,0,0,0,1,1.0
라헨느리조트(주),45482,2014,-1.18,-6.19,-1.43,-36.06,1.2671,0.96,0.0,0.0,23.09,-87.07,0.02,0.7,0.0,0.0,-5.12,-120.23,-3.95,-3.95,-101.65,19.95,0.250987773226566,-4.018600152843405,-4.02,-49.57,-3.41,-24.29,-3.15,605.76,0.67,0.77,17.01,-706.91,4.66,0.0396714462395874,6.41,3.82,0.04,0.04,0.04,0.04,3.82,20.0,0,0,0,1,1.0
(주)해광건설,47028,2014,-60.73,-243.73,-37.1845,-146.75,122.25,70.53,371.48,204.19,19.63,9.64,3.77,52.95,21.21,3.77,0.73,2.33,1.56,1.12,3.75,1.31,0.1058475924513346,-16.032125456775315,-16.03,-40.58,-8.1,155.39,-16.9,1403.89,2.79,4428.1,8.57,27.14,49.71,0.3260858497532392,1.96,1.09,469.09,0.31,0.3,4.38,0.46,20.0,0,0,0,1,1.0
(주)원영,48392,2015,-2.45,-2.63,-2.09,-37.06,11.39,7.16,588.84,554.89,79.4,-71.38,0.38,9.18,14.52,29.65,3.93,66.46,-1.83,-1.83,-33.46,18.18,0.0576733573820205,-5.646242357180824,-5.65,-40.61,0.32,21.17,1.39,2092.11,10.74,12.86,190.49,34.89,70.83,0.0563951001289188,0.0,1.17,0.07,0.06,0.05,0.06,0.46,18.0,0,0,0,1,1.0
(주)태영종합물류,39375,2020,-4.16,-5.43,-2.64,-38.77,72.73,72.73,174.21,49.29,48.69,-4.9,9.13,13.07,36.47,30.99,11.28,143.54,0.22,0.05,0.75,5.68,0.3988682437881904,14.943361594649932,14.94,28.4,13.16,-13.91,11.19,12621.83,20.25,25.99,297.07,48.32,89.58,0.0681794271937059,8.67,0.59,0.09,0.08,0.07,0.08,0.59,27.0,0,0,0,1,1.0
주식회사케이아이씨(KIC),97944,2022,-12.48,-13.75,-7.13,-16.0,71.07,66.46,133.4,130.0,51.88,-16.11,2.21,39.58,42.85,67.29,21.86,48.37,4.75,4.09,9.06,6.29,1.327811925426226,2.5877438402454658,2.59,32.56,-10.65,129.53,-10.76,6230.76,28.35,47.15,63.56,76.09,94.65,0.446006473244632,5.04,1.37,0.7,0.45,0.45,0.7,1.28,16.0,0,0,0,1,1.0
(주)올메디쿠스,12386,2021,-7.14,-77.52,-0.72,-0.9,778.88,553.24,11.18,9.33,0.93,56.98,289.79,65.37,89.94,1.06,1.22,1.19,-3.15,-3.23,-4.01,-0.07,0.038433668834421,1.8605464366205344,1.86,7.38,-7.15,7.94,-4.58,1846.5,8.55,64.97,10.73,11.06,35.9,0.7966654701832472,4.6,1.72,5.91,1.03,0.8,2.22,1.26,27.0,0,0,0,1,1.0
인곡산업(주),17102,2016,4.92,6.36,4.11,10.78,42.77,13.86,501.16,444.66,64.51,-42.33,1.72,31.63,16.63,-72.24,-16.07,-42.16,-3.95,-4.22,-12.45,7.08,-0.5057288674988578,-19.980722952335498,-19.98,-14.06,-22.45,-28.22,-36.17,-1647.63,-4.03,-7.86,-10.59,0.0,0.0,0.3807202163359226,5.16,3.65,0.58,0.38,0.34,0.49,1.11,37.0,0,0,0,1,1.0
평익건설(주),19546,2016,-8.37,-12.53,-4.32,-31.71,36.6,6.34,106.65,75.3,34.47,-23.11,0.82,13.34,48.39,2.13,0.99,7.49,0.03,0.01,0.1,10.26,0.1076918163718963,-6.149619800697736,-6.15,-19.66,-3.66,-10.9,-3.85,1389.21,9.91,11.67,72.77,10.3,47.68,0.136159064879351,0.0,5.52,0.16,0.13,0.13,0.15,0.91,31.0,0,0,0,1,1.0
주식회사알바이오,65186,2014,-11.87,-39.92,-18.76,-51.16,32.16,29.12,0.0,0.0,47.01,-91.9558,1.48,50.57,0.0,0.0,-9.8,-22.79,-5.98,-7.75,-21.62,8.42,-4.727784634861868,0.0,-4.42,-7.93,-0.55,-26.02,-16.74,2745.83,3.38,11.75,9.23,-246.96,-32.22,0.0,38.31,0.76,1.16,0.43,0.36,0.74,0.7,57.0,0,0,0,1,1.0
(주)프라임도시개발,72261,2016,4.65,5.1,4.57,88.74,1293.43,1293.43,5847.6,8.12,89.68,1.63,583.73,1.77,1.68,2.23,0.03,0.72,0.37,0.37,8.63,75.21,-1.7027942004618617,-28.918565728374467,-28.92,123.17,-29.78,0.08,-29.71,764.82,7.14,7.28,138.63,0.52,88.02,0.0515375584760235,0.0,4.03,0.04,0.04,0.04,0.04,4.03,21.0,0,0,0,1,1.0
(주)신풍,2870,2014,-8.0,-79.0,-5.0,-8.0,70.0,50.0,195.0,174.0,6.0,-18.0,3.0,41.0,34.0,-26.11,-11.8,-17.21,-9.82,-10.68,-18.27,-1.15,-0.170766022283701,-11.630612907923044,-11.63,-25.93,2.25,-25.38,-0.05,7065.0,4.0,10.0,7.0,-264.0,-159.0,0.6234742791420848,6.77,2.0,1.0,1.0,1.0,1.0,1.0,57.0,0,0,0,1,1.0
주식회사유라이프솔루션즈,62985,2014,-34.44,-115.9,-7.63,-7.43,423.59,410.82,28.47,23.53,6.58,59.26,64.88,77.58,77.84,-3.82,-3.11,-2.95,-2.84,-3.4,-3.46,-0.06,0.0723732601042294,0.0,-8.6,-5.37,-18.28,266.75,-34.52,1895.87,5.49,31.17,5.34,-55.27,70.33,0.0,6.79,1.31,4.59,1.05,0.98,4.12,1.29,13.0,0,0,0,1,1.0
주식회사한반도,47302,2021,-11.59,-17.67,-5.36,-39.16,316.07,225.47,85.94,43.41,30.31,50.45,91.85,73.8,53.78,-3.07,-2.13,-12.27,-0.72,-1.47,-9.75,-3.16,0.0094336970413977,21.92077230314113,21.92,54.51,-23.52,493.5,13.88,870.95,0.49,3.56,3.56,-344.44,-318.29,0.1367602561848781,6.15,0.32,1.06,0.17,0.15,0.45,0.23,20.0,0,0,0,1,1.0
양지화학주식회사,16302,2014,-13.61,-25.12,-7.17,-68.69,149.59,149.59,111.31,72.91,28.54,17.11,13.03,51.62,47.32,-22.93,-11.64,-117.49,-10.46,-11.71,-119.16,1.16,-0.0015280652736063,-11.01432788628686,-11.01,-16.21,-4.72,8.64,-1.3,-516.16,-4.21,-8.91,-40.38,0.0,0.0,0.1043431167529429,1.97,0.18,0.22,0.1,0.1,0.21,0.18,37.0,0,0,0,1,1.0
(주)세원종합관리,95858,2022,-8.96,-12.99,-8.92,-6.07,40.1,40.1,12231.140099999922,7239.468699999984,68.63,-50.83,0.53,34.03,0.46,0.0,15.56,12.17,-7.71,-8.26,-6.52,1.65,-6.385580229784572,-24.111084845564623,-24.11,13.15,-35.13,-11.7,-36.77,2779.24,27.64,43.34,18.81,64.67,78.58,1.469281922260202,7.71,4.58,1.78,1.28,1.27,1.75,4.58,7.0,0,0,0,1,1.0
(주)테팩스,81784,2018,-5.51,-9.3,-5.4,-1.57,89.05,26.86,4967.77,4967.77,58.01,-10.73,9.92,87.29,1.97,0.0,6.87,1.65,8.48,8.48,2.09,0.54,-2.875781634723869,43.27763968095292,43.28,38.19,91.73,42.37,83.75,3394.89,30.71,1036.24,8.91,18.56,39.85,3.4469877195564504,25.5,14.87,150.64,4.16,4.06,35.65,4.58,27.0,0,0,0,1,1.0
(주)전영,60900,2020,-0.8,-0.91,-0.82,-3.72,12.0,6.52,0.0,0.0,90.19,-54.69,0.22,7.45,0.0,0.0,-9.4,-39.3,-6.54,-6.54,-30.26,9.78,-4.918918015554799,-4.759039354292988,-4.76,22.74,-6.45,-1.55,-6.26,538.68,3.13,3.99,14.12,-278.4,-11.01,0.2214544221506187,7.3,6.4,0.27,0.24,0.22,0.23,3.27,23.0,0,0,0,1,1.0
엘앤케이씨티,79151,2018,-1.76,-1.8,-1.36,-2.76,8.29,8.29,339.5,324.97,75.57,-67.81,0.47,6.13,22.75,0.34,0.08,0.16,2.58,2.5,5.09,4.23,-0.0173036351847665,-1.1757961944210316,-1.18,-13.36,-0.26,202.78,-0.11,1191.24,4.81,5.17,9.76,1.61,70.95,0.4931144484132749,18.7,7.47,0.53,0.49,0.49,0.52,7.47,14.0,0,0,0,1,1.0
주식회사헬스허브,96138,2022,-8.61,-177.12,-7.21,-28.02,104.2,104.14,517.02,501.72,4.07,3.41,8.52,84.73,16.21,95.57,9.78,39.26,-17.74,-19.31,-80.71,-0.25,8.495080444884767,-14.792347336172584,-13.22,-20.0,63.69,-2.39,-17.42,5771.85,26.44,2061.71,102.72,38.22,53.14,0.362651442298936,2.56,0.27,18.16,0.25,0.24,2.09,0.27,12.0,0,0,0,1,1.0
상지건설주식회사,24289,2014,-3.82,-5.75,-3.4,-11.57,166.25,69.39,816.42,344.13,59.2,24.88,1.03,62.43,10.91,10.16,1.18,3.59,-3.68,-4.78,-16.66,0.97,1.1815278376902676,-4.716668080268869,-4.72,-5.58,-3.24,-12.58,29.3,3003.85,6.67,19.4,22.69,15.81,36.16,0.294142151277468,6.18,1.11,0.96,0.33,0.29,0.77,0.46,33.0,0,0,0,1,1.0
주식회사미라보콘크리트,39368,2020,-26.23,-295.3828,-3.42,-5.66,382.07,284.58,14.99,14.98,0.38,36.74,81.58,49.77,86.96,-15.08,-18.02,-23.6,-8.17,-8.57,-14.9,-0.69,-0.1094498945709216,-9.304399612605868,-9.3,-17.27,0.26,-11.43,-1.5,-1924.56,-7.32,-30.71,-12.11,0.0,0.0,0.6046840352204306,4.45,1.46,2.52,0.76,0.58,1.21,1.1,23.0,0,0,0,1,1.0
누리엔지엔지니어링주식회사,73088,2019,-4.65,-11.55,-4.22,-4.42,112.86,57.01,988.93,787.55,36.54,9.3,1.09,81.62,9.18,-41.92,-4.75,-4.76,-4.87,-4.91,-5.0,1.27,-0.4232688061199827,5.904237097451269,5.9,7.75,-1.59,-9.83,-3.12,2183.48,11.52,80.96,12.06,-39.49,-13.78,0.9549753762727016,2.59,2.19,6.61,1.0,0.98,5.15,1.21,16.0,0,0,0,1,1.0
(주)나후사이언텍,66287,2015,-4.29,-5.71,-4.09,-15.06,25.5,25.5,2027.92,1022.69,71.5,-35.81,0.72,12.25,4.7,-72.87,-4.59,-17.98,-2.82,-2.84,-11.25,13.7,0.5837774458655716,-12.749553202879058,-12.75,-26.81,-10.34,11.45,-10.96,748.57,6.68,7.87,24.63,-73.0,67.4,0.2712186115471192,6.92,1.87,0.3,0.26,0.25,0.29,1.87,14.0,0,0,0,1,1.0
고원기술(주),13030,2015,-125.0896,0.0,-2.25,-122.35,3837.966699999951,3134.362899999982,0.57,0.21,0.0,86.77289999999999,845.8067999999944,88.52,96.1729,2.33,2.32,124.61,-1.2,-1.79,-96.15,-31.55,0.0152980751004163,2.615799637363083,2.62,3.3,-2.34,66.19,-2.34,692.75,3.38,29.48,183.89,67.76,64.03,0.0184046286287209,0.09,0.03,0.16,0.02,0.02,0.16,0.02,26.0,0,0,0,1,1.0
디에스솔텍(주),64732,2017,-14.05,-15.64,-9.97,-30.72,72.08,20.17,244.44,177.66,63.75,-14.4,1.33,37.18,29.03,11.74,3.34,10.37,0.74,0.66,2.06,7.26,0.1101463840910116,-3.406369636634469,-3.41,25.12,-14.89,54.8,-14.41,6209.96,10.34,16.69,31.88,32.52,85.26,0.324476382977809,10.08,3.64,0.48,0.32,0.32,0.47,0.97,16.0,0,0,0,1,1.0
주식회사에스엔비,73766,2016,-9.7,-10.82,-10.94,-49.22,88.39,0.96,0.0,0.0,101.04,-13.08,0.44,99.55,0.0,0.0,-3.12,-15.73,1.63,1.62,8.18,24.15,-0.0618430852881196,0.0,-19.34,-19.41,-1.41,-60.35,-45.1,1034.99,3.47,44420.21,15.62,-100.71,85.51,0.0,0.0,1.96,2015.37,0.2,0.2,49.31,0.2,12.0,0,0,0,1,1.0
푸른제주지키미주식회사,58166,2014,-0.24,-0.24,-0.22,-3.52,114.53,114.53,894.74,39.78,89.72,0.58,12.49,4.58,10.05,-3.15,-7.16,-5.2,4.69,4.69,62.337399999999946,82.46,0.0013555528752885,-3.753768052492597,-3.75,4.21,-4.11,-2.52,-45.1,2167.26,4.79,74119.63,77.35,-6.73,0.0,0.0618793573057766,0.0,1.38,679.22,1.38,0.06,0.06,1.38,17.0,0,0,0,1,1.0
주식회사한명,59600,2014,-10.67,-12.04,-12.72,-258.07,26.73,2.18,0.0,0.0,104.92479999999988,-68.35,0.58,24.94,0.0,0.0,-5.65,-117.3,-1.93,-1.93,-40.05,79.0,0.4655726886196265,-4.327440248827383,-4.33,-10.46,-2.1,-11.22,-2.1,117.35,1.63,2.17,33.04,-354.99,11.77,0.0492743388370413,4.35,1.41,0.06,0.05,0.05,0.06,0.19,16.0,0,0,0,1,1.0
안국바이오진단(주),11335,2016,-9.61,-13.02,-8.3,-23.94,371.33,277.23,632.82,172.32,63.79,63.8,8.27,87.32,13.65,-59.49,-11.88,-33.21,-8.62,-8.86,-24.92,9.59,0.0010997173354678,5.301714373925043,5.3,5.57,3.47,15.95,11.51,229.93,2.74,26.99,7.92,-419.53,-127.22,0.346759186526857,1.91,0.5,3.6,0.36,0.36,2.78,0.41,30.0,0,0,0,1,1.0
주식회사케이엠엑스,29082,2015,-75.68,0.0,-1.31,-15.43,3837.966699999951,3134.362899999982,1.77,0.6,0.0,40.26,367.32,40.85,96.1729,7.79,14.51,86.46,6.28,5.6,62.337399999999946,-7.76,-0.0359535294411605,7.722515920423981,7.72,3.81,10.6,-11.91,-3.19,6310.38,9.54,108.28,111.99,77.2,71.73,0.0851394833183804,0.0,0.21,0.95,0.17,0.09,0.15,0.21,29.0,0,0,0,1,1.0
최신물산주식회사,26807,2018,-15.45,-30.14,-8.01,-4.32,142.11,96.05,107.73,101.94,26.59,20.66,0.51,69.74,48.14,26.76,14.01,6.82,0.4,0.32,0.17,0.51,0.2971573185873352,2.06839560417907,2.07,34.06,-34.15,8.77,-45.61,31496.32,35.85,172.86,19.35,35.27,62.58,1.853020626387277,7.52,4.78,6.29,2.05,1.87,4.86,3.04,49.0,0,0,0,1,1.0
(주)비씨엘,82086,2018,-2.23,-2.84,-1.38,-1.95,172.7,128.61,164.32,104.63,48.78,28.78,1.55,68.36,37.83,-35.03,-16.12,-22.63,-18.59,-18.9,-28.61,3.22,-0.3588784018598651,-13.056233666195803,-13.06,-8.75,-21.09,13.46,-2.64,-510.67,-3.42,-16.17,-4.81,0.0,0.0,0.7099152858465306,1.99,1.28,3.32,0.71,0.66,1.98,0.99,14.0,0,0,0,1,1.0
(주)강일기업,96822,2021,-23.56,-48.23,-17.3,-3.54,192.64,192.64,276.06,188.92,35.86,46.54,5.55,96.78,26.59,-29.34,-9.08,-1.87,-16.25,-16.25,-3.37,0.24,0.0508702256623815,-2.5397136209410163,-2.54,-2.39,-6.84,-2.8,4.29,22655.37,130.62669999999977,39280.4,97.8,-1.91,-0.63,4.888818048207682,6.09,4.99,410.07,4.86,4.83,146.23,4.99,26.0,0,0,0,1,1.0
(주)제노텍,66830,2018,-12.0,-15.0,-8.0,-21.0,48.0,43.0,231.0,151.0,53.0,-23.0,18.0,22.0,30.0,-53.39,-11.53,-32.02,-0.89,-0.92,-3.16,9.38,0.566050873314747,-38.60407986543052,-38.6,-53.1,-32.73,-41.32,-51.79,3166.0,39.0,86.0,102.0,-31.0,56.0,0.3838172584693333,3.47,2.0,1.0,0.0,0.0,0.01,1.0,27.0,0,0,0,1,1.0
